"timestamp","version","phase","row_index","total_rows","issue_key","status","prediction","reason","s2r_reproducibility","s2r_validity","s2r_failure_type","expected_behavior_presence","expected_behavior_quality","observed_behavior_presence","observed_behavior_quality","error_message","model","prompt_version","seed","system_fingerprint","input_tokens","cached_input_tokens","output_tokens","total_tokens","cost_usd"
"2026-07-11T10:07:44","raw","pilot","15","26","MC-300774","valid_json","Executable","The report provides enough context about the action of streaming Minecraft through Discord and the observed issue of only the menu bar showing, making it actionable.","Not Assessed","Not Applicable","Not Applicable","Not Present","Not Applicable","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Raw_Final_V10_PilotCandidate","210","fp_844ddd95ff","2362","0","219","2581","0.00048570"
"2026-07-11T10:07:48","raw","pilot","16","26","MC-300409","valid_json","Non-Executable","The report lacks critical details on how to consistently trigger the bug, such as the specific conditions under which the Piglin drops a command block.","Irreproducible","Not Applicable","Missing Information","Not Present","Not Applicable","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Raw_Final_V10_PilotCandidate","210","fp_844ddd95ff","2405","0","226","2631","0.00049635"
"2026-07-11T10:07:52","raw","pilot","17","26","MC-300891","valid_json","Non-Executable","The report does not specify how the music disc 'tears' is used with the jukebox, which is critical to reproduce the issue.","Irreproducible","Not Applicable","Missing Information","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Raw_Final_V10_PilotCandidate","210","fp_844ddd95ff","2347","0","228","2575","0.00048885"
"2026-07-11T10:07:56","raw","pilot","18","26","MC-300737","valid_json","Executable","The report provides a concrete method to recreate the crash by using a HashMap in a specific way, detailing the conditions under which the ConcurrentModificationException occurs.","Not Assessed","Not Applicable","Not Applicable","Not Present","Not Applicable","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Raw_Final_V10_PilotCandidate","210","fp_844ddd95ff","2597","0","228","2825","0.00052635"
"2026-07-11T10:08:00","raw","pilot","19","26","MC-301132","valid_json","Non-Executable","The report describes a symptom of not being able to collect an item but lacks specific details on how to reproduce the issue, such as the exact conditions or actions leading to the problem.","Irreproducible","Not Applicable","Missing Information","Not Present","Not Applicable","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Raw_Final_V10_PilotCandidate","210","fp_844ddd95ff","2389","0","227","2616","0.00049455"
"2026-07-11T10:08:03","raw","pilot","20","26","MC-300420","valid_json","Executable","The report provides a clear description of the intended bug behavior and the actions required to reproduce it, specifically regarding the sprint window settings and their effect on sprinting mechanics.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Raw_Final_V10_PilotCandidate","210","fp_844ddd95ff","2409","0","244","2653","0.00050775"
"2026-07-11T10:08:07","raw","pilot","21","26","MC-301221","valid_json","Non-Executable","The report does not specify how to trigger the rendering issue, such as specific conditions or actions that lead to the incorrect item light rendering.","Irreproducible","Not Applicable","Missing Information","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Raw_Final_V10_PilotCandidate","210","fp_844ddd95ff","2401","0","220","2621","0.00049215"
"2026-07-11T10:08:10","raw","pilot","22","26","MC-300973","valid_json","Non-Executable","The report does not specify how to properly observe the oxidation of the copper golem, such as the necessary conditions or time required for oxidation to occur.","Irreproducible","Not Applicable","Missing Information","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Raw_Final_V10_PilotCandidate","210","fp_844ddd95ff","2361","0","212","2573","0.00048135"
"2026-07-11T10:08:14","raw","pilot","23","26","MC-301125","valid_json","Non-Executable","The report does not specify how the user is unable to mine or place blocks, lacking critical details on the actions taken or the game state.","Irreproducible","Not Applicable","Missing Information","Not Present","Not Applicable","Present","Insufficient","","gpt-4o-mini-2024-07-18","Prompts_Raw_Final_V10_PilotCandidate","210","fp_844ddd95ff","2347","0","217","2564","0.00048225"
"2026-07-11T10:08:18","raw","pilot","24","26","MC-301203","valid_json","Non-Executable","The report lacks critical details on how to trigger the skin and cape loading issue, such as specific actions taken after changing the skin or any relevant settings.","Irreproducible","Not Applicable","Missing Information","Not Present","Not Applicable","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Raw_Final_V10_PilotCandidate","210","fp_844ddd95ff","2377","0","230","2607","0.00049455"
"2026-07-11T10:08:21","raw","pilot","25","26","MC-300031","valid_json","Non-Executable","The report does not provide sufficient details on how to trigger the bug, such as the specific conditions or settings for the raid.","Irreproducible","Not Applicable","Missing Information","Not Present","Not Applicable","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Raw_Final_V10_PilotCandidate","210","fp_844ddd95ff","2350","0","216","2566","0.00048210"
"2026-07-11T10:08:25","raw","pilot","26","26","MC-301159","valid_json","Non-Executable","The report does not provide sufficient details on how to trigger the bug, such as the specific setup or actions required to reproduce the issue with the rail junction on a redstone block.","Irreproducible","Not Applicable","Missing Information","Not Present","Not Applicable","Present","Insufficient","","gpt-4o-mini-2024-07-18","Prompts_Raw_Final_V10_PilotCandidate","210","fp_844ddd95ff","2363","0","250","2613","0.00050445"
