issue_key,s2r_label,reason,status,model,prompt_version,input_tokens,cached_input_tokens,output_tokens,total_tokens,cost_usd,timestamp,raw_response
MC-300395,Non-Executable,"The report describes a symptom of corrupted blocks without providing specific actions or conditions that trigger the issue, making it impossible for another person to reproduce the bug.",valid_json,gpt-4o-mini-2024-07-18,v2,630,0,60,690,0.00013050,2026-07-02T21:31:13,"{
  ""issue_key"": ""MC-300395"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report describes a symptom of corrupted blocks without providing specific actions or conditions that trigger the issue, making it impossible for another person to reproduce the bug.""
}"
MC-300396,Executable,"The report provides clear steps to reproduce the bug, including creating a world, applying a status effect, pausing the game, and checking the effect after unpausing.",valid_json,gpt-4o-mini-2024-07-18,v2,651,0,62,713,0.00013485,2026-07-02T21:31:15,"{
  ""issue_key"": ""MC-300396"",
  ""s2r_label"": ""Executable"",
  ""reason"": ""The report provides clear steps to reproduce the bug, including creating a world, applying a status effect, pausing the game, and checking the effect after unpausing.""
}"
MC-300408,Executable,"The report provides clear and concrete steps to reproduce the bug, including specific actions and observations related to the Copper Golem's behavior.",valid_json,gpt-4o-mini-2024-07-18,v2,758,0,54,812,0.00014610,2026-07-02T21:31:18,"{
  ""issue_key"": ""MC-300408"",
  ""s2r_label"": ""Executable"",
  ""reason"": ""The report provides clear and concrete steps to reproduce the bug, including specific actions and observations related to the Copper Golem's behavior.""
}"
MC-300409,Executable,"The report provides a concrete action of teleporting piglins to a magma block and describes the observed behavior of a command block dropping, which allows another person to attempt to reproduce the bug.",valid_json,gpt-4o-mini-2024-07-18,v2,625,0,65,690,0.00013275,2026-07-02T21:31:20,"{
  ""issue_key"": ""MC-300409"",
  ""s2r_label"": ""Executable"",
  ""reason"": ""The report provides a concrete action of teleporting piglins to a magma block and describes the observed behavior of a command block dropping, which allows another person to attempt to reproduce the bug.""
}"
MC-300420,Non-Executable,"The report describes the issue but does not provide clear steps or actions that a user can take to reproduce the bug, making it difficult to understand how to trigger the problem.",valid_json,gpt-4o-mini-2024-07-18,v2,629,0,64,693,0.00013275,2026-07-02T21:31:22,"{
  ""issue_key"": ""MC-300420"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report describes the issue but does not provide clear steps or actions that a user can take to reproduce the bug, making it difficult to understand how to trigger the problem.""
}"
MC-300473,Non-Executable,"The report describes a crash when interacting with an invisible item frame after an update but does not provide clear steps or commands to reproduce the issue, making it vague and lacking concrete actions.",valid_json,gpt-4o-mini-2024-07-18,v2,655,0,66,721,0.00013785,2026-07-02T21:31:25,"{
  ""issue_key"": ""MC-300473"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report describes a crash when interacting with an invisible item frame after an update but does not provide clear steps or commands to reproduce the issue, making it vague and lacking concrete actions.""
}"
MC-300497,Non-Executable,"The report states a symptom (cannot play the game) without providing specific actions, setup, or conditions that trigger the issue.",valid_json,gpt-4o-mini-2024-07-18,v2,566,0,55,621,0.00011790,2026-07-02T21:31:27,"{
  ""issue_key"": ""MC-300497"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report states a symptom (cannot play the game) without providing specific actions, setup, or conditions that trigger the issue.""
}"
MC-300515,Non-Executable,The report states a symptom (endermans making sounds of teleporting in boats) without providing specific actions or conditions to reproduce the issue.,valid_json,gpt-4o-mini-2024-07-18,v2,558,0,58,616,0.00011850,2026-07-02T21:31:29,"{
  ""issue_key"": ""MC-300515"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report states a symptom (endermans making sounds of teleporting in boats) without providing specific actions or conditions to reproduce the issue.""
}"
MC-300516,Non-Executable,The report states a symptom (no banner pillager is present) without providing specific actions or conditions to reproduce the issue.,valid_json,gpt-4o-mini-2024-07-18,v2,553,0,54,607,0.00011535,2026-07-02T21:31:31,"{
  ""issue_key"": ""MC-300516"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report states a symptom (no banner pillager is present) without providing specific actions or conditions to reproduce the issue.""
}"
MC-300519,Non-Executable,"The report states a symptom (Eyes of Ender locating to a mineshaft instead of a stronghold) but does not provide specific steps, actions, or conditions to reproduce the issue, making it too vague.",valid_json,gpt-4o-mini-2024-07-18,v2,580,0,73,653,0.00013080,2026-07-02T21:31:33,"{
  ""issue_key"": ""MC-300519"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report states a symptom (Eyes of Ender locating to a mineshaft instead of a stronghold) but does not provide specific steps, actions, or conditions to reproduce the issue, making it too vague.""
}"
MC-300524,Non-Executable,The report describes the symptom of hostile mobs not spawning but does not provide specific actions or conditions that a user can follow to reproduce the issue.,valid_json,gpt-4o-mini-2024-07-18,v2,597,0,58,655,0.00012435,2026-07-02T21:31:35,"{
  ""issue_key"": ""MC-300524"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report describes the symptom of hostile mobs not spawning but does not provide specific actions or conditions that a user can follow to reproduce the issue.""
}"
MC-300526,Non-Executable,"The report describes a symptom of fluctuating FPS after unpausing but does not provide specific actions or conditions to reproduce the issue, making it unclear how to trigger the problem.",valid_json,gpt-4o-mini-2024-07-18,v2,596,0,65,661,0.00012840,2026-07-02T21:31:37,"{
  ""issue_key"": ""MC-300526"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report describes a symptom of fluctuating FPS after unpausing but does not provide specific actions or conditions to reproduce the issue, making it unclear how to trigger the problem.""
}"
MC-300527,Non-Executable,The report describes a visual issue with moon phases but does not provide any specific actions or conditions to reproduce the bug.,valid_json,gpt-4o-mini-2024-07-18,v2,584,0,53,637,0.00011940,2026-07-02T21:31:40,"{
  ""issue_key"": ""MC-300527"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report describes a visual issue with moon phases but does not provide any specific actions or conditions to reproduce the bug.""
}"
MC-300529,Non-Executable,"The report describes a symptom (a line in the middle of the screen) but does not provide specific actions or conditions to reproduce the issue, such as how to trigger the sleep or any relevant setup.",valid_json,gpt-4o-mini-2024-07-18,v2,572,0,70,642,0.00012780,2026-07-02T21:31:42,"{
  ""issue_key"": ""MC-300529"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report describes a symptom (a line in the middle of the screen) but does not provide specific actions or conditions to reproduce the issue, such as how to trigger the sleep or any relevant setup.""
}"
MC-300530,Non-Executable,"The report describes a symptom of the bug without providing clear steps or actions to reproduce it, making it difficult for others to attempt reproduction.",valid_json,gpt-4o-mini-2024-07-18,v2,598,0,57,655,0.00012390,2026-07-02T21:31:45,"{
  ""issue_key"": ""MC-300530"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report describes a symptom of the bug without providing clear steps or actions to reproduce it, making it difficult for others to attempt reproduction.""
}"
MC-300535,Executable,"The report provides specific actions and conditions that trigger the bug, such as entities freezing upon entering a specific chunk, and includes detailed examples of affected entities and their behaviors.",valid_json,gpt-4o-mini-2024-07-18,v2,891,0,61,952,0.00017025,2026-07-02T21:31:48,"{
  ""issue_key"": ""MC-300535"",
  ""s2r_label"": ""Executable"",
  ""reason"": ""The report provides specific actions and conditions that trigger the bug, such as entities freezing upon entering a specific chunk, and includes detailed examples of affected entities and their behaviors.""
}"
MC-300539,Executable,"The report provides clear steps to create a world and wait for night, along with a specific condition regarding sleep that triggers the issue.",valid_json,gpt-4o-mini-2024-07-18,v2,644,0,54,698,0.00012900,2026-07-02T21:31:49,"{
  ""issue_key"": ""MC-300539"",
  ""s2r_label"": ""Executable"",
  ""reason"": ""The report provides clear steps to create a world and wait for night, along with a specific condition regarding sleep that triggers the issue.""
}"
MC-300546,Non-Executable,The report describes a symptom of pillagers being passive and dropping an item but does not provide concrete steps or actions to reproduce the spawning bug.,valid_json,gpt-4o-mini-2024-07-18,v2,568,0,58,626,0.00012000,2026-07-02T21:31:51,"{
  ""issue_key"": ""MC-300546"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report describes a symptom of pillagers being passive and dropping an item but does not provide concrete steps or actions to reproduce the spawning bug.""
}"
MC-300562,Non-Executable,The report describes the behavior of the Ender Dragon and the resulting arrow velocity but does not provide concrete steps or actions that a tester can follow to reproduce the issue. Key information about the setup and specific actions needed to trigger the bug is missing.,valid_json,gpt-4o-mini-2024-07-18,v2,856,0,79,935,0.00017580,2026-07-02T21:31:53,"{
  ""issue_key"": ""MC-300562"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report describes the behavior of the Ender Dragon and the resulting arrow velocity but does not provide concrete steps or actions that a tester can follow to reproduce the issue. Key information about the setup and specific actions needed to trigger the bug is missing.""
}"
MC-300572,Non-Executable,"The report describes the expected and actual behavior of the Copper Golem but does not provide specific steps or actions to reproduce the issue, making it unclear how to trigger the bug.",valid_json,gpt-4o-mini-2024-07-18,v2,622,0,65,687,0.00013230,2026-07-02T21:31:56,"{
  ""issue_key"": ""MC-300572"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report describes the expected and actual behavior of the Copper Golem but does not provide specific steps or actions to reproduce the issue, making it unclear how to trigger the bug.""
}"
MC-300574,Non-Executable,The report states a symptom (zombies standing still on a campfire) without providing specific actions or conditions to trigger the issue.,valid_json,gpt-4o-mini-2024-07-18,v2,548,0,56,604,0.00011580,2026-07-02T21:31:58,"{
  ""issue_key"": ""MC-300574"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report states a symptom (zombies standing still on a campfire) without providing specific actions or conditions to trigger the issue.""
}"
MC-300598,Non-Executable,The report describes a symptom related to fire animation on mobs but does not provide specific actions or conditions to reproduce the issue.,valid_json,gpt-4o-mini-2024-07-18,v2,559,0,54,613,0.00011625,2026-07-02T21:32:00,"{
  ""issue_key"": ""MC-300598"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report describes a symptom related to fire animation on mobs but does not provide specific actions or conditions to reproduce the issue.""
}"
MC-300599,Non-Executable,"The report describes a symptom of the issue (disappearing parts and unplaceable areas) but does not provide specific actions or conditions to trigger the bug, making it unclear how to reproduce it.",valid_json,gpt-4o-mini-2024-07-18,v2,575,0,70,645,0.00012825,2026-07-02T21:32:02,"{
  ""issue_key"": ""MC-300599"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report describes a symptom of the issue (disappearing parts and unplaceable areas) but does not provide specific actions or conditions to trigger the bug, making it unclear how to reproduce it.""
}"
MC-300602,Non-Executable,The report only states an observation of trees growing under water without providing specific actions or conditions to reproduce the issue.,valid_json,gpt-4o-mini-2024-07-18,v2,561,0,52,613,0.00011535,2026-07-02T21:32:05,"{
  ""issue_key"": ""MC-300602"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report only states an observation of trees growing under water without providing specific actions or conditions to reproduce the issue.""
}"
MC-300607,Non-Executable,"The report describes symptoms and observations but does not provide clear, concrete steps or actions that can be taken to reproduce the issue. Key information about the setup and specific actions to trigger the bug is vague or missing.",valid_json,gpt-4o-mini-2024-07-18,v2,809,0,72,881,0.00016455,2026-07-02T21:32:07,"{
  ""issue_key"": ""MC-300607"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report describes symptoms and observations but does not provide clear, concrete steps or actions that can be taken to reproduce the issue. Key information about the setup and specific actions to trigger the bug is vague or missing.""
}"
MC-300611,Non-Executable,"The report describes a symptom of the issue (mass spawning of zombie piglins) but does not provide specific actions or conditions that trigger this behavior, making it impossible for another person to reproduce the bug.",valid_json,gpt-4o-mini-2024-07-18,v2,615,0,70,685,0.00013425,2026-07-02T21:32:09,"{
  ""issue_key"": ""MC-300611"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report describes a symptom of the issue (mass spawning of zombie piglins) but does not provide specific actions or conditions that trigger this behavior, making it impossible for another person to reproduce the bug.""
}"
MC-300612,Non-Executable,"The report describes the observed behavior of mobs floating instead of walking but does not provide specific actions or conditions that trigger this behavior, making it impossible for another person to reproduce the issue.",valid_json,gpt-4o-mini-2024-07-18,v2,605,0,66,671,0.00013035,2026-07-02T21:32:12,"{
  ""issue_key"": ""MC-300612"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report describes the observed behavior of mobs floating instead of walking but does not provide specific actions or conditions that trigger this behavior, making it impossible for another person to reproduce the issue.""
}"
MC-300614,Non-Executable,The report describes the symptom of the bug (food not being consumed) but does not provide specific steps or actions that a user can take to reproduce the issue.,valid_json,gpt-4o-mini-2024-07-18,v2,613,0,62,675,0.00012915,2026-07-02T21:32:15,"{
  ""issue_key"": ""MC-300614"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report describes the symptom of the bug (food not being consumed) but does not provide specific steps or actions that a user can take to reproduce the issue.""
}"
MC-300618,Non-Executable,"The report describes a symptom of the issue (durability bars appearing broken) but does not provide specific actions or conditions that trigger the glitch, making it unclear how to reproduce the problem.",valid_json,gpt-4o-mini-2024-07-18,v2,685,0,67,752,0.00014295,2026-07-02T21:32:17,"{
  ""issue_key"": ""MC-300618"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report describes a symptom of the issue (durability bars appearing broken) but does not provide specific actions or conditions that trigger the glitch, making it unclear how to reproduce the problem.""
}"
MC-300620,Non-Executable,The report describes a symptom of the bug (the OnGround flag alternating) but does not provide specific steps or actions to reproduce the issue with the fishing bobber.,valid_json,gpt-4o-mini-2024-07-18,v2,586,0,63,649,0.00012570,2026-07-02T21:32:20,"{
  ""issue_key"": ""MC-300620"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report describes a symptom of the bug (the OnGround flag alternating) but does not provide specific steps or actions to reproduce the issue with the fishing bobber.""
}"
MC-300634,Non-Executable,"The report describes a lag issue but does not provide specific actions or conditions to reproduce the problem, making it too vague for another person to attempt reproduction.",valid_json,gpt-4o-mini-2024-07-18,v2,593,0,60,653,0.00012495,2026-07-02T21:32:22,"{
  ""issue_key"": ""MC-300634"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report describes a lag issue but does not provide specific actions or conditions to reproduce the problem, making it too vague for another person to attempt reproduction.""
}"
MC-300643,Executable,"The report provides a specific action (using an AMD rx 7600 xt 16gb or other AMD graphics cards) that triggers the issue, along with details about the observed behavior (game running in the background but no window appears).",valid_json,gpt-4o-mini-2024-07-18,v2,828,0,76,904,0.00016980,2026-07-02T21:32:24,"{
  ""issue_key"": ""MC-300643"",
  ""s2r_label"": ""Executable"",
  ""reason"": ""The report provides a specific action (using an AMD rx 7600 xt 16gb or other AMD graphics cards) that triggers the issue, along with details about the observed behavior (game running in the background but no window appears).""
}"
MC-300647,Non-Executable,"The report only states that the user cannot do torch without providing any concrete actions, context, or details on how to reproduce the issue.",valid_json,gpt-4o-mini-2024-07-18,v2,543,0,57,600,0.00011565,2026-07-02T21:32:26,"{
  ""issue_key"": ""MC-300647"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report only states that the user cannot do torch without providing any concrete actions, context, or details on how to reproduce the issue.""
}"
MC-300649,Executable,"The report provides clear steps to create and activate a resource pack with overlays, allowing another person to reasonably attempt to reproduce the bug.",valid_json,gpt-4o-mini-2024-07-18,v2,605,0,54,659,0.00012315,2026-07-02T21:32:29,"{
  ""issue_key"": ""MC-300649"",
  ""s2r_label"": ""Executable"",
  ""reason"": ""The report provides clear steps to create and activate a resource pack with overlays, allowing another person to reasonably attempt to reproduce the bug.""
}"
MC-300659,Non-Executable,The report states a symptom of being unable to download the launcher without providing any concrete actions or context to reproduce the issue.,valid_json,gpt-4o-mini-2024-07-18,v2,557,0,54,611,0.00011595,2026-07-02T21:32:30,"{
  ""issue_key"": ""MC-300659"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report states a symptom of being unable to download the launcher without providing any concrete actions or context to reproduce the issue.""
}"
MC-300683,Executable,"The report specifies the action of clicking on text-bearing blocks within any UI except the inventory, which triggers a game crash, providing enough context to reproduce the issue.",valid_json,gpt-4o-mini-2024-07-18,v2,573,0,60,633,0.00012195,2026-07-02T21:32:33,"{
  ""issue_key"": ""MC-300683"",
  ""s2r_label"": ""Executable"",
  ""reason"": ""The report specifies the action of clicking on text-bearing blocks within any UI except the inventory, which triggers a game crash, providing enough context to reproduce the issue.""
}"
MC-300715,Non-Executable,"The report describes a visual issue with the ender dragon head but does not provide specific actions or conditions to reproduce the problem, making it unclear how to trigger the bug.",valid_json,gpt-4o-mini-2024-07-18,v2,563,0,64,627,0.00012285,2026-07-02T21:32:35,"{
  ""issue_key"": ""MC-300715"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report describes a visual issue with the ender dragon head but does not provide specific actions or conditions to reproduce the problem, making it unclear how to trigger the bug.""
}"
MC-300731,Non-Executable,"The report describes a symptom of flashing in the main menu but does not provide specific actions or conditions that trigger this behavior, making it impossible to reproduce the issue.",valid_json,gpt-4o-mini-2024-07-18,v2,637,0,62,699,0.00013275,2026-07-02T21:32:38,"{
  ""issue_key"": ""MC-300731"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report describes a symptom of flashing in the main menu but does not provide specific actions or conditions that trigger this behavior, making it impossible to reproduce the issue.""
}"
MC-300736,Non-Executable,"The report describes a visual glitch without providing specific actions or conditions to reproduce the issue, making it unclear how to trigger the problem.",valid_json,gpt-4o-mini-2024-07-18,v2,550,0,56,606,0.00011610,2026-07-02T21:32:40,"{
  ""issue_key"": ""MC-300736"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report describes a visual glitch without providing specific actions or conditions to reproduce the issue, making it unclear how to trigger the problem.""
}"
MC-300737,Executable,"The report provides a concrete action to recreate the crash by creating a random string array and using it as keys in a HashMap, along with details about the conditions under which the issue occurs.",valid_json,gpt-4o-mini-2024-07-18,v2,817,0,66,883,0.00016215,2026-07-02T21:32:42,"{
  ""issue_key"": ""MC-300737"",
  ""s2r_label"": ""Executable"",
  ""reason"": ""The report provides a concrete action to recreate the crash by creating a random string array and using it as keys in a HashMap, along with details about the conditions under which the issue occurs.""
}"
MC-300745,Executable,"The report provides a concrete action (copper golem at the edge of a long tube beside a platform) that triggers the issue (jumping off the platform), allowing another person to reasonably attempt to reproduce the bug.",valid_json,gpt-4o-mini-2024-07-18,v2,586,0,72,658,0.00013110,2026-07-02T21:32:44,"{
  ""issue_key"": ""MC-300745"",
  ""s2r_label"": ""Executable"",
  ""reason"": ""The report provides a concrete action (copper golem at the edge of a long tube beside a platform) that triggers the issue (jumping off the platform), allowing another person to reasonably attempt to reproduce the bug.""
}"
MC-300760,Non-Executable,"The report describes a symptom of the issue without providing concrete steps or actions to reproduce the bug, making it unclear how to trigger the sorting problem.",valid_json,gpt-4o-mini-2024-07-18,v2,614,0,59,673,0.00012750,2026-07-02T21:32:46,"{
  ""issue_key"": ""MC-300760"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report describes a symptom of the issue without providing concrete steps or actions to reproduce the bug, making it unclear how to trigger the sorting problem.""
}"
MC-300761,Non-Executable,The report states a symptom (HDR function turning off) without providing specific actions or conditions to reproduce the issue.,valid_json,gpt-4o-mini-2024-07-18,v2,559,0,52,611,0.00011505,2026-07-02T21:32:49,"{
  ""issue_key"": ""MC-300761"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report states a symptom (HDR function turning off) without providing specific actions or conditions to reproduce the issue.""
}"
MC-300768,Non-Executable,"The report describes a symptom of the issue (being sent 300 blocks away) but does not provide specific actions or conditions to reproduce the problem, such as how the portals were linked or the exact steps taken to trigger the issue.",valid_json,gpt-4o-mini-2024-07-18,v2,592,0,76,668,0.00013440,2026-07-02T21:32:50,"{
  ""issue_key"": ""MC-300768"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report describes a symptom of the issue (being sent 300 blocks away) but does not provide specific actions or conditions to reproduce the problem, such as how the portals were linked or the exact steps taken to trigger the issue.""
}"
MC-300774,Non-Executable,"The report describes a symptom of the issue (streaming in Discord) but does not provide concrete steps or actions to reproduce the problem, making it unclear how to trigger the bug.",valid_json,gpt-4o-mini-2024-07-18,v2,582,0,66,648,0.00012690,2026-07-02T21:32:53,"{
  ""issue_key"": ""MC-300774"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report describes a symptom of the issue (streaming in Discord) but does not provide concrete steps or actions to reproduce the problem, making it unclear how to trigger the bug.""
}"
MC-300776,Non-Executable,"The report describes a symptom of the issue without providing specific actions or conditions that trigger the bug, making it unclear how to reproduce the problem.",valid_json,gpt-4o-mini-2024-07-18,v2,678,0,58,736,0.00013650,2026-07-02T21:32:55,"{
  ""issue_key"": ""MC-300776"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report describes a symptom of the issue without providing specific actions or conditions that trigger the bug, making it unclear how to reproduce the problem.""
}"
MC-300778,Executable,"The report provides a concrete action ('used /kill to kill an item') and describes the observed incorrect behavior (it did not trigger the calibrated sculk sensor), allowing another person to reasonably attempt to reproduce the bug.",valid_json,gpt-4o-mini-2024-07-18,v2,589,0,71,660,0.00013095,2026-07-02T21:32:57,"{
  ""issue_key"": ""MC-300778"",
  ""s2r_label"": ""Executable"",
  ""reason"": ""The report provides a concrete action ('used /kill to kill an item') and describes the observed incorrect behavior (it did not trigger the calibrated sculk sensor), allowing another person to reasonably attempt to reproduce the bug.""
}"
MC-300786,Non-Executable,"The report describes issues with Arabic language support but does not provide specific steps or actions to reproduce the problem, making it unclear how to trigger the reported issues.",valid_json,gpt-4o-mini-2024-07-18,v2,638,0,61,699,0.00013230,2026-07-02T21:32:59,"{
  ""issue_key"": ""MC-300786"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report describes issues with Arabic language support but does not provide specific steps or actions to reproduce the problem, making it unclear how to trigger the reported issues.""
}"
