BUG-ID,S2R Label,S2R Irrep Category,Reason,OB Category,OB Label,Reason,EB Category,EB Label,Reason
MC-300599 Improved,Non-Executable,Ambiguous Information,Clone command should be more clear since it should took coordinates,Present,Sufficient,,Present,Accurate,
MC-300599 Raw,Non-Executable,Missing Information,Description not involves possible steps to observe the bug,Present,Sufficient,,Not Present,,
MC-300602 Improved,Executable,,,Present,Sufficient,,Not Present,,
MC-300602 Raw,Executable,,,Present,Sufficient,,Not Present,,
MC-300607 Improved,Executable,,,Present,Sufficient,,Present,Accurate,
MC-300607 Raw,Executable,,,Present,Sufficient,,Present,Accurate,
MC-300611 Improved,Executable,,,Present,Sufficient,,Present,Accurate,
MC-300611 Raw,Non-Executable,Missing Information,No steps related to spawning zombies,Present,Sufficient,,Not Present,,
MC-300612 Improved,Non-Executable,Missing Information,Missing step related to observing the mobs without an attack movement occur,Present,Sufficient,,Present,Accurate,
MC-300612 Raw,Non-Executable,Missing Information,No reproducible steps specified,Present,Sufficient,,Present,Accurate,
MC-300614 Improved,Executable,,,Present,Sufficient,,Present,Accurate,
MC-300614 Raw,Executable,,,Present,Sufficient,,Not Present,,
MC-300618 Improved,Executable,,,Present,Insufficient,Assumed only 1 level left c,Present,Accurate,
MC-300618 Raw,Non-Executable,Missing Information,No external steps specified by the user regarding the reproduction,Present,Sufficient,,Not Present,,
MC-300620 Improved,Executable,,,Present,Sufficient,,Present,Accurate,
MC-300620 Raw,Executable,,,Present,Sufficient,,Not Present,,
MC-300634 Improved,Non-Executable,Missing Information,Missing how to locate and structure the trapdoor and a staircase.,Present,Sufficient,,Present,Accurate,
MC-300634 Raw,Non-Executable,Missing Information,Can not understand from lag aur hang. Wrong typo make it different,Present,Insufficient,Can not understand from lag aur hang. Wrong English can not be understood.,Not Present,,
MC-300643 Improved,Non-Executable,Missing Information,out of scope,Present,Insufficient,out of scope,Present,Inaccurate,out of scope
MC-300643 Raw,Non-Executable,Missing Information,out of scope,Present,Insufficient,out of scope,Not Present,,out of scope
MC-300647 Improved,Executable,,,Present,Sufficient,,Present,Accurate,
MC-300647 Raw,Non-Executable,Ambiguous Information,so weak,Present,Insufficient,so weak,Not Present,,
MC-300649 Improved,Executable,,,Present,Sufficient,,Present,Accurate,
MC-300649 Raw,Non-Executable,Missing Information,how do I create the resource pack,Present,Sufficient,,Present,Accurate,
MC-300659 Improved,Executable,,,Present,Sufficient,,Present,Accurate,
MC-300659 Raw,Non-Executable,Ambiguous Information,Language constraint,Not Present,,,Not Present,,
MC-300683 Improved,Non-Executable,Wrong Information,Steps 5-6 not reproducible,Present,Insufficient,Ambiguity tapping the text field or the item itself?,Present,Inaccurate,Mechanical issue exists. We can not click
MC-300683 Raw,Non-Executable,Missing Information,steps not specified,Present,Insufficient,Ambiguity tapping the text field or the item itself?,Not Present,,
MC-300715 Improved,Executable,,,Present,Sufficient,,Present,Accurate,
MC-300715 Raw,Non-Executable,Missing Information,no steps provided,Present,Sufficient,,Present,Accurate,
MC-300731 Improved,Executable,,,Present,Sufficient,,Present,Accurate,
MC-300731 Raw,Executable,,,Present,Sufficient,,Present,Accurate,
MC-300736 Improved,Non-Executable,Wrong Information,Survival mode default summon command will not work,Present,Sufficient,,Present,Accurate,
MC-300736 Raw,Non-Executable,Missing Information,No steps provided,Present,Sufficient,,Present,Accurate,
MC-300737 Improved,Executable,,"Create a method that runs every thick"" Assumed in the attached files this have",Present,Sufficient,,Present,Accurate,
MC-300737 Raw,Executable,,"""Create a method that runs every thick"" Assumed in the attached files this have",Present,Sufficient,,Not Present,,
MC-300745 Improved,Executable,,,Present,Sufficient,,Present,Accurate,
MC-300745 Raw,Non-Executable,Ambiguous Information,How long the tube?,Present,Sufficient,,Not Present,,
MC-300760 Improved,Executable,,,Present,Sufficient,,Present,Accurate,
MC-300760 Raw,Non-Executable,Ambiguous Information,"Lots of realms names specified but steps are confusing, especially the orders",Present,Sufficient,,Present,Accurate,
MC-300761 Improved,Executable,,,Present,Sufficient,,Present,Accurate,
MC-300761 Raw,Executable,,,Present,Sufficient,,Present,Accurate,
MC-300768 Improved,Non-Executable,Ambiguous Information,Steps are not clear related to constructing the first nether portal (step 2),Present,Sufficient,,Not Present,,
MC-300768 Raw,Non-Executable,Missing Information,No step related to portal construction,Present,Sufficient,,Not Present,,
MC-300774 Improved,Executable,,,Present,Sufficient,,Present,Accurate,
MC-300774 Raw,Executable,,,Present,Sufficient,,Present,Accurate,
MC-300776 Improved,Executable,,,Present,Sufficient,,Present,Inaccurate,"Those are feature requests, not the expected behavior of the game mechanics"
MC-300776 Raw,Executable,,,Present,Sufficient,,Present,Inaccurate,"Those are feature requests, not the expected behavior of the game mechanics"
MC-300778 Improved,Executable,,"correct command good improvement minecraft:item ~ ~ ~ {Item:{id:""minecraft:stone"",Count:1b}}'",Present,Sufficient,,Present,Inaccurate,Killing does not cause vibration
MC-300778 Raw,Non-Executable,Missing Information,No steps provided,Present,Sufficient,,Not Present,,
MC-300786 Improved,Executable,,,Present,Sufficient,,Present,Accurate,
MC-300786 Raw,Non-Executable,Missing Information,How to go to language is missing,Present,Sufficient,,Present,Accurate,
MC-300789 Improved,Executable,,,Present,Sufficient,,Present,Accurate,
MC-300789 Raw,Executable,,,Present,Sufficient,,Not Present,,
MC-300792 Improved,Executable,,,Present,Sufficient,,Present,Accurate,
MC-300792 Raw,Executable,,,Present,Sufficient,,Not Present,,
MC-300793 Improved,Executable,,,Present,Insufficient,Ambiguous information AI hallicunated and assumed not specified details like October 2023 and specified the overworld which is redundant,Present,Accurate,
MC-300793 Raw,Non-Executable,Missing Information,No steps for end city,Present,Sufficient,,Not Present,,
MC-300806 Improved,Executable,,,Present,Sufficient,,Present,Accurate,
MC-300806 Raw,Non-Executable,Missing Information,Missing step how to use the block to save a structure.,Present,Sufficient,,Not Present,,
MC-300807 Improved,Non-Executable,Wrong Information,LLM tried to specify the data generator but forgot to use --report command before starting the server,Present,Insufficient,Underscore assumption not correct,Present,Inaccurate,Underscore assumption not correct
MC-300807 Raw,Non-Executable,Ambiguous Information,"Run which data generator, how?",Present,Sufficient,,Present,Accurate,
MC-300809 Improved,Executable,,,Present,Sufficient,,Present,Accurate,
MC-300809 Raw,Non-Executable,Ambiguous Information,"Needs to be more clear actions, drag ... times drag back..",Present,Insufficient,"The issue could not be understood easily because of the vague phrases drag it put a block , still works",Not Present,,
MC-300815 Improved,Executable,,,Present,Sufficient,,Present,Accurate,
MC-300815 Raw,Non-Executable,Missing Information,How to make a crafting table?,Present,Sufficient,,Not Present,,
MC-300836 Improved,Executable,,,Present,Sufficient,,Present,Accurate,
MC-300836 Raw,Executable,,,Present,Sufficient,,Not Present,,
MC-300843 Improved,Non-Executable,Wrong Information,creative world with default setting does not support multiplayer,Present,Sufficient,,Present,Accurate,
MC-300843 Raw,Non-Executable,Missing Information,Does not tell anything multiplayer settings,Present,Sufficient,,Not Present,,
MC-300844 Improved,Non-Executable,Missing Information,It should be night otherwise skeleton will be on fire,Present,Insufficient,It should be night,Present,Accurate,
MC-300844 Raw,Non-Executable,Missing Information,No steps for reproducing or spawn ,Present,Sufficient,,Present,Accurate,
MC-300845 Improved,Executable,,,Present,Sufficient,,Present,Accurate,
MC-300845 Raw,Non-Executable,Ambiguous Information,Stuck? alt f4?,Present,Insufficient, Stuck? alt f4?,Not Present,,
MC-300851 Improved,Executable,,,Present,Sufficient,,Present,Accurate,
MC-300851 Raw,Non-Executable,Wrong Information,Lead an angry wolf wrong?,Present,Insufficient,Where is the duplication took place,Not Present,,
MC-300860 Improved,Non-Executable,Missing Information,Enchantments creation not exists,Present,Sufficient,,Present,Accurate,
MC-300860 Raw,Non-Executable,Missing Information,Enchantments creation not exists,Present,Sufficient,,Not Present,,
MC-300861 Improved,Executable,,Good improvement,Present,Sufficient,,Present,Accurate,
MC-300861 Raw,Non-Executable,Missing Information,no steps for piston movements,Present,Sufficient,,Not Present,,
MC-300872 Improved,Executable,,,Present,Sufficient,,Present,Accurate,
MC-300872 Raw,Executable,,,Present,Sufficient,,Not Present,,
MC-300874 Improved,Executable,,,Present,Sufficient,,Present,Accurate,
MC-300874 Raw,Executable,,,Present,Sufficient,,Not Present,,
MC-300875 Improved,Executable,,Good Improvement,Present,Sufficient,,Present,Inaccurate,"They are permanently hostile and, crucially, they do not care about gold"
MC-300875 Raw,Non-Executable,Missing Information,No steps provided,Present,Sufficient,,Not Present,,
MC-300876 Improved,Executable,,,Present,Sufficient,,Present,Accurate,
MC-300876 Raw,Non-Executable,Missing Information,How to reproduce the server not specified,Present,Sufficient,,Not Present,,
MC-300877 Improved,Executable,,Good Improvement,Present,Sufficient,,Present,Accurate,
MC-300877 Raw,Non-Executable,Missing Information,How to mine quartz not specified,Present,Sufficient,,Not Present,,
MC-300881 Improved,Executable,,,Present,Sufficient,,Present,Accurate,
MC-300881 Raw,Non-Executable,Missing Information,How to report a player?,Present,Sufficient,,Present,Accurate,
MC-300886 Improved,Executable,,,Present,Sufficient,,Present,Accurate,
MC-300886 Raw,Executable,,,Present,Sufficient,,Not Present,,
MC-300889 Improved,Executable,,,Present,Sufficient,,Present,Accurate,
MC-300889 Raw,Executable,,,Present,Sufficient,,Present,Accurate,
MC-300891 Improved,Non-Executable,Missing Information,How to check the block state is missing. Can be understood from OB,Present,Sufficient,,Present,Accurate,
MC-300891 Raw,Non-Executable,Missing Information,How do we set the items,Present,Insufficient,Red stone comparative missing. Should be spesified while writing blockstate.,Not Present,,
MC-300894 Improved,Non-Executable,Ambiguous Information,"Happy ghast harness not cyan harness should, not completely wrong but ambigupus",Present,Sufficient,,Present,Inaccurate,Harness can not be put on baby ghast. But it is expected from the user. User wants this.
MC-300894 Raw,Executable,,,Present,Sufficient,,Not Present,,
MC-300898 Improved,Executable,,,Present,Sufficient,,Present,Accurate,
MC-300898 Raw,Non-Executable,Missing Information,Missing all core steps,Present,Sufficient,,Not Present,,
MC-300902 Improved,Non-Executable,Ambiguous Information,"Without inserting a suitable item to the spaces, we cannot fill the text field",Present,Insufficient,"LLM misunderstood the main bug report, talking about different issue",Present,Inaccurate,"LLM misunderstood the main bug report, talking about different issue"
MC-300902 Raw,Non-Executable,Missing Information,Missing the initial steps,Present,Sufficient,,Not Present,,
MC-300903 Improved,Non-Executable,Ambiguous Information,"Chest is on the other side, not a related step",Present,Sufficient,,Present,Accurate,
MC-300903 Raw,Executable,,,Present,Sufficient,,Present,Accurate,
MC-300905 Improved,Executable,,,Present,Sufficient,,Present,Accurate,
MC-300905 Raw,Non-Executable,Missing Information,He claims he cannot reproduce the bug,Present,Sufficient,,Present,Accurate,
MC-300915 Improved,Non-Executable,Wrong Information,dimensions should be reversed,Present,Sufficient,,Present,Accurate,
MC-300915 Raw,Non-Executable,Missing Information,nether portal step is missing,Present,Sufficient,,Present,Accurate,
MC-300925 Improved,Executable,,,Present,Sufficient,,Present,Accurate,
MC-300925 Raw,Executable,,,Present,Sufficient,,Present,Accurate,
MC-300927 Improved,Non-Executable,Wrong Information,Not the bedrock,Present,Sufficient,,Present,Accurate,
MC-300927 Raw,Non-Executable,Missing Information,Missing steps relatede to switching mods commands,Present,Sufficient,,Not Present,,
MC-300934 Improved,Executable,,,Present,Sufficient,,Present,Accurate,
MC-300934 Raw,Executable,,,Present,Sufficient,,Not Present,,
MC-300935 Improved,Non-Executable,Ambiguous Information,Above and below phrases are interchangebly,Present,Insufficient,A Redstone Torch on the side of a block cannot power a block that is above it,Present,Inaccurate,A Redstone Torch on the side of a block cannot power a block that is above it
MC-300935 Raw,Non-Executable,Wrong Information,"Item names, places are not correct the insertion places are not correct (above should be below)",Present,Insufficient,A Redstone Torch on the side of a block cannot power a block that is above it,Present,Inaccurate,A Redstone Torch on the side of a block cannot power a block that is above it
MC-300937 Improved,Non-Executable,Missing Information,To achieve block or leave is not correct. Remove wolf armour with shears to get the achievement.,Present,Sufficient,,Present,Inaccurate,To achieve block or leave is not correct. 
MC-300937 Raw,Non-Executable,Missing Information,Missing core steps,Present,Sufficient,,Not Present,,
MC-300943 Improved,Non-Executable,Wrong Information,It is in the chat settings,Present,Sufficient,,Present,Accurate,
MC-300943 Raw,Non-Executable,Missing Information,where is that setting,Present,Sufficient,,Not Present,,
MC-300953 Improved,Executable,,,Present,Sufficient,,Present,Accurate,
MC-300953 Raw,Executable,,,Present,Sufficient,,Present,Accurate,
MC-300957 Improved,Non-Executable,Ambiguous Information,Where is the place that previous issue occured?,Present,Sufficient,,Present,Accurate,
MC-300957 Raw,Non-Executable,Missing Information,No steps,Present,Sufficient,,Not Present,,
MC-300962 Improved,Executable,,,Present,Sufficient,,Present,Accurate,
MC-300962 Raw,Executable,,,Present,Sufficient,,Present,Accurate,
MC-300973 Improved,Executable,,,Present,Sufficient,,Present,Accurate,
MC-300973 Raw,Non-Executable,Missing Information,how to oxidize not clear,Present,Sufficient,,Not Present,,
MC-300980 Improved,Non-Executable,Wrong Information,sneak is in control label,Present,Sufficient,,Present,Accurate,
MC-300980 Raw,Non-Executable,Missing Information,how to sneak ,Present,Sufficient,,Not Present,,
MC-300998 Improved,Non-Executable,,,Not Present,,,Not Present,,
MC-300998 Raw,Non-Executable,,,Not Present,,,Not Present,,
MC-301008 Improved,Executable,,,Present,Sufficient,,Present,Accurate,
MC-301008 Raw,Executable,,,Present,Sufficient,,Present,Accurate,
MC-301018 Improved,Executable,,,Present,Insufficient,bedrock edition ambiguous,Present,Accurate,
MC-301018 Raw,Non-Executable,Missing Information,no steps,Present,Insufficient,not a clear description,Not Present,,
MC-301045 Improved,Executable,,,Present,Sufficient,,Present,Accurate,
MC-301045 Raw,Executable,,,Present,Sufficient,,Present,Accurate,
MC-301046 Improved,Non-Executable,Missing Information,"A third-party software is needed, such as Optifine.",Present,Sufficient,,Present,Accurate,
MC-301046 Raw,Non-Executable,Missing Information,Installations are missing,Present,Sufficient,,Not Present,,
MC-301052 Improved,Executable,,,Present,Sufficient,,Not Present,,
MC-301052 Raw,Non-Executable,Missing Information,,Present,Sufficient,,Not Present,,
MC-301059 Improved,Executable,,,Present,Sufficient,,Present,Accurate,
MC-301059 Raw,Executable,,,Present,Sufficient,,Not Present,,
MC-301071 Improved,Executable,,,Present,Sufficient,,Present,Accurate,
MC-301071 Raw,Non-Executable,Missing Information,no core steps provided,Present,Sufficient,,Present,Accurate,
MC-301073 Improved,Executable,,,Present,Sufficient,,Present,Accurate,
MC-301073 Raw,Executable,,,Present,Sufficient,,Not Present,,
MC-301076 Improved,Non-Executable,Missing Information,backup configurations not specified,Present,Insufficient,backup configurations not specified,Present,Inaccurate,/locate biome not valid
MC-301076 Raw,Non-Executable,Missing Information,backup configurations not specified,Present,Insufficient,backup configurations not specified,Not Present,,
MC-301106 Improved,Executable,,,Present,Sufficient,,Present,Inaccurate,It should not remain attached
MC-301106 Raw,Non-Executable,Missing Information,no steps provided,Present,Sufficient,,Not Present,,
MC-301108 Improved,Executable,,,Present,Sufficient,,Present,Accurate,
MC-301108 Raw,Executable,,,Present,Sufficient,,Not Present,,
MC-301109 Improved,Non-Executable,Ambiguous Information,duplication not provided,Present,Sufficient,,Present,Accurate,
MC-301109 Raw,Non-Executable,Ambiguous Information,vague phrases so much item,Present,Insufficient,duplication not provided,Not Present,,
MC-301111 Improved,Executable,,,Present,Sufficient,,Present,Inaccurate,End portals couldn't be destroyed in survival mode
MC-301111 Raw,Non-Executable,Missing Information,No steps for reproduction,Present,Insufficient,"Ambiguous explanation of the bug, ""how it normally would be like this""",Present,Inaccurate,End portals couldn't be destroyed in survival mode
MC-301117 Improved,Non-Executable,Wrong Information,Steps could not be applied due to the supporting issue in game mechanics ,Present,Sufficient,,Present,Inaccurate,no such mechanics exists
MC-301117 Raw,Non-Executable,Ambiguous Information,Messing with commands is a vague phrase,Present,Insufficient,"What does ""Apply upwards the head"" mean visually? What does ""Easter Egg applied"" mean",Not Present,,
MC-301122 Improved,Executable,,,Present,Sufficient,,Present,Inaccurate,"In reality, maps placed in item frames always display a green marker indicating the map’s location"
MC-301122 Raw,Executable,,,Present,Sufficient,,Not Present,,
MC-301125 Improved,Executable,,,Present,Insufficient,some information are made up by the LLM,Present,Accurate,
MC-301125 Raw,Non-Executable,Missing Information,The user provides no steps at all.,Present,Insufficient,"The description is extremely vague and confusing. ""I got through and now, I got to buy it"" is nonsensical",Not Present,,
MC-301128 Improved,Non-Executable,Ambiguous Information,Without closing the world is ambiguous phrase ,Present,Sufficient,,Present,Accurate,
MC-301128 Raw,Executable,,,Present,Sufficient,,Not Present,,
MC-301131 Improved,Executable,,good improvement,Present,Sufficient,,Present,Accurate,
MC-301131 Raw,Non-Executable,Missing Information,No steps for reproduction,Present,Sufficient,,Not Present,,
MC-301132 Improved,Executable,,,Present,Sufficient,,Present,Accurate,
MC-301132 Raw,Non-Executable,Missing Information,How to insert items to specific positions,Present,Sufficient,,Not Present,,
MC-301135 Improved,Executable,,,Present,Insufficient,LLM generated a too detailed sceneraio from 3 word summary,Present,Accurate,
MC-301135 Raw,Non-Executable,Missing Information,no description,Not Present,,,Not Present,,
MC-301141 Improved,Non-Executable,Wrong Information,the steps are not align with the game mechanics,Present,Insufficient,LLM assumed this issue stems from only certain blocks,Present,Inaccurate,"Most transparent blocks (glass, ice, leaves) do NOT support carpet placement at all"
MC-301141 Raw,Non-Executable,Ambiguous Information,"""does not occur everywhere"" those type of sentences",Present,Insufficient,"""does not occur everywhere"" those type of sentences",Not Present,,
MC-301151 Improved,Executable,,,Present,Sufficient,,Present,Accurate,
MC-301151 Raw,Executable,,,Present,Sufficient,,Not Present,,
MC-301157 Improved,Executable,,,Present,Sufficient,,Present,Accurate,
MC-301157 Raw,Non-Executable,Missing Information,no steps to reproduce,Present,Sufficient,,Not Present,,
MC-301159 Improved,Non-Executable,Wrong Information,Redstone torchs are always active,Present,Sufficient,,Present,Inaccurate,rails cannot change position
MC-301159 Raw,Non-Executable,Missing Information,no steps to reproduce,Present,Insufficient,"User only say ""check the video""",Not Present,,
MC-301170 Improved,Executable,,,Present,Sufficient,,Present,Accurate,
MC-301170 Raw,Non-Executable,Ambiguous Information,user claimed he/She didn't remember whether the item is easter egg or not,Present,Sufficient,,Not Present,,
MC-301171 Improved,Executable,,,Present,Sufficient,,Present,Inaccurate,You cannot interact with the chest while seated.
MC-301171 Raw,Executable,,,Present,Sufficient,,Present,Accurate,
MC-301173 Improved,Executable,,,Present,Sufficient,,Present,Accurate,
MC-301173 Raw,Executable,,,Present,Sufficient,,Not Present,,
MC-301176 Improved,Executable,,,Present,Sufficient,,Present,Accurate,
MC-301176 Raw,Non-Executable,Missing Information,missing steps to reproduce skin related issue,Present,Sufficient,,Not Present,,
MC-301183 Improved,Executable,,,Present,Sufficient,,Present,Accurate,
MC-301183 Raw,Non-Executable,Missing Information,Missing step related to spawn a happy ghast and how to lead,Present,Sufficient,,Not Present,,
MC-301184 Improved,Non-Executable,Ambiguous Information,transparent piston should be corrected as seamless glass piston door for much clear steps,Present,Sufficient,,Present,Accurate,
MC-301184 Raw,Non-Executable,Ambiguous Information,transparent piston should be corrected as seamless glass piston door for much clear steps,Present,Sufficient,,Present,Accurate,
MC-301202 Improved,Non-Executable,Wrong Information,he user's bug is about the golem's interaction with a chest's inventory. The AI's S2R is about the golem's interaction with a dropped item entity,Present,Sufficient,,Present,Accurate,
MC-301202 Raw,Non-Executable,Missing Information,no steps,Present,Sufficient,,Not Present,,
MC-301203 Improved,Executable,,,Present,Sufficient,,Present,Accurate,
MC-301203 Raw,Non-Executable,Missing Information,"How change the skin, which type",Present,Sufficient,,Not Present,,
MC-301205 Improved,Executable,,,Present,Sufficient,,Present,Accurate,
MC-301205 Raw,Executable,,,Present,Sufficient,,Not Present,,
MC-301221 Improved,Non-Executable,Wrong Information,in survival mode /summon command not active,Present,Sufficient,,Present,Accurate,
MC-301221 Raw,Non-Executable,Ambiguous Information,"vague phrases like some items, arent correctly rendered etc.",Present,Sufficient,,Present,Accurate,
MC-301222 Improved,Executable,,,Present,Sufficient,,Present,Accurate,
