"timestamp","version","phase","row_index","total_rows","issue_key","status","prediction","reason","s2r_reproducibility","s2r_validity","s2r_failure_type","expected_behavior_presence","expected_behavior_quality","observed_behavior_presence","observed_behavior_quality","error_message","model","prompt_version","seed","system_fingerprint","input_tokens","cached_input_tokens","output_tokens","total_tokens","cost_usd"
"2026-07-11T19:51:41","improved","development","11","75","MC-300497","valid_json","Executable","The steps provide a clear and actionable sequence to reproduce the issue with the Intel graphics driver, aligning with the original intent of the report.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V19_DevelopmentTuned_RulesV20","210","fp_3be5422b9d","5461","0","238","5699","0.00096195"
"2026-07-11T19:51:50","improved","development","12","75","MC-300519","valid_json","Executable","The steps provide a clear and actionable path to reproduce the bug, detailing the necessary setup and actions to observe the intended behavior.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V19_DevelopmentTuned_RulesV20","210","fp_3be5422b9d","5556","0","224","5780","0.00096780"
"2026-07-11T19:51:55","improved","development","13","75","MC-300524","valid_json","Executable","The steps provide a clear and actionable path to reproduce the bug, requiring only general Minecraft knowledge.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V19_DevelopmentTuned_RulesV20","210","fp_3be5422b9d","5809","0","210","6019","0.00099735"
"2026-07-11T19:52:00","improved","development","14","75","MC-300526","valid_json","Executable","The steps provide a clear and actionable sequence to reproduce the FPS fluctuation issue after unpausing the game, aligning with the original report's intent.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V19_DevelopmentTuned_RulesV20","210","fp_3be5422b9d","5578","0","238","5816","0.00097950"
"2026-07-11T19:52:09","improved","development","15","75","MC-300529","valid_json","Executable","The steps provide a clear and actionable sequence to reproduce the bug, requiring only general Minecraft knowledge.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V19_DevelopmentTuned_RulesV20","210","fp_3be5422b9d","5312","0","219","5531","0.00092820"
"2026-07-11T19:52:15","improved","development","16","75","MC-300535","valid_json","Executable","The steps provide a clear and actionable path to reproduce the bug, detailing the setup, actions, and expected outcomes based on the original report.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V19_DevelopmentTuned_RulesV20","210","fp_3be5422b9d","6521","0","228","6749","0.00111495"
"2026-07-11T19:52:19","improved","development","17","75","MC-300546","valid_json","Executable","The steps provide a clear and actionable path to reproduce the bug, detailing the necessary setup and actions to observe the intended behavior.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V19_DevelopmentTuned_RulesV20","210","fp_3be5422b9d","5401","0","226","5627","0.00094575"
"2026-07-11T19:52:24","improved","development","18","75","MC-300574","valid_json","Executable","The steps provide a clear and actionable path to reproduce the bug, detailing the necessary setup and actions to observe the zombie's behavior near a campfire.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V19_DevelopmentTuned_RulesV20","210","fp_3be5422b9d","5442","0","246","5688","0.00096390"
"2026-07-11T19:52:36","improved","development","19","75","MC-300599","valid_json","Executable","The steps provide a clear and actionable sequence to reproduce the bug, requiring only general Minecraft knowledge.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V19_DevelopmentTuned_RulesV20","210","fp_3be5422b9d","5422","0","226","5648","0.00094890"
"2026-07-11T19:52:40","improved","development","20","75","MC-300602","valid_json","Executable","The steps provide a clear and actionable path to reproduce the bug, requiring only general Minecraft knowledge.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V19_DevelopmentTuned_RulesV20","210","fp_3be5422b9d","5262","0","225","5487","0.00092430"
"2026-07-11T19:52:46","improved","development","21","75","MC-300611","valid_json","Executable","The steps provide a clear and actionable path to reproduce the bug, requiring only general Minecraft knowledge.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V19_DevelopmentTuned_RulesV20","210","fp_3be5422b9d","5711","0","214","5925","0.00098505"
"2026-07-11T19:52:51","improved","development","22","75","MC-300612","valid_json","Executable","The steps provide a clear and actionable path to reproduce the bug, requiring only general game knowledge.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V19_DevelopmentTuned_RulesV20","210","fp_3be5422b9d","5596","0","203","5799","0.00096120"
"2026-07-11T19:52:55","improved","development","23","75","MC-300614","valid_json","Executable","The steps provide a clear and actionable sequence to reproduce the bug, requiring only general Minecraft knowledge.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V19_DevelopmentTuned_RulesV20","210","fp_3be5422b9d","5658","0","210","5868","0.00097470"
"2026-07-11T19:52:59","improved","development","24","75","MC-300618","valid_json","Executable","The steps provide a clear and actionable sequence to reproduce the reported issue with netherite tools' durability display.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V19_DevelopmentTuned_RulesV20","210","fp_3be5422b9d","5681","0","214","5895","0.00098055"
"2026-07-11T19:53:06","improved","development","25","75","MC-300647","valid_json","Executable","The steps provide a clear and actionable path to reproduce the issue of being unable to place torches, aligning with the original intent.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V19_DevelopmentTuned_RulesV20","210","fp_3be5422b9d","5471","0","220","5691","0.00095265"
"2026-07-11T19:53:10","improved","development","26","75","MC-300649","valid_json","Executable","Full rubric post-check: pack metadata, assets, installation/application, and observation are specified.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V19_DevelopmentTuned_RulesV20","210","fp_3be5422b9d","5849","0","237","6086","0.00101955"
"2026-07-11T19:53:15","improved","development","27","75","MC-300659","valid_json","Non-Executable","The steps to reproduce do not clearly establish the central trigger of the issue, specifically the inability to download the launcher despite having a valid purchase. The steps assume the user has access to the launcher and account verification without detailing how to address the core issue of the missing launcher.","Irreproducible","Not Applicable","Missing Information","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V19_DevelopmentTuned_RulesV20","210","fp_3be5422b9d","5539","0","279","5818","0.00099825"
"2026-07-11T19:53:20","improved","development","28","75","MC-300683","valid_json","Non-Executable","Full rubric post-check: the sequence requires clicking a world block while another GUI is open.","Irreproducible","Not Applicable","Wrong Information","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V19_DevelopmentTuned_RulesV20","210","fp_3be5422b9d","5404","0","245","5649","0.00095760"
"2026-07-11T19:53:25","improved","development","29","75","MC-300715","valid_json","Executable","Full rubric post-check: End access, summon, restart, and visual inspection are explicit.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V19_DevelopmentTuned_RulesV20","210","fp_3be5422b9d","5435","0","266","5701","0.00097485"
"2026-07-11T19:53:29","improved","development","30","75","MC-300731","valid_json","Executable","The steps provide a clear and actionable sequence to reproduce the flashing behavior in the main menu, requiring only general game knowledge.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V19_DevelopmentTuned_RulesV20","210","fp_3be5422b9d","5531","0","226","5757","0.00096525"
"2026-07-11T19:53:33","improved","development","31","75","MC-300736","valid_json","Non-Executable","Full rubric post-check: commands are required in default Survival without permission.","Irreproducible","Not Applicable","Wrong Information","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V19_DevelopmentTuned_RulesV20","210","fp_3be5422b9d","5361","0","216","5577","0.00093375"
"2026-07-11T19:53:38","improved","development","32","75","MC-300760","valid_json","Executable","The steps provide a clear and actionable sequence to reproduce the issue regarding the sorting of the Realms list, aligning with the original intent.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V19_DevelopmentTuned_RulesV20","210","fp_3be5422b9d","5517","0","244","5761","0.00097395"
"2026-07-11T19:53:43","improved","development","33","75","MC-300761","valid_json","Executable","The steps provide a clear and actionable path to reproduce the issue of HDR being disabled upon game startup, aligning with the original report's intent.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V19_DevelopmentTuned_RulesV20","210","fp_3be5422b9d","5364","0","235","5599","0.00094560"
"2026-07-11T19:53:55","improved","development","34","75","MC-300789","valid_json","Executable","The steps provide a clear and actionable path to reproduce the bug, requiring only general game knowledge.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V19_DevelopmentTuned_RulesV20","210","fp_3be5422b9d","5269","0","210","5479","0.00091635"
"2026-07-11T19:53:59","improved","development","35","75","MC-300792","valid_json","Executable","The steps provide a clear and actionable sequence to reproduce the camera shaking issue as described in the original report.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V19_DevelopmentTuned_RulesV20","210","fp_3be5422b9d","5277","0","212","5489","0.00091875"
"2026-07-11T19:54:03","improved","development","36","75","MC-300793","valid_json","Executable","The steps provide a clear and actionable sequence that leads to the intended bug of not gaining experience after dying in the End.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V19_DevelopmentTuned_RulesV20","210","fp_3be5422b9d","5487","0","232","5719","0.00096225"
"2026-07-11T19:54:08","improved","development","37","75","MC-300807","valid_json","Non-Executable","The steps to reproduce include unnecessary details about setting up a server and running commands that are not relevant to the core issue of checking the block type ID, making it unclear how to directly reproduce the bug.","Irreproducible","Not Applicable","Missing Information","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V19_DevelopmentTuned_RulesV20","210","fp_3be5422b9d","6010","0","257","6267","0.00105570"
"2026-07-11T19:54:12","improved","development","38","75","MC-300815","valid_json","Executable","The steps provide a clear and actionable path to reproduce the issue regarding the Soul Lantern recipe not appearing in the recipe book.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V19_DevelopmentTuned_RulesV20","210","fp_3be5422b9d","5455","0","229","5684","0.00095565"
"2026-07-11T19:54:16","improved","development","39","75","MC-300843","valid_json","Non-Executable","Full rubric post-check: another player is required, but no multiplayer context is established.","Irreproducible","Not Applicable","Missing Information","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V19_DevelopmentTuned_RulesV20","210","fp_3be5422b9d","5547","0","214","5761","0.00096045"
"2026-07-11T19:54:20","improved","development","40","75","MC-300844","valid_json","Non-Executable","Full rubric post-check: sustained skeleton behavior is required without preventing daylight burning.","Irreproducible","Not Applicable","Missing Information","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V19_DevelopmentTuned_RulesV20","210","fp_3be5422b9d","5383","0","228","5611","0.00094425"
"2026-07-11T19:54:25","improved","development","41","75","MC-300845","valid_json","Executable","The steps provide a clear and actionable sequence that can lead to the reported issue of the game being stuck on the loading screen.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V19_DevelopmentTuned_RulesV20","210","fp_3be5422b9d","5319","0","233","5552","0.00093765"
"2026-07-11T19:54:29","improved","development","42","75","MC-300874","valid_json","Executable","The steps provide a clear and actionable sequence to reproduce the bug, requiring only general Minecraft knowledge.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V19_DevelopmentTuned_RulesV20","210","fp_3be5422b9d","5609","0","211","5820","0.00096795"
"2026-07-11T19:54:33","improved","development","43","75","MC-300875","valid_json","Executable","The steps provide a clear and actionable path to reproduce the bug, detailing the necessary setup and actions to observe the intended behavior.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V19_DevelopmentTuned_RulesV20","210","fp_3be5422b9d","5542","0","232","5774","0.00097050"
"2026-07-11T19:54:38","improved","development","44","75","MC-300876","valid_json","Executable","The steps provide a clear and actionable sequence to reproduce the bug regarding world generation inconsistencies using the same seed.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V19_DevelopmentTuned_RulesV20","210","fp_3be5422b9d","5694","0","229","5923","0.00099150"
"2026-07-11T19:54:43","improved","development","45","75","MC-300902","valid_json","Non-Executable","Full rubric post-check: the anvil rename field is used before a valid input item is inserted.","Irreproducible","Not Applicable","Wrong Information","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V19_DevelopmentTuned_RulesV20","210","fp_3be5422b9d","5470","0","213","5683","0.00094830"
"2026-07-11T19:54:47","improved","development","46","75","MC-300903","valid_json","Non-Executable","The steps do not specify how to ensure the Copper Golem is correctly sorting items, particularly regarding the initial state of the chests and the specific actions taken to trigger the sorting behavior.","Irreproducible","Not Applicable","Missing Information","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V19_DevelopmentTuned_RulesV20","210","fp_3be5422b9d","6159","0","263","6422","0.00108165"
"2026-07-11T19:54:52","improved","development","47","75","MC-300905","valid_json","Executable","The steps provide a clear and actionable path to reproduce the bug, requiring only general Minecraft knowledge.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V19_DevelopmentTuned_RulesV20","210","fp_3be5422b9d","5692","0","216","5908","0.00098340"
"2026-07-11T19:54:57","improved","development","48","75","MC-300925","valid_json","Executable","The steps provide a clear and actionable sequence to reproduce the bug, requiring only general Minecraft knowledge.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V19_DevelopmentTuned_RulesV20","210","fp_3be5422b9d","5779","0","240","6019","0.00101085"
"2026-07-11T19:55:05","improved","development","49","75","MC-300927","valid_json","Non-Executable","The steps provided in the Improved report reference Minecraft Bedrock Edition, while the original report pertains to Minecraft Java Edition. This discrepancy in platform creates a critical missing element for reproducing the bug as intended.","Irreproducible","Not Applicable","Missing Information","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V19_DevelopmentTuned_RulesV20","210","fp_3be5422b9d","5597","0","251","5848","0.00099015"
"2026-07-11T19:55:16","improved","development","50","75","MC-300934","valid_json","Executable","The steps provide a clear and actionable sequence that aligns with the original report's intent, allowing for reproduction of the bug.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V19_DevelopmentTuned_RulesV20","210","fp_3be5422b9d","5500","0","233","5733","0.00096480"
"2026-07-11T19:55:22","improved","development","51","75","MC-300935","valid_json","Executable","The steps provide a clear and concrete path to reproduce the intended bug, requiring only general Minecraft knowledge.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V19_DevelopmentTuned_RulesV20","210","fp_3be5422b9d","5653","0","213","5866","0.00097575"
"2026-07-11T19:55:27","improved","development","52","75","MC-300937","valid_json","Non-Executable","Full rubric post-check: the central achievement trigger is guessed rather than stated.","Irreproducible","Not Applicable","Wrong Information","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V19_DevelopmentTuned_RulesV20","210","fp_3be5422b9d","5568","0","232","5800","0.00097440"
"2026-07-11T19:55:33","improved","development","53","75","MC-300943","valid_json","Non-Executable","Full rubric post-check: the stated environment does not establish this Reduced Debug Info control in Video Settings.","Irreproducible","Not Applicable","Wrong Information","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V19_DevelopmentTuned_RulesV20","210","fp_3be5422b9d","5403","0","201","5604","0.00093105"
"2026-07-11T19:55:42","improved","development","54","75","MC-300957","valid_json","Non-Executable","The steps to reproduce do not specify a critical precondition regarding the world state or specific locations where the issue occurs, making it unclear how to trigger the bug.","Irreproducible","Not Applicable","Missing Information","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V19_DevelopmentTuned_RulesV20","210","fp_3be5422b9d","5539","0","242","5781","0.00097605"
"2026-07-11T19:55:46","improved","development","55","75","MC-300998","valid_json","Non-Executable","The report does not provide any steps to reproduce the bug, making it impossible to attempt reproduction.","Irreproducible","Not Applicable","Missing Information","Not Present","Not Applicable","Not Present","Not Applicable","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V19_DevelopmentTuned_RulesV20","210","fp_3be5422b9d","4908","0","195","5103","0.00085320"
"2026-07-11T19:55:50","improved","development","56","75","MC-301045","valid_json","Executable","The steps provide a clear and actionable path to reproduce the reported graphical issues, requiring only general game knowledge.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V19_DevelopmentTuned_RulesV20","210","fp_3be5422b9d","5929","0","218","6147","0.00102015"
"2026-07-11T19:55:53","improved","development","57","75","MC-301046","valid_json","Non-Executable","Full rubric post-check: a third-party Shaders menu is required but no providing software is named.","Irreproducible","Not Applicable","Wrong Information","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V19_DevelopmentTuned_RulesV20","210","fp_3be5422b9d","5701","0","230","5931","0.00099315"
"2026-07-11T19:55:57","improved","development","58","75","MC-301052","valid_json","Executable","The steps provide a clear and actionable path to reproduce the issue with the Festive Mash-up Pack, requiring only general game knowledge.","Not Assessed","Not Applicable","Not Applicable","Present","Inaccurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V19_DevelopmentTuned_RulesV20","210","fp_3be5422b9d","5289","0","236","5525","0.00093495"
"2026-07-11T19:56:05","improved","development","59","75","MC-301059","valid_json","Executable","The steps provide a clear and actionable path to reproduce the issue of disappearing torches in a tunnel leading to a cave.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V19_DevelopmentTuned_RulesV20","210","fp_3be5422b9d","5454","0","237","5691","0.00096030"
"2026-07-11T19:56:13","improved","development","60","75","MC-301073","valid_json","Executable","The steps provide a clear and actionable sequence to reproduce the bug, requiring only general Minecraft knowledge.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V19_DevelopmentTuned_RulesV20","210","fp_3be5422b9d","5508","0","206","5714","0.00094980"
"2026-07-11T19:56:17","improved","development","61","75","MC-301076","valid_json","Executable","The steps provide a clear and actionable sequence to reproduce the issue of missing day and biome information after restoring a backup.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V19_DevelopmentTuned_RulesV20","210","fp_3be5422b9d","5445","0","235","5680","0.00095775"
"2026-07-11T19:56:23","improved","development","62","75","MC-301106","valid_json","Executable","The steps provide a clear and actionable sequence to reproduce the bug, requiring only general Minecraft knowledge.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V19_DevelopmentTuned_RulesV20","210","fp_3be5422b9d","5426","0","205","5631","0.00093690"
"2026-07-11T19:56:28","improved","development","63","75","MC-301109","valid_json","Executable","The steps provide a clear and actionable sequence that can be followed to reproduce the intended bug of item duplication.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V19_DevelopmentTuned_RulesV20","210","fp_3be5422b9d","5560","0","237","5797","0.00097620"
"2026-07-11T19:56:32","improved","development","64","75","MC-301111","valid_json","Executable","The steps provide a clear and actionable path to reproduce the bug, requiring only general Minecraft knowledge.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V19_DevelopmentTuned_RulesV20","210","fp_3be5422b9d","5543","0","216","5759","0.00096105"
"2026-07-11T19:56:37","improved","development","65","75","MC-301117","valid_json","Non-Executable","Full rubric post-check: ordinary placement is used as an unsupported entity attachment action.","Irreproducible","Not Applicable","Wrong Information","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V19_DevelopmentTuned_RulesV20","210","fp_3be5422b9d","5742","0","226","5968","0.00099690"
"2026-07-11T19:56:40","improved","development","66","75","MC-301131","valid_json","Executable","The steps provide a clear and actionable path to reproduce the floating behavior of spiders in the specified biomes, requiring only general Minecraft knowledge.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V19_DevelopmentTuned_RulesV20","210","fp_3be5422b9d","5457","0","228","5685","0.00095535"
"2026-07-11T19:56:44","improved","development","67","75","MC-301141","valid_json","Non-Executable","Full rubric post-check: redstone dust and carpet are assigned to the same position.","Irreproducible","Not Applicable","Wrong Information","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V19_DevelopmentTuned_RulesV20","210","fp_3be5422b9d","5586","0","214","5800","0.00096630"
"2026-07-11T19:56:54","improved","development","68","75","MC-301170","valid_json","Executable","The steps provide a clear and actionable path to reproduce the bug, requiring only general Minecraft knowledge.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V19_DevelopmentTuned_RulesV20","210","fp_3be5422b9d","5477","0","211","5688","0.00094815"
"2026-07-11T19:56:58","improved","development","69","75","MC-301171","valid_json","Executable","The steps provide a clear and actionable sequence to reproduce the bug, detailing the necessary setup and actions to observe the intended behavior.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V19_DevelopmentTuned_RulesV20","210","fp_3be5422b9d","5586","0","237","5823","0.00098010"
