issue_key,s2r_label,reason,status,model,prompt_version,input_tokens,cached_input_tokens,output_tokens,total_tokens,cost_usd,timestamp,raw_response
MC-300107,Executable,"The report provides clear steps to create Copper Golems and observe their behavior, allowing another person to reasonably attempt to reproduce the bug.",valid_json,gpt-4o-mini-2024-07-18,v2,1731,1664,55,1786,0.00016785,2026-07-02T21:45:20,"{
  ""issue_key"": ""MC-300107"",
  ""s2r_label"": ""Executable"",
  ""reason"": ""The report provides clear steps to create Copper Golems and observe their behavior, allowing another person to reasonably attempt to reproduce the bug.""
}"
MC-300143,Executable,"The report provides clear and detailed steps to reproduce the bug, including specific commands and actions to take within the game.",valid_json,gpt-4o-mini-2024-07-18,v2,1816,1792,51,1867,0.00016860,2026-07-02T21:45:23,"{
  ""issue_key"": ""MC-300143"",
  ""s2r_label"": ""Executable"",
  ""reason"": ""The report provides clear and detailed steps to reproduce the bug, including specific commands and actions to take within the game.""
}"
MC-300388,Executable,"The report provides clear and detailed steps to reproduce the bug, including specific actions, setup, and expected outcomes, allowing another person to reasonably attempt to reproduce the issue.",valid_json,gpt-4o-mini-2024-07-18,v2,2054,1920,61,2115,0.00020070,2026-07-02T21:45:25,"{
  ""issue_key"": ""MC-300388"",
  ""s2r_label"": ""Executable"",
  ""reason"": ""The report provides clear and detailed steps to reproduce the bug, including specific actions, setup, and expected outcomes, allowing another person to reasonably attempt to reproduce the issue.""
}"
MC-300395,Executable,"The report provides clear and detailed steps to reproduce the bug, including specific actions to take within the game and observations to make regarding the corrupted blocks.",valid_json,gpt-4o-mini-2024-07-18,v2,1709,1664,57,1766,0.00016575,2026-07-02T21:45:27,"{
  ""issue_key"": ""MC-300395"",
  ""s2r_label"": ""Executable"",
  ""reason"": ""The report provides clear and detailed steps to reproduce the bug, including specific actions to take within the game and observations to make regarding the corrupted blocks.""
}"
MC-300396,Executable,"The report provides clear and detailed steps to reproduce the bug, including the necessary actions and expected outcomes.",valid_json,gpt-4o-mini-2024-07-18,v2,1741,1664,48,1789,0.00016515,2026-07-02T21:45:30,"{
  ""issue_key"": ""MC-300396"",
  ""s2r_label"": ""Executable"",
  ""reason"": ""The report provides clear and detailed steps to reproduce the bug, including the necessary actions and expected outcomes.""
}"
MC-300408,Executable,"The report provides detailed steps to reproduce the bug, including specific actions, commands, and expected outcomes, allowing another person to reasonably attempt to reproduce the issue.",valid_json,gpt-4o-mini-2024-07-18,v2,2176,2048,59,2235,0.00020820,2026-07-02T21:45:32,"{
  ""issue_key"": ""MC-300408"",
  ""s2r_label"": ""Executable"",
  ""reason"": ""The report provides detailed steps to reproduce the bug, including specific actions, commands, and expected outcomes, allowing another person to reasonably attempt to reproduce the issue.""
}"
MC-300409,Executable,"The report provides clear and detailed steps to reproduce the bug, including the setup of a Zombified Piglin farm, the command to teleport Piglins, and the conditions under which the command block drop occurs.",valid_json,gpt-4o-mini-2024-07-18,v2,1600,1536,70,1670,0.00016680,2026-07-02T21:45:34,"{
  ""issue_key"": ""MC-300409"",
  ""s2r_label"": ""Executable"",
  ""reason"": ""The report provides clear and detailed steps to reproduce the bug, including the setup of a Zombified Piglin farm, the command to teleport Piglins, and the conditions under which the command block drop occurs.""
}"
MC-300420,Executable,"The report provides clear and detailed steps to reproduce the bug, including specific actions to take in the game settings and the expected outcomes based on those actions.",valid_json,gpt-4o-mini-2024-07-18,v2,1773,1664,58,1831,0.00017595,2026-07-02T21:45:37,"{
  ""issue_key"": ""MC-300420"",
  ""s2r_label"": ""Executable"",
  ""reason"": ""The report provides clear and detailed steps to reproduce the bug, including specific actions to take in the game settings and the expected outcomes based on those actions.""
}"
MC-300473,Executable,"The report provides clear and detailed steps to reproduce the bug, including specific commands and actions that lead to the observed crash.",valid_json,gpt-4o-mini-2024-07-18,v2,1922,1792,52,1974,0.00018510,2026-07-02T21:45:40,"{
  ""issue_key"": ""MC-300473"",
  ""s2r_label"": ""Executable"",
  ""reason"": ""The report provides clear and detailed steps to reproduce the bug, including specific commands and actions that lead to the observed crash.""
}"
MC-300497,Executable,"The report provides clear and detailed steps to reproduce the issue, including specific actions to take and the expected outcomes, allowing another person to reasonably attempt to reproduce the bug.",valid_json,gpt-4o-mini-2024-07-18,v2,1612,1536,61,1673,0.00016320,2026-07-02T21:45:42,"{
  ""issue_key"": ""MC-300497"",
  ""s2r_label"": ""Executable"",
  ""reason"": ""The report provides clear and detailed steps to reproduce the issue, including specific actions to take and the expected outcomes, allowing another person to reasonably attempt to reproduce the bug.""
}"
MC-300515,Executable,"The report provides clear and detailed steps to reproduce the bug, including the necessary setup, actions to take, and the expected and observed behaviors.",valid_json,gpt-4o-mini-2024-07-18,v2,1640,1536,56,1696,0.00016440,2026-07-02T21:45:44,"{
  ""issue_key"": ""MC-300515"",
  ""s2r_label"": ""Executable"",
  ""reason"": ""The report provides clear and detailed steps to reproduce the bug, including the necessary setup, actions to take, and the expected and observed behaviors.""
}"
MC-300516,Executable,"The report provides clear and detailed steps to reproduce the bug, including specific actions, conditions, and observations needed to trigger the issue.",valid_json,gpt-4o-mini-2024-07-18,v2,1761,1664,54,1815,0.00017175,2026-07-02T21:45:48,"{
  ""issue_key"": ""MC-300516"",
  ""s2r_label"": ""Executable"",
  ""reason"": ""The report provides clear and detailed steps to reproduce the bug, including specific actions, conditions, and observations needed to trigger the issue.""
}"
MC-300519,Executable,"The report provides clear and detailed steps to reproduce the bug, including specific actions to take and conditions to meet, allowing another person to reasonably attempt to replicate the issue.",valid_json,gpt-4o-mini-2024-07-18,v2,1759,1664,61,1820,0.00017565,2026-07-02T21:45:50,"{
  ""issue_key"": ""MC-300519"",
  ""s2r_label"": ""Executable"",
  ""reason"": ""The report provides clear and detailed steps to reproduce the bug, including specific actions to take and conditions to meet, allowing another person to reasonably attempt to replicate the issue.""
}"
MC-300524,Executable,"The report provides clear and detailed steps to reproduce the bug, including specific actions, conditions, and observations that can be followed by another person.",valid_json,gpt-4o-mini-2024-07-18,v2,2211,2176,56,2267,0.00020205,2026-07-02T21:45:53,"{
  ""issue_key"": ""MC-300524"",
  ""s2r_label"": ""Executable"",
  ""reason"": ""The report provides clear and detailed steps to reproduce the bug, including specific actions, conditions, and observations that can be followed by another person.""
}"
MC-300526,Executable,"The report provides clear and detailed steps to reproduce the issue, including specific actions and conditions that lead to the observed behavior.",valid_json,gpt-4o-mini-2024-07-18,v2,1755,1664,52,1807,0.00016965,2026-07-02T21:45:55,"{
  ""issue_key"": ""MC-300526"",
  ""s2r_label"": ""Executable"",
  ""reason"": ""The report provides clear and detailed steps to reproduce the issue, including specific actions and conditions that lead to the observed behavior.""
}"
MC-300527,Executable,"The report provides clear and detailed steps to reproduce the bug, including specific commands and observations that can be followed by another person.",valid_json,gpt-4o-mini-2024-07-18,v2,1762,0,53,1815,0.00029610,2026-07-02T21:45:57,"{
  ""issue_key"": ""MC-300527"",
  ""s2r_label"": ""Executable"",
  ""reason"": ""The report provides clear and detailed steps to reproduce the bug, including specific commands and observations that can be followed by another person.""
}"
MC-300529,Executable,"The report provides clear and detailed steps to reproduce the bug, including the necessary context, actions, and observed behavior.",valid_json,gpt-4o-mini-2024-07-18,v2,1295,1152,51,1346,0.00013845,2026-07-02T21:45:59,"{
  ""issue_key"": ""MC-300529"",
  ""s2r_label"": ""Executable"",
  ""reason"": ""The report provides clear and detailed steps to reproduce the bug, including the necessary context, actions, and observed behavior.""
}"
MC-300530,Non-Executable,"The report describes a symptom of the bug without providing clear actions or conditions to reproduce it, making it too vague for another person to attempt reproduction.",valid_json,gpt-4o-mini-2024-07-18,v2,619,0,59,678,0.00012825,2026-07-02T21:46:02,"{
  ""issue_key"": ""MC-300530"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report describes a symptom of the bug without providing clear actions or conditions to reproduce it, making it too vague for another person to attempt reproduction.""
}"
MC-300535,Executable,"The report provides clear and detailed steps to reproduce the bug, including specific actions, conditions, and expected outcomes, allowing another person to reasonably attempt to replicate the issue.",valid_json,gpt-4o-mini-2024-07-18,v2,2772,2688,61,2833,0.00025080,2026-07-02T21:46:04,"{
  ""issue_key"": ""MC-300535"",
  ""s2r_label"": ""Executable"",
  ""reason"": ""The report provides clear and detailed steps to reproduce the bug, including specific actions, conditions, and expected outcomes, allowing another person to reasonably attempt to replicate the issue.""
}"
MC-300539,Executable,"The report provides clear steps to reproduce the bug, including creating a new world, not sleeping, and observing the behavior of phantoms during the first night.",valid_json,gpt-4o-mini-2024-07-18,v2,1555,1408,60,1615,0.00016365,2026-07-02T21:46:06,"{
  ""issue_key"": ""MC-300539"",
  ""s2r_label"": ""Executable"",
  ""reason"": ""The report provides clear steps to reproduce the bug, including creating a new world, not sleeping, and observing the behavior of phantoms during the first night.""
}"
MC-300546,Executable,"The report provides clear and detailed steps to reproduce the bug, including the necessary setup, actions to take, and the expected and observed behaviors.",valid_json,gpt-4o-mini-2024-07-18,v2,1485,1408,56,1541,0.00015075,2026-07-02T21:46:08,"{
  ""issue_key"": ""MC-300546"",
  ""s2r_label"": ""Executable"",
  ""reason"": ""The report provides clear and detailed steps to reproduce the bug, including the necessary setup, actions to take, and the expected and observed behaviors.""
}"
MC-300562,Executable,"The report provides clear and detailed steps to reproduce the bug, including specific actions, conditions, and observations that can be followed by another player.",valid_json,gpt-4o-mini-2024-07-18,v2,2300,2176,56,2356,0.00021540,2026-07-02T21:46:11,"{
  ""issue_key"": ""MC-300562"",
  ""s2r_label"": ""Executable"",
  ""reason"": ""The report provides clear and detailed steps to reproduce the bug, including specific actions, conditions, and observations that can be followed by another player.""
}"
MC-300572,Executable,"The report provides clear and detailed steps to reproduce the bug, including specific actions and conditions that lead to the observed behavior.",valid_json,gpt-4o-mini-2024-07-18,v2,1434,1408,52,1486,0.00014070,2026-07-02T21:46:13,"{
  ""issue_key"": ""MC-300572"",
  ""s2r_label"": ""Executable"",
  ""reason"": ""The report provides clear and detailed steps to reproduce the bug, including specific actions and conditions that lead to the observed behavior.""
}"
MC-300574,Executable,"The report provides clear and detailed steps to reproduce the bug, including the necessary setup, actions to take, and the expected and observed behaviors.",valid_json,gpt-4o-mini-2024-07-18,v2,1628,1536,56,1684,0.00016260,2026-07-02T21:46:15,"{
  ""issue_key"": ""MC-300574"",
  ""s2r_label"": ""Executable"",
  ""reason"": ""The report provides clear and detailed steps to reproduce the bug, including the necessary setup, actions to take, and the expected and observed behaviors.""
}"
MC-300598,Executable,"The report provides clear and concrete steps to reproduce the bug, including the setup, actions to take, and the expected outcome, allowing another person to reasonably attempt to reproduce the issue.",valid_json,gpt-4o-mini-2024-07-18,v2,1474,1408,64,1538,0.00015390,2026-07-02T21:46:18,"{
  ""issue_key"": ""MC-300598"",
  ""s2r_label"": ""Executable"",
  ""reason"": ""The report provides clear and concrete steps to reproduce the bug, including the setup, actions to take, and the expected outcome, allowing another person to reasonably attempt to reproduce the issue.""
}"
MC-300599,Executable,"The report provides clear and detailed steps to reproduce the bug, including the setup, actions to take, and the expected and observed behaviors.",valid_json,gpt-4o-mini-2024-07-18,v2,1505,1408,55,1560,0.00015315,2026-07-02T21:46:21,"{
  ""issue_key"": ""MC-300599"",
  ""s2r_label"": ""Executable"",
  ""reason"": ""The report provides clear and detailed steps to reproduce the bug, including the setup, actions to take, and the expected and observed behaviors.""
}"
MC-300602,Executable,"The report provides clear steps to create a new Survival world, explore cave systems, and observe the trees growing underwater, allowing another person to reasonably attempt to reproduce the bug.",valid_json,gpt-4o-mini-2024-07-18,v2,1218,1152,62,1280,0.00013350,2026-07-02T21:46:23,"{
  ""issue_key"": ""MC-300602"",
  ""s2r_label"": ""Executable"",
  ""reason"": ""The report provides clear steps to create a new Survival world, explore cave systems, and observe the trees growing underwater, allowing another person to reasonably attempt to reproduce the bug.""
}"
MC-300607,Executable,"The report provides clear and detailed steps to reproduce the bug, including specific actions to take in the game and the expected observations, allowing another person to reasonably attempt to reproduce the issue.",valid_json,gpt-4o-mini-2024-07-18,v2,2271,2176,64,2335,0.00021585,2026-07-02T21:46:26,"{
  ""issue_key"": ""MC-300607"",
  ""s2r_label"": ""Executable"",
  ""reason"": ""The report provides clear and detailed steps to reproduce the bug, including specific actions to take in the game and the expected observations, allowing another person to reasonably attempt to reproduce the issue.""
}"
MC-300611,Executable,"The report provides clear and detailed steps to reproduce the bug, including specific actions to take and the expected observations, allowing another person to reasonably attempt to reproduce the issue.",valid_json,gpt-4o-mini-2024-07-18,v2,1966,1920,61,2027,0.00018750,2026-07-02T21:46:28,"{
  ""issue_key"": ""MC-300611"",
  ""s2r_label"": ""Executable"",
  ""reason"": ""The report provides clear and detailed steps to reproduce the bug, including specific actions to take and the expected observations, allowing another person to reasonably attempt to reproduce the issue.""
}"
MC-300612,Executable,"The report provides clear and detailed steps to reproduce the bug, including specific actions to take and the expected outcomes, allowing another person to reasonably attempt to reproduce the issue.",valid_json,gpt-4o-mini-2024-07-18,v2,1763,1664,61,1824,0.00017625,2026-07-02T21:46:30,"{
  ""issue_key"": ""MC-300612"",
  ""s2r_label"": ""Executable"",
  ""reason"": ""The report provides clear and detailed steps to reproduce the bug, including specific actions to take and the expected outcomes, allowing another person to reasonably attempt to reproduce the issue.""
}"
MC-300614,Executable,"The report provides clear and detailed steps to reproduce the bug, including the necessary context, user actions, and the observed incorrect behavior.",valid_json,gpt-4o-mini-2024-07-18,v2,1865,0,54,1919,0.00031215,2026-07-02T21:46:32,"{
  ""issue_key"": ""MC-300614"",
  ""s2r_label"": ""Executable"",
  ""reason"": ""The report provides clear and detailed steps to reproduce the bug, including the necessary context, user actions, and the observed incorrect behavior.""
}"
MC-300618,Executable,"The report provides clear and detailed steps to reproduce the bug, including specific actions to take and conditions to check, allowing another person to reasonably attempt to reproduce the issue.",valid_json,gpt-4o-mini-2024-07-18,v2,1701,1664,61,1762,0.00016695,2026-07-02T21:46:34,"{
  ""issue_key"": ""MC-300618"",
  ""s2r_label"": ""Executable"",
  ""reason"": ""The report provides clear and detailed steps to reproduce the bug, including specific actions to take and conditions to check, allowing another person to reasonably attempt to reproduce the issue.""
}"
MC-300620,Executable,"The report provides clear and detailed steps to reproduce the bug, including the necessary setup, actions to take, and the expected and observed behaviors.",valid_json,gpt-4o-mini-2024-07-18,v2,1724,1664,56,1780,0.00016740,2026-07-02T21:46:37,"{
  ""issue_key"": ""MC-300620"",
  ""s2r_label"": ""Executable"",
  ""reason"": ""The report provides clear and detailed steps to reproduce the bug, including the necessary setup, actions to take, and the expected and observed behaviors.""
}"
MC-300634,Executable,"The report provides clear and detailed steps to reproduce the issue, including specific actions and conditions that trigger the lag, making it possible for others to replicate the problem.",valid_json,gpt-4o-mini-2024-07-18,v2,1415,0,60,1475,0.00024825,2026-07-02T21:46:39,"{
  ""issue_key"": ""MC-300634"",
  ""s2r_label"": ""Executable"",
  ""reason"": ""The report provides clear and detailed steps to reproduce the issue, including specific actions and conditions that trigger the lag, making it possible for others to replicate the problem.""
}"
MC-300643,Executable,"The report provides clear and detailed steps to reproduce the issue, including specific hardware requirements, actions to take, and expected outcomes, allowing another person to reasonably attempt to reproduce the bug.",valid_json,gpt-4o-mini-2024-07-18,v2,2399,2304,64,2463,0.00022545,2026-07-02T21:46:41,"{
  ""issue_key"": ""MC-300643"",
  ""s2r_label"": ""Executable"",
  ""reason"": ""The report provides clear and detailed steps to reproduce the issue, including specific hardware requirements, actions to take, and expected outcomes, allowing another person to reasonably attempt to reproduce the bug.""
}"
MC-300647,Executable,"The report provides clear and detailed steps to reproduce the bug, including the necessary actions, context, and observed behavior.",valid_json,gpt-4o-mini-2024-07-18,v2,1700,1664,51,1751,0.00016080,2026-07-02T21:46:45,"{
  ""issue_key"": ""MC-300647"",
  ""s2r_label"": ""Executable"",
  ""reason"": ""The report provides clear and detailed steps to reproduce the bug, including the necessary actions, context, and observed behavior.""
}"
MC-300649,Executable,"The report provides detailed steps to create a resource pack with overlays, activate it, and observe the expected behavior, allowing another person to reasonably reproduce the bug.",valid_json,gpt-4o-mini-2024-07-18,v2,2276,2176,59,2335,0.00021360,2026-07-02T21:46:47,"{
  ""issue_key"": ""MC-300649"",
  ""s2r_label"": ""Executable"",
  ""reason"": ""The report provides detailed steps to create a resource pack with overlays, activate it, and observe the expected behavior, allowing another person to reasonably reproduce the bug.""
}"
MC-300659,Executable,"The report provides clear and detailed steps to reproduce the issue, including necessary context, user actions, and expected outcomes.",valid_json,gpt-4o-mini-2024-07-18,v2,1797,1664,51,1848,0.00017535,2026-07-02T21:46:49,"{
  ""issue_key"": ""MC-300659"",
  ""s2r_label"": ""Executable"",
  ""reason"": ""The report provides clear and detailed steps to reproduce the issue, including necessary context, user actions, and expected outcomes.""
}"
MC-300683,Executable,"The report provides clear and detailed steps to reproduce the bug, including specific actions and conditions that lead to the game crash.",valid_json,gpt-4o-mini-2024-07-18,v2,1477,1408,52,1529,0.00014715,2026-07-02T21:46:51,"{
  ""issue_key"": ""MC-300683"",
  ""s2r_label"": ""Executable"",
  ""reason"": ""The report provides clear and detailed steps to reproduce the bug, including specific actions and conditions that lead to the game crash.""
}"
MC-300715,Executable,"The report provides clear steps to reproduce the bug, including specific actions to take in the game and the expected outcomes, allowing another person to reasonably attempt to reproduce the issue.",valid_json,gpt-4o-mini-2024-07-18,v2,1569,0,62,1631,0.00027255,2026-07-02T21:46:53,"{
  ""issue_key"": ""MC-300715"",
  ""s2r_label"": ""Executable"",
  ""reason"": ""The report provides clear steps to reproduce the bug, including specific actions to take in the game and the expected outcomes, allowing another person to reasonably attempt to reproduce the issue.""
}"
MC-300731,Executable,"The report provides clear and concrete steps to reproduce the issue, including launching the game, waiting for the main menu, remaining inactive, and observing the flashing behavior.",valid_json,gpt-4o-mini-2024-07-18,v2,1539,1408,60,1599,0.00016125,2026-07-02T21:46:55,"{
  ""issue_key"": ""MC-300731"",
  ""s2r_label"": ""Executable"",
  ""reason"": ""The report provides clear and concrete steps to reproduce the issue, including launching the game, waiting for the main menu, remaining inactive, and observing the flashing behavior.""
}"
MC-300736,Executable,"The report provides clear and detailed steps to reproduce the bug, including specific actions to take and conditions to meet, allowing another person to reasonably attempt to reproduce the issue.",valid_json,gpt-4o-mini-2024-07-18,v2,1460,0,61,1521,0.00025560,2026-07-02T21:46:58,"{
  ""issue_key"": ""MC-300736"",
  ""s2r_label"": ""Executable"",
  ""reason"": ""The report provides clear and detailed steps to reproduce the bug, including specific actions to take and conditions to meet, allowing another person to reasonably attempt to reproduce the issue.""
}"
MC-300737,Executable,"The report provides detailed steps to reproduce the bug, including specific actions to take in the game, the setup required, and the expected outcome, allowing another person to reasonably attempt to reproduce the issue.",valid_json,gpt-4o-mini-2024-07-18,v2,2141,0,67,2208,0.00036135,2026-07-02T21:47:00,"{
  ""issue_key"": ""MC-300737"",
  ""s2r_label"": ""Executable"",
  ""reason"": ""The report provides detailed steps to reproduce the bug, including specific actions to take in the game, the setup required, and the expected outcome, allowing another person to reasonably attempt to reproduce the issue.""
}"
MC-300745,Executable,"The report provides clear and detailed steps to reproduce the bug, including specific actions to take in the game environment, which allows another person to reasonably attempt to replicate the issue.",valid_json,gpt-4o-mini-2024-07-18,v2,1657,1536,62,1719,0.00017055,2026-07-02T21:47:03,"{
  ""issue_key"": ""MC-300745"",
  ""s2r_label"": ""Executable"",
  ""reason"": ""The report provides clear and detailed steps to reproduce the bug, including specific actions to take in the game environment, which allows another person to reasonably attempt to replicate the issue.""
}"
MC-300760,Executable,"The report provides clear and detailed steps to reproduce the issue, including specific actions to take and the expected outcomes.",valid_json,gpt-4o-mini-2024-07-18,v2,1580,1536,50,1630,0.00015180,2026-07-02T21:47:12,"{
  ""issue_key"": ""MC-300760"",
  ""s2r_label"": ""Executable"",
  ""reason"": ""The report provides clear and detailed steps to reproduce the issue, including specific actions to take and the expected outcomes.""
}"
MC-300761,Executable,"The report provides clear and concrete steps to reproduce the issue, including the necessary setup (HDR enabled in Windows), user actions (launching Minecraft), and the observed behavior (HDR being disabled).",valid_json,gpt-4o-mini-2024-07-18,v2,1439,1408,67,1506,0.00015045,2026-07-02T21:47:14,"{
  ""issue_key"": ""MC-300761"",
  ""s2r_label"": ""Executable"",
  ""reason"": ""The report provides clear and concrete steps to reproduce the issue, including the necessary setup (HDR enabled in Windows), user actions (launching Minecraft), and the observed behavior (HDR being disabled).""
}"
MC-300768,Executable,"The report provides detailed steps to reproduce the issue, including specific actions and conditions needed to trigger the bug.",valid_json,gpt-4o-mini-2024-07-18,v2,1194,1152,49,1243,0.00012210,2026-07-02T21:47:17,"{
  ""issue_key"": ""MC-300768"",
  ""s2r_label"": ""Executable"",
  ""reason"": ""The report provides detailed steps to reproduce the issue, including specific actions and conditions needed to trigger the bug.""
}"
MC-300774,Executable,"The report provides clear and detailed steps to reproduce the issue, including specific actions to take in both Minecraft and Discord, along with the expected and observed behaviors.",valid_json,gpt-4o-mini-2024-07-18,v2,1607,1536,59,1666,0.00016125,2026-07-02T21:47:18,"{
  ""issue_key"": ""MC-300774"",
  ""s2r_label"": ""Executable"",
  ""reason"": ""The report provides clear and detailed steps to reproduce the issue, including specific actions to take in both Minecraft and Discord, along with the expected and observed behaviors.""
}"
MC-300776,Executable,"The report provides clear and detailed steps to reproduce the bug, including specific actions and conditions that lead to the observed incorrect behavior.",valid_json,gpt-4o-mini-2024-07-18,v2,1761,1664,53,1814,0.00017115,2026-07-02T21:47:21,"{
  ""issue_key"": ""MC-300776"",
  ""s2r_label"": ""Executable"",
  ""reason"": ""The report provides clear and detailed steps to reproduce the bug, including specific actions and conditions that lead to the observed incorrect behavior.""
}"
MC-300778,Executable,"The report provides clear and detailed steps to reproduce the bug, including specific commands and configurations needed to trigger the issue.",valid_json,gpt-4o-mini-2024-07-18,v2,1727,1664,51,1778,0.00016485,2026-07-02T21:47:23,"{
  ""issue_key"": ""MC-300778"",
  ""s2r_label"": ""Executable"",
  ""reason"": ""The report provides clear and detailed steps to reproduce the bug, including specific commands and configurations needed to trigger the issue.""
}"
MC-300786,Executable,"The report provides clear and detailed steps to reproduce the issue with Arabic language support in Minecraft, including specific actions and observations that can be followed by another person.",valid_json,gpt-4o-mini-2024-07-18,v2,1757,1664,59,1816,0.00017415,2026-07-02T21:47:24,"{
  ""issue_key"": ""MC-300786"",
  ""s2r_label"": ""Executable"",
  ""reason"": ""The report provides clear and detailed steps to reproduce the issue with Arabic language support in Minecraft, including specific actions and observations that can be followed by another person.""
}"
MC-300789,Executable,"The report provides clear and concrete steps to reproduce the bug, including specific actions to take in the game environment.",valid_json,gpt-4o-mini-2024-07-18,v2,1275,1152,50,1325,0.00013485,2026-07-02T21:47:27,"{
  ""issue_key"": ""MC-300789"",
  ""s2r_label"": ""Executable"",
  ""reason"": ""The report provides clear and concrete steps to reproduce the bug, including specific actions to take in the game environment.""
}"
MC-300792,Executable,"The report provides clear and concrete steps to reproduce the bug, detailing the necessary actions and the expected and observed behaviors.",valid_json,gpt-4o-mini-2024-07-18,v2,1243,1152,51,1294,0.00013065,2026-07-02T21:47:29,"{
  ""issue_key"": ""MC-300792"",
  ""s2r_label"": ""Executable"",
  ""reason"": ""The report provides clear and concrete steps to reproduce the bug, detailing the necessary actions and the expected and observed behaviors.""
}"
