issue_key,s2r_label,reason,status,model,prompt_version,input_tokens,cached_input_tokens,output_tokens,total_tokens,cost_usd,timestamp,raw_response
MC-300836,Executable,"The report provides clear and detailed steps to reproduce the bug, including the necessary context, actions, and expected outcomes.",valid_json,gpt-4o-mini-2024-07-18,v2,1646,0,51,1697,0.00027750,2026-07-02T21:14:29,"{
  ""issue_key"": ""MC-300836"",
  ""s2r_label"": ""Executable"",
  ""reason"": ""The report provides clear and detailed steps to reproduce the bug, including the necessary context, actions, and expected outcomes.""
}"
MC-300033,Executable,"The report provides clear and detailed steps to reproduce the bug, including specific commands, actions, and expected versus actual behavior.",valid_json,gpt-4o-mini-2024-07-18,v2,1836,0,52,1888,0.00030660,2026-07-02T21:14:31,"{
  ""issue_key"": ""MC-300033"",
  ""s2r_label"": ""Executable"",
  ""reason"": ""The report provides clear and detailed steps to reproduce the bug, including specific commands, actions, and expected versus actual behavior.""
}"
MC-300774,Executable,"The report provides clear and detailed steps to reproduce the issue, including specific actions to take in both Minecraft and Discord, along with the expected and observed behaviors.",valid_json,gpt-4o-mini-2024-07-18,v2,1607,0,59,1666,0.00027645,2026-07-02T21:14:33,"{
  ""issue_key"": ""MC-300774"",
  ""s2r_label"": ""Executable"",
  ""reason"": ""The report provides clear and detailed steps to reproduce the issue, including specific actions to take in both Minecraft and Discord, along with the expected and observed behaviors.""
}"
MC-300409,Executable,"The report provides clear and detailed steps to reproduce the bug, including the setup of a Zombified Piglin farm, the command to teleport Piglins, and the conditions under which the command block drop occurs.",valid_json,gpt-4o-mini-2024-07-18,v2,1600,0,70,1670,0.00028200,2026-07-02T21:14:35,"{
  ""issue_key"": ""MC-300409"",
  ""s2r_label"": ""Executable"",
  ""reason"": ""The report provides clear and detailed steps to reproduce the bug, including the setup of a Zombified Piglin farm, the command to teleport Piglins, and the conditions under which the command block drop occurs.""
}"
MC-300891,Executable,"The report provides clear and detailed steps to reproduce the issue, including the necessary setup, actions to take, and the expected and observed behaviors.",valid_json,gpt-4o-mini-2024-07-18,v2,1487,0,56,1543,0.00025665,2026-07-02T21:14:37,"{
  ""issue_key"": ""MC-300891"",
  ""s2r_label"": ""Executable"",
  ""reason"": ""The report provides clear and detailed steps to reproduce the issue, including the necessary setup, actions to take, and the expected and observed behaviors.""
}"
MC-300737,Executable,"The report provides detailed steps to reproduce the bug, including specific actions to take in the game, the setup required, and the expected outcome, allowing another person to reasonably attempt to reproduce the issue.",valid_json,gpt-4o-mini-2024-07-18,v2,2141,0,67,2208,0.00036135,2026-07-02T21:14:40,"{
  ""issue_key"": ""MC-300737"",
  ""s2r_label"": ""Executable"",
  ""reason"": ""The report provides detailed steps to reproduce the bug, including specific actions to take in the game, the setup required, and the expected outcome, allowing another person to reasonably attempt to reproduce the issue.""
}"
MC-301132,Executable,"The report provides clear and detailed steps to reproduce the bug, including specific actions, conditions, and the expected and observed behaviors.",valid_json,gpt-4o-mini-2024-07-18,v2,1723,0,53,1776,0.00029025,2026-07-02T21:14:42,"{
  ""issue_key"": ""MC-301132"",
  ""s2r_label"": ""Executable"",
  ""reason"": ""The report provides clear and detailed steps to reproduce the bug, including specific actions, conditions, and the expected and observed behaviors.""
}"
MC-300420,Executable,"The report provides clear and detailed steps to reproduce the bug, including specific actions to take in the game settings and the expected outcomes based on those actions.",valid_json,gpt-4o-mini-2024-07-18,v2,1773,0,58,1831,0.00030075,2026-07-02T21:14:44,"{
  ""issue_key"": ""MC-300420"",
  ""s2r_label"": ""Executable"",
  ""reason"": ""The report provides clear and detailed steps to reproduce the bug, including specific actions to take in the game settings and the expected outcomes based on those actions.""
}"
MC-301221,Executable,"The report provides clear and detailed steps to reproduce the bug, including specific actions, commands, and conditions necessary to observe the incorrect item light rendering.",valid_json,gpt-4o-mini-2024-07-18,v2,1786,0,57,1843,0.00030210,2026-07-02T21:14:47,"{
  ""issue_key"": ""MC-301221"",
  ""s2r_label"": ""Executable"",
  ""reason"": ""The report provides clear and detailed steps to reproduce the bug, including specific actions, commands, and conditions necessary to observe the incorrect item light rendering.""
}"
MC-300973,Executable,"The report provides clear and detailed steps to reproduce the bug, including specific commands and conditions necessary to observe the issue with the copper golem's oxidation.",valid_json,gpt-4o-mini-2024-07-18,v2,1828,0,58,1886,0.00030900,2026-07-02T21:14:49,"{
  ""issue_key"": ""MC-300973"",
  ""s2r_label"": ""Executable"",
  ""reason"": ""The report provides clear and detailed steps to reproduce the bug, including specific commands and conditions necessary to observe the issue with the copper golem's oxidation.""
}"
MC-301125,Executable,"The report provides clear and detailed steps to reproduce the issue, including specific actions to take in the game and the expected outcomes.",valid_json,gpt-4o-mini-2024-07-18,v2,1503,0,53,1556,0.00025725,2026-07-02T21:14:51,"{
  ""issue_key"": ""MC-301125"",
  ""s2r_label"": ""Executable"",
  ""reason"": ""The report provides clear and detailed steps to reproduce the issue, including specific actions to take in the game and the expected outcomes.""
}"
MC-301203,Executable,"The report provides clear and detailed steps to reproduce the issue, including specific actions to take in the Minecraft Launcher and the expected outcomes in-game.",valid_json,gpt-4o-mini-2024-07-18,v2,1600,0,56,1656,0.00027360,2026-07-02T21:14:53,"{
  ""issue_key"": ""MC-301203"",
  ""s2r_label"": ""Executable"",
  ""reason"": ""The report provides clear and detailed steps to reproduce the issue, including specific actions to take in the Minecraft Launcher and the expected outcomes in-game.""
}"
MC-300031,Executable,"The report provides clear and detailed steps to reproduce the issue, including the necessary context, actions to take, and the expected and observed behaviors.",valid_json,gpt-4o-mini-2024-07-18,v2,1697,0,56,1753,0.00028815,2026-07-02T21:14:55,"{
  ""issue_key"": ""MC-300031"",
  ""s2r_label"": ""Executable"",
  ""reason"": ""The report provides clear and detailed steps to reproduce the issue, including the necessary context, actions to take, and the expected and observed behaviors.""
}"
MC-301159,Executable,"The report provides clear and detailed steps to reproduce the bug, including specific actions and conditions that lead to the observed incorrect behavior.",valid_json,gpt-4o-mini-2024-07-18,v2,1457,0,53,1510,0.00025035,2026-07-02T21:15:01,"{
  ""issue_key"": ""MC-301159"",
  ""s2r_label"": ""Executable"",
  ""reason"": ""The report provides clear and detailed steps to reproduce the bug, including specific actions and conditions that lead to the observed incorrect behavior.""
}"
