"timestamp","version","phase","row_index","total_rows","issue_key","status","prediction","reason","s2r_reproducibility","s2r_validity","s2r_failure_type","expected_behavior_presence","expected_behavior_quality","observed_behavior_presence","observed_behavior_quality","error_message","model","prompt_version","input_tokens","cached_input_tokens","output_tokens","total_tokens","cost_usd"
"2026-07-10T16:52:49","improved","full","11","139","MC-300107","valid_json","Executable","The steps provide a clear and actionable path to reproduce the bug, detailing the necessary setup and actions to observe the intended behavior.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4528","0","228","4756","0.00081600"
"2026-07-10T16:52:54","improved","full","12","139","MC-300143","valid_json","Executable","The steps provide a clear and actionable path to reproduce the bug, including necessary commands and observations.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4458","0","214","4672","0.00079710"
"2026-07-10T16:52:58","improved","full","13","139","MC-300388","valid_json","Executable","The steps provide a clear and actionable path to reproduce the bug, detailing the setup, actions, and expected outcomes without requiring additional assumptions.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4713","0","236","4949","0.00084855"
"2026-07-10T16:53:07","improved","full","14","139","MC-300395","valid_json","Executable","The steps provide a clear and actionable path to reproduce the reported block corruption issue, requiring only general game knowledge.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4444","0","214","4658","0.00079500"
"2026-07-10T16:53:11","improved","full","15","139","MC-300396","valid_json","Executable","The steps provide a clear and actionable path to reproduce the bug, detailing the setup, actions, and expected outcomes without requiring additional assumptions.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4490","0","247","4737","0.00082170"
"2026-07-10T16:53:15","improved","full","16","139","MC-300408","valid_json","Executable","The steps provide a clear and actionable path to reproduce the intended bug regarding the Copper Golem's memory of checked blocks.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4867","0","244","5111","0.00087645"
"2026-07-10T16:53:19","improved","full","17","139","MC-300409","valid_json","Non-Executable","The report does not specify the necessary custom setup or conditions required for a Piglin to drop a command block, which is an unusual item drop.","Irreproducible","Not Applicable","Missing Information","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4378","0","251","4629","0.00080730"
"2026-07-10T16:53:22","improved","full","18","139","MC-300420","valid_json","Executable","The steps provide a clear and actionable path to reproduce the bug, requiring only general game knowledge.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4474","0","210","4684","0.00079710"
"2026-07-10T16:53:26","improved","full","19","139","MC-300473","valid_json","Executable","The steps provide a clear and actionable path to reproduce the bug, detailing the necessary commands and actions to observe the crash.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4587","0","234","4821","0.00082845"
"2026-07-10T16:53:29","improved","full","20","139","MC-300497","valid_json","Executable","The steps provide a clear and actionable path to reproduce the issue with the Intel graphics driver, requiring only general game knowledge.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4299","0","218","4517","0.00077565"
"2026-07-10T16:53:38","improved","full","21","139","MC-300515","valid_json","Executable","The steps provide a clear and actionable path to reproduce the bug, requiring only general game knowledge.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4301","0","211","4512","0.00077175"
"2026-07-10T16:53:42","improved","full","22","139","MC-300516","valid_json","Executable","The steps provide a clear and actionable path to reproduce the bug, requiring only general game knowledge.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4353","0","211","4564","0.00077955"
"2026-07-10T16:53:46","improved","full","23","139","MC-300519","valid_json","Executable","The steps provide a clear and actionable path to reproduce the bug, requiring only general Minecraft knowledge.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4394","0","211","4605","0.00078570"
"2026-07-10T16:53:49","improved","full","24","139","MC-300524","valid_json","Executable","The steps provide a clear and actionable path to reproduce the bug regarding hostile mob spawning in Realms.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4647","0","210","4857","0.00082305"
"2026-07-10T16:53:53","improved","full","25","139","MC-300526","valid_json","Executable","The steps provide a clear and actionable path to reproduce the FPS fluctuation issue after unpausing the game.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4416","0","230","4646","0.00080040"
"2026-07-10T16:53:57","improved","full","26","139","MC-300527","valid_json","Executable","The steps provide a clear and actionable path to reproduce the bug, requiring only general Minecraft knowledge.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4401","0","216","4617","0.00078975"
"2026-07-10T16:54:00","improved","full","27","139","MC-300529","valid_json","Executable","The steps provide a clear and actionable path to reproduce the bug, requiring only general game knowledge.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4150","0","206","4356","0.00074610"
"2026-07-10T16:54:03","improved","full","28","139","MC-300530","valid_json","Non-Executable","The report lacks specific steps to reproduce the inventory glitch, such as the exact actions taken before and after opening the inventory.","Irreproducible","Not Applicable","Missing Information","Not Present","Not Applicable","Present","Insufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","3852","0","217","4069","0.00070800"
"2026-07-10T16:54:07","improved","full","29","139","MC-300535","valid_json","Executable","The steps provide a clear and actionable path to reproduce the bug, detailing the setup, actions, and expected outcomes based on the original report.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","5359","0","225","5584","0.00093885"
"2026-07-10T16:54:11","improved","full","30","139","MC-300539","valid_json","Executable","The steps provide a clear and actionable path to reproduce the bug, requiring only general game knowledge.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4387","0","207","4594","0.00078225"
"2026-07-10T16:54:14","improved","full","31","139","MC-300546","valid_json","Executable","The steps provide a clear and actionable path to reproduce the bug, requiring only general Minecraft knowledge.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4239","0","211","4450","0.00076245"
"2026-07-10T16:54:18","improved","full","32","139","MC-300562","valid_json","Executable","The steps provide a clear and actionable path to reproduce the bug, detailing the necessary setup and actions to observe the intended behavior.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","5078","0","234","5312","0.00090210"
"2026-07-10T16:54:21","improved","full","33","139","MC-300572","valid_json","Executable","The steps provide a clear and actionable path to reproduce the bug, detailing the necessary setup and actions to observe the intended behavior.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4291","0","226","4517","0.00077925"
"2026-07-10T16:54:25","improved","full","34","139","MC-300574","valid_json","Executable","The steps provide a clear and actionable path to reproduce the bug, detailing the setup, actions, and expected observations.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4280","0","227","4507","0.00077820"
"2026-07-10T16:54:29","improved","full","35","139","MC-300598","valid_json","Executable","The steps provide a clear and actionable path to reproduce the bug, requiring only general Minecraft knowledge.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4220","0","211","4431","0.00075960"
"2026-07-10T16:54:33","improved","full","36","139","MC-300599","valid_json","Executable","The steps provide a clear and actionable path to reproduce the bug, requiring only general Minecraft knowledge.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4260","0","208","4468","0.00076380"
"2026-07-10T16:54:38","improved","full","37","139","MC-300602","valid_json","Executable","The steps provide a clear and actionable path to reproduce the bug, requiring only general game knowledge.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4095","0","209","4304","0.00073965"
"2026-07-10T16:54:41","improved","full","38","139","MC-300607","valid_json","Executable","The steps provide a clear and actionable path to reproduce the bug, detailing the necessary setup and observations.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4992","0","209","5201","0.00087420"
"2026-07-10T16:54:44","improved","full","39","139","MC-300611","valid_json","Executable","The steps provide a clear and actionable path to reproduce the bug, requiring only general game knowledge.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4549","0","217","4766","0.00081255"
"2026-07-10T16:54:48","improved","full","40","139","MC-300612","valid_json","Executable","The steps provide a clear and actionable path to reproduce the bug, requiring only general game knowledge.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4434","0","205","4639","0.00078810"
"2026-07-10T16:54:52","improved","full","41","139","MC-300614","valid_json","Executable","The steps provide a clear and actionable path to reproduce the bug, requiring only general game knowledge.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4496","0","205","4701","0.00079740"
"2026-07-10T16:54:55","improved","full","42","139","MC-300618","valid_json","Executable","The steps provide a clear and actionable path to reproduce the reported issue with netherite tools' durability display.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4519","0","211","4730","0.00080445"
"2026-07-10T16:54:59","improved","full","43","139","MC-300620","valid_json","Executable","The steps provide a clear and actionable path to reproduce the bug, requiring only general Minecraft knowledge.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4384","0","212","4596","0.00078480"
"2026-07-10T16:55:05","improved","full","44","139","MC-300634","valid_json","Non-Executable","The steps to reproduce do not specify the scale, density, or specific interactions that lead to the lag, making it unclear how to consistently reproduce the issue.","Irreproducible","Not Applicable","Missing Information","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4241","0","236","4477","0.00077775"
"2026-07-10T16:55:09","improved","full","45","139","MC-300643","valid_json","Executable","The steps provide a clear and actionable path to reproduce the issue with the AMD RX 7600 XT graphics card, aligning with the original report's intent.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","5085","0","240","5325","0.00090675"
"2026-07-10T16:55:13","improved","full","46","139","MC-300647","valid_json","Executable","The steps provide a clear and actionable path to reproduce the issue of being unable to place torches, aligning with the original intent.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4309","0","232","4541","0.00078555"
"2026-07-10T16:55:17","improved","full","47","139","MC-300649","valid_json","Executable","The steps provide a clear and detailed path to reproduce the issue of resource pack overlays not applying on Linux/macOS, requiring only general game knowledge.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4687","0","231","4918","0.00084165"
"2026-07-10T16:55:20","improved","full","48","139","MC-300659","valid_json","Executable","The steps provide a clear and actionable path to reproduce the issue of not being able to download the Minecraft Launcher after purchase.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4377","0","226","4603","0.00079215"
"2026-07-10T16:55:24","improved","full","49","139","MC-300683","valid_json","Executable","The steps provide a clear and actionable path to reproduce the bug, detailing the necessary setup and actions leading to the observed crash.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4242","0","240","4482","0.00078030"
"2026-07-10T16:55:28","improved","full","50","139","MC-300715","valid_json","Non-Executable","The steps do not specify how to encounter the Ender Dragon head in a way that guarantees the visual glitch, as it could be either from the dragon itself or a placed block.","Irreproducible","Not Applicable","Missing Information","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4273","0","242","4515","0.00078615"
"2026-07-10T16:55:31","improved","full","51","139","MC-300731","valid_json","Executable","The steps provide a clear and actionable path to reproduce the flashing behavior in the main menu, requiring only general game knowledge.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4369","0","223","4592","0.00078915"
"2026-07-10T16:55:35","improved","full","52","139","MC-300736","valid_json","Executable","The steps provide a clear and actionable path to reproduce the visual glitch with the skeleton's bow.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4199","0","221","4420","0.00076245"
"2026-07-10T16:55:39","improved","full","53","139","MC-300737","valid_json","Non-Executable","The steps to reproduce lack clarity on how to ensure that the method runs in both client and server threads simultaneously, which is critical for reproducing the bug.","Irreproducible","Not Applicable","Missing Information","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4941","0","237","5178","0.00088335"
"2026-07-10T16:55:43","improved","full","54","139","MC-300745","valid_json","Executable","The steps provide a clear and actionable path to reproduce the bug, detailing the setup and expected behavior without requiring additional assumptions.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4351","0","239","4590","0.00079605"
"2026-07-10T16:55:49","improved","full","55","139","MC-300760","valid_json","Executable","The steps provide a clear and actionable path to reproduce the issue regarding the sorting of the Realms list.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4355","0","236","4591","0.00079485"
"2026-07-10T16:55:53","improved","full","56","139","MC-300761","valid_json","Executable","The steps provide a clear and actionable path to reproduce the issue of HDR being disabled upon game startup.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4202","0","222","4424","0.00076350"
"2026-07-10T16:56:00","improved","full","57","139","MC-300768","valid_json","Executable","The steps provide a clear and actionable path to reproduce the issue of two overworld portals linking to the same nether portal, requiring only general Minecraft knowledge.","Not Assessed","Not Applicable","Not Applicable","Not Present","Not Applicable","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4128","0","215","4343","0.00074820"
"2026-07-10T16:56:04","improved","full","58","139","MC-300774","valid_json","Executable","The steps provide a clear and actionable path to reproduce the issue of streaming Minecraft in Discord, aligning with the original intent.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4321","0","238","4559","0.00079095"
"2026-07-10T16:56:07","improved","full","59","139","MC-300776","valid_json","Executable","The steps provide a clear and actionable path to reproduce the intended bug regarding elytra and firework mechanics.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4540","0","214","4754","0.00080940"
"2026-07-10T16:56:15","improved","full","60","139","MC-300778","valid_json","Executable","The steps provide a clear and actionable path to reproduce the intended bug, requiring only general Minecraft knowledge.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4390","0","220","4610","0.00079050"
"2026-07-10T16:56:19","improved","full","61","139","MC-300786","valid_json","Executable","The steps provide a clear and actionable path to reproduce the issue with Arabic language support in Minecraft.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4479","0","215","4694","0.00080085"
"2026-07-10T16:56:23","improved","full","62","139","MC-300789","valid_json","Executable","The steps provide a clear and actionable path to reproduce the issue of floating vines in a jungle biome.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4107","0","222","4329","0.00074925"
"2026-07-10T16:56:26","improved","full","63","139","MC-300792","valid_json","Executable","The steps provide a clear and actionable path to reproduce the camera shaking issue as described in the original report.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4115","0","206","4321","0.00074085"
"2026-07-10T16:56:30","improved","full","64","139","MC-300793","valid_json","Executable","The steps provide a clear and actionable path to reproduce the issue of not gaining experience after dying in the End, aligning with the original intent.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4325","0","244","4569","0.00079515"
"2026-07-10T16:56:34","improved","full","65","139","MC-300806","valid_json","Executable","The steps provide a clear and actionable path to reproduce the issue regarding the structure block, requiring only general Minecraft knowledge.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4413","0","220","4633","0.00079395"
"2026-07-10T16:56:37","improved","full","66","139","MC-300807","valid_json","Non-Executable","The steps to reproduce include unnecessary details about downloading and running the server, which are not required to reproduce the specific issue regarding the block type ID. The essential action of running the data generator and checking the output is not clearly outlined.","Irreproducible","Not Applicable","Missing Information","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4848","0","267","5115","0.00088740"
"2026-07-10T16:56:41","improved","full","67","139","MC-300809","valid_json","Executable","The steps provide a clear and actionable path to reproduce the issue as described, requiring only general game knowledge.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4421","0","208","4629","0.00078795"
"2026-07-10T16:56:44","improved","full","68","139","MC-300815","valid_json","Executable","The steps provide a clear and actionable path to reproduce the issue regarding the Soul Lantern recipe not appearing in the recipe book.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4293","0","226","4519","0.00077955"
"2026-07-10T16:56:48","improved","full","69","139","MC-300836","valid_json","Executable","The steps provide a clear and actionable path to reproduce the bug, detailing the necessary actions and expected outcomes without requiring additional assumptions.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4393","0","235","4628","0.00079995"
"2026-07-10T16:56:52","improved","full","70","139","MC-300843","valid_json","Executable","The steps provide a clear and actionable path to reproduce the bug, requiring only general game knowledge.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4385","0","209","4594","0.00078315"
"2026-07-10T16:56:56","improved","full","71","139","MC-300844","valid_json","Executable","The steps provide a clear and actionable path to reproduce the bug, requiring only general game knowledge.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4221","0","218","4439","0.00076395"
"2026-07-10T16:56:59","improved","full","72","139","MC-300845","valid_json","Executable","The steps provide a clear and actionable path to reproduce the issue of the game being stuck on the loading screen.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4157","0","209","4366","0.00074895"
"2026-07-10T16:57:03","improved","full","73","139","MC-300851","valid_json","Executable","The steps provide a clear and actionable path to reproduce the intended bug regarding the duplication of angry wolves.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4390","0","240","4630","0.00080250"
"2026-07-10T16:57:07","improved","full","74","139","MC-300860","valid_json","Executable","The steps provide a clear and actionable path to reproduce the bug, detailing the necessary setup and actions to observe the unintended enchantment behavior.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4608","0","237","4845","0.00083340"
"2026-07-10T16:57:13","improved","full","75","139","MC-300861","valid_json","Executable","The steps provide a clear and actionable path to reproduce the bug, requiring only general Minecraft knowledge.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4300","0","211","4511","0.00077160"
"2026-07-10T16:57:17","improved","full","76","139","MC-300872","valid_json","Executable","The steps provide a clear and actionable path to reproduce the bug, requiring only general game knowledge.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4430","0","206","4636","0.00078810"
"2026-07-10T16:57:23","improved","full","77","139","MC-300874","valid_json","Executable","The steps provide a clear and actionable path to reproduce the intended bug, requiring only general game knowledge.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4447","0","213","4660","0.00079485"
"2026-07-10T16:57:26","improved","full","78","139","MC-300875","valid_json","Executable","The steps provide a clear and actionable path to reproduce the bug, detailing the necessary setup and actions to observe the intended behavior.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4380","0","225","4605","0.00079200"
