"issue_key","s2r_label","reason","s2r_reproducibility","s2r_validity","s2r_failure_type","s2r_reason","expected_behavior_presence","expected_behavior_quality","expected_behavior_reason","observed_behavior_presence","observed_behavior_quality","observed_behavior_reason","overall_reason","status","model","prompt_version","input_tokens","cached_input_tokens","output_tokens","total_tokens","cost_usd","timestamp","raw_response"
"MC-300607","Executable","The steps provide a clear and actionable path to reproduce the bug, detailing the necessary setup and observations.","Not Assessed","Not Applicable","Not Applicable","The steps provide a clear and actionable path to reproduce the bug, detailing the necessary setup and observations.","Present","Accurate","The expected behavior is clearly defined and aligns with Minecraft mechanics regarding mob spawning and light levels.","Present","Sufficient","The observed behavior is detailed enough to understand the specific outcomes of the bug without ambiguity.","The report effectively outlines the steps to reproduce the bug, expected behavior, and observed behavior, making it a comprehensive and actionable report.","valid_json","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4992","0","209","5201","0.00087420","2026-07-10T16:54:41","{
  ""issue_key"": ""MC-300607"",
  ""steps_to_reproduce"": {
    ""label"": ""Executable"",
    ""reproducibility"": ""Not Assessed"",
    ""validity"": ""Not Applicable"",
    ""failure_type"": ""Not Applicable"",
    ""reason"": ""The steps provide a clear and actionable path to reproduce the bug, detailing the necessary setup and observations.""
  },
  ""expected_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Accurate"",
    ""reason"": ""The expected behavior is clearly defined and aligns with Minecraft mechanics regarding mob spawning and light levels.""
  },
  ""observed_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Sufficient"",
    ""reason"": ""The observed behavior is detailed enough to understand the specific outcomes of the bug without ambiguity.""
  },
  ""overall_reason"": ""The report effectively outlines the steps to reproduce the bug, expected behavior, and observed behavior, making it a comprehensive and actionable report.""
}"
"MC-300611","Executable","The steps provide a clear and actionable path to reproduce the bug, requiring only general game knowledge.","Not Assessed","Not Applicable","Not Applicable","The steps provide a clear and actionable path to reproduce the bug, requiring only general game knowledge.","Present","Accurate","The expected behavior is clearly defined and aligns with Minecraft mechanics regarding the spawning rates of zombified piglins.","Present","Sufficient","The observed behavior is detailed enough to understand the specific outcome of the bug without requiring assumptions.","The report effectively outlines the steps to reproduce the bug, expected behavior, and observed behavior, all of which are clear and aligned with the original issue intent.","valid_json","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4549","0","217","4766","0.00081255","2026-07-10T16:54:44","{
  ""issue_key"": ""MC-300611"",
  ""steps_to_reproduce"": {
    ""label"": ""Executable"",
    ""reproducibility"": ""Not Assessed"",
    ""validity"": ""Not Applicable"",
    ""failure_type"": ""Not Applicable"",
    ""reason"": ""The steps provide a clear and actionable path to reproduce the bug, requiring only general game knowledge.""
  },
  ""expected_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Accurate"",
    ""reason"": ""The expected behavior is clearly defined and aligns with Minecraft mechanics regarding the spawning rates of zombified piglins.""
  },
  ""observed_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Sufficient"",
    ""reason"": ""The observed behavior is detailed enough to understand the specific outcome of the bug without requiring assumptions.""
  },
  ""overall_reason"": ""The report effectively outlines the steps to reproduce the bug, expected behavior, and observed behavior, all of which are clear and aligned with the original issue intent.""
}"
"MC-300612","Executable","The steps provide a clear and actionable path to reproduce the bug, requiring only general game knowledge.","Not Assessed","Not Applicable","Not Applicable","The steps provide a clear and actionable path to reproduce the bug, requiring only general game knowledge.","Present","Accurate","The expected behavior is clearly defined and aligns with Minecraft mechanics regarding mob movement.","Present","Sufficient","The observed behavior is detailed enough to understand the specific outcome of the bug without ambiguity.","The report effectively outlines the steps to reproduce the bug, expected behavior, and observed behavior, making it a comprehensive and actionable report.","valid_json","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4434","0","205","4639","0.00078810","2026-07-10T16:54:48","{
  ""issue_key"": ""MC-300612"",
  ""steps_to_reproduce"": {
    ""label"": ""Executable"",
    ""reproducibility"": ""Not Assessed"",
    ""validity"": ""Not Applicable"",
    ""failure_type"": ""Not Applicable"",
    ""reason"": ""The steps provide a clear and actionable path to reproduce the bug, requiring only general game knowledge.""
  },
  ""expected_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Accurate"",
    ""reason"": ""The expected behavior is clearly defined and aligns with Minecraft mechanics regarding mob movement.""
  },
  ""observed_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Sufficient"",
    ""reason"": ""The observed behavior is detailed enough to understand the specific outcome of the bug without ambiguity.""
  },
  ""overall_reason"": ""The report effectively outlines the steps to reproduce the bug, expected behavior, and observed behavior, making it a comprehensive and actionable report.""
}"
"MC-300614","Executable","The steps provide a clear and actionable path to reproduce the bug, requiring only general game knowledge.","Not Assessed","Not Applicable","Not Applicable","The steps provide a clear and actionable path to reproduce the bug, requiring only general game knowledge.","Present","Accurate","The expected behavior is clearly defined and aligns with Minecraft mechanics regarding food consumption.","Present","Sufficient","The observed behavior is detailed enough to understand the specific outcome of the bug without ambiguity.","The report effectively outlines the steps to reproduce the bug, expected behavior, and observed behavior, making it a comprehensive and actionable report.","valid_json","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4496","0","205","4701","0.00079740","2026-07-10T16:54:52","{
  ""issue_key"": ""MC-300614"",
  ""steps_to_reproduce"": {
    ""label"": ""Executable"",
    ""reproducibility"": ""Not Assessed"",
    ""validity"": ""Not Applicable"",
    ""failure_type"": ""Not Applicable"",
    ""reason"": ""The steps provide a clear and actionable path to reproduce the bug, requiring only general game knowledge.""
  },
  ""expected_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Accurate"",
    ""reason"": ""The expected behavior is clearly defined and aligns with Minecraft mechanics regarding food consumption.""
  },
  ""observed_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Sufficient"",
    ""reason"": ""The observed behavior is detailed enough to understand the specific outcome of the bug without ambiguity.""
  },
  ""overall_reason"": ""The report effectively outlines the steps to reproduce the bug, expected behavior, and observed behavior, making it a comprehensive and actionable report.""
}"
"MC-300618","Executable","The steps provide a clear and actionable path to reproduce the reported issue with netherite tools' durability display.","Not Assessed","Not Applicable","Not Applicable","The steps provide a clear and actionable path to reproduce the reported issue with netherite tools' durability display.","Present","Accurate","The expected behavior is clearly defined and aligns with Minecraft mechanics regarding tool durability.","Present","Sufficient","The observed behavior is detailed enough to understand the specific issue with the durability display of the tools.","The report effectively outlines the steps to reproduce the bug, expected behavior, and observed behavior, making it a well-structured bug report.","valid_json","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4519","0","211","4730","0.00080445","2026-07-10T16:54:55","{
  ""issue_key"": ""MC-300618"",
  ""steps_to_reproduce"": {
    ""label"": ""Executable"",
    ""reproducibility"": ""Not Assessed"",
    ""validity"": ""Not Applicable"",
    ""failure_type"": ""Not Applicable"",
    ""reason"": ""The steps provide a clear and actionable path to reproduce the reported issue with netherite tools' durability display.""
  },
  ""expected_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Accurate"",
    ""reason"": ""The expected behavior is clearly defined and aligns with Minecraft mechanics regarding tool durability.""
  },
  ""observed_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Sufficient"",
    ""reason"": ""The observed behavior is detailed enough to understand the specific issue with the durability display of the tools.""
  },
  ""overall_reason"": ""The report effectively outlines the steps to reproduce the bug, expected behavior, and observed behavior, making it a well-structured bug report.""
}"
"MC-300620","Executable","The steps provide a clear and actionable path to reproduce the bug, requiring only general Minecraft knowledge.","Not Assessed","Not Applicable","Not Applicable","The steps provide a clear and actionable path to reproduce the bug, requiring only general Minecraft knowledge.","Present","Accurate","The expected behavior is clearly defined and aligns with Minecraft mechanics regarding the OnGround flag.","Present","Sufficient","The observed behavior is detailed enough to understand the specific outcome of the bug without ambiguity.","The report effectively outlines the steps to reproduce the bug, expected behavior, and observed behavior, all of which are clear and aligned with the original issue intent.","valid_json","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4384","0","212","4596","0.00078480","2026-07-10T16:54:59","{
  ""issue_key"": ""MC-300620"",
  ""steps_to_reproduce"": {
    ""label"": ""Executable"",
    ""reproducibility"": ""Not Assessed"",
    ""validity"": ""Not Applicable"",
    ""failure_type"": ""Not Applicable"",
    ""reason"": ""The steps provide a clear and actionable path to reproduce the bug, requiring only general Minecraft knowledge.""
  },
  ""expected_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Accurate"",
    ""reason"": ""The expected behavior is clearly defined and aligns with Minecraft mechanics regarding the OnGround flag.""
  },
  ""observed_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Sufficient"",
    ""reason"": ""The observed behavior is detailed enough to understand the specific outcome of the bug without ambiguity.""
  },
  ""overall_reason"": ""The report effectively outlines the steps to reproduce the bug, expected behavior, and observed behavior, all of which are clear and aligned with the original issue intent.""
}"
"MC-300634","Non-Executable","The steps to reproduce do not specify the scale, density, or specific interactions that lead to the lag, making it unclear how to consistently reproduce the issue.","Irreproducible","Not Applicable","Missing Information","The steps to reproduce do not specify the scale, density, or specific interactions that lead to the lag, making it unclear how to consistently reproduce the issue.","Present","Accurate","The expected behavior is clearly defined and aligns with the mechanics of Minecraft, stating that movement should be smooth without lag.","Present","Sufficient","The observed behavior is detailed enough to understand the specific outcome of lag or stuttering when interacting with trapdoors and stairs.","While the expected and observed behaviors are well-defined, the steps to reproduce lack critical details needed to attempt reproduction of the bug.","valid_json","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4241","0","236","4477","0.00077775","2026-07-10T16:55:05","{
  ""issue_key"": ""MC-300634"",
  ""steps_to_reproduce"": {
    ""label"": ""Non-Executable"",
    ""reproducibility"": ""Irreproducible"",
    ""validity"": ""Not Applicable"",
    ""failure_type"": ""Missing Information"",
    ""reason"": ""The steps to reproduce do not specify the scale, density, or specific interactions that lead to the lag, making it unclear how to consistently reproduce the issue.""
  },
  ""expected_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Accurate"",
    ""reason"": ""The expected behavior is clearly defined and aligns with the mechanics of Minecraft, stating that movement should be smooth without lag.""
  },
  ""observed_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Sufficient"",
    ""reason"": ""The observed behavior is detailed enough to understand the specific outcome of lag or stuttering when interacting with trapdoors and stairs.""
  },
  ""overall_reason"": ""While the expected and observed behaviors are well-defined, the steps to reproduce lack critical details needed to attempt reproduction of the bug."" 
}"
"MC-300643","Executable","The steps provide a clear and actionable path to reproduce the issue with the AMD RX 7600 XT graphics card, aligning with the original report's intent.","Not Assessed","Not Applicable","Not Applicable","The steps provide a clear and actionable path to reproduce the issue with the AMD RX 7600 XT graphics card, aligning with the original report's intent.","Present","Accurate","The expected behavior is clearly defined and aligns with the intended functionality of the game when launching with the specified graphics card.","Present","Sufficient","The observed behavior is detailed enough to understand the specific outcome of the bug, indicating that the game does not launch despite appearing to run in the background.","The report effectively captures the issue with sufficient detail in the steps to reproduce, expected behavior, and observed behavior, making it actionable for developers.","valid_json","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","5085","0","240","5325","0.00090675","2026-07-10T16:55:09","{
  ""issue_key"": ""MC-300643"",
  ""steps_to_reproduce"": {
    ""label"": ""Executable"",
    ""reproducibility"": ""Not Assessed"",
    ""validity"": ""Not Applicable"",
    ""failure_type"": ""Not Applicable"",
    ""reason"": ""The steps provide a clear and actionable path to reproduce the issue with the AMD RX 7600 XT graphics card, aligning with the original report's intent.""
  },
  ""expected_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Accurate"",
    ""reason"": ""The expected behavior is clearly defined and aligns with the intended functionality of the game when launching with the specified graphics card.""
  },
  ""observed_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Sufficient"",
    ""reason"": ""The observed behavior is detailed enough to understand the specific outcome of the bug, indicating that the game does not launch despite appearing to run in the background.""
  },
  ""overall_reason"": ""The report effectively captures the issue with sufficient detail in the steps to reproduce, expected behavior, and observed behavior, making it actionable for developers.""
}"
"MC-300647","Executable","The steps provide a clear and actionable path to reproduce the issue of being unable to place torches, aligning with the original intent.","Not Assessed","Not Applicable","Not Applicable","The steps provide a clear and actionable path to reproduce the issue of being unable to place torches, aligning with the original intent.","Present","Accurate","The expected behavior clearly describes the intended outcome of placing a torch, which aligns with Minecraft mechanics.","Present","Sufficient","The observed behavior is detailed and clearly explains the issue of the torch not being placed, allowing for a clear understanding of the problem.","The report effectively outlines the steps to reproduce the bug, the expected behavior, and the observed behavior, all of which are coherent and aligned with the original issue intent.","valid_json","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4309","0","232","4541","0.00078555","2026-07-10T16:55:13","{
  ""issue_key"": ""MC-300647"",
  ""steps_to_reproduce"": {
    ""label"": ""Executable"",
    ""reproducibility"": ""Not Assessed"",
    ""validity"": ""Not Applicable"",
    ""failure_type"": ""Not Applicable"",
    ""reason"": ""The steps provide a clear and actionable path to reproduce the issue of being unable to place torches, aligning with the original intent.""
  },
  ""expected_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Accurate"",
    ""reason"": ""The expected behavior clearly describes the intended outcome of placing a torch, which aligns with Minecraft mechanics.""
  },
  ""observed_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Sufficient"",
    ""reason"": ""The observed behavior is detailed and clearly explains the issue of the torch not being placed, allowing for a clear understanding of the problem.""
  },
  ""overall_reason"": ""The report effectively outlines the steps to reproduce the bug, the expected behavior, and the observed behavior, all of which are coherent and aligned with the original issue intent.""
}"
"MC-300649","Executable","The steps provide a clear and detailed path to reproduce the issue of resource pack overlays not applying on Linux/macOS, requiring only general game knowledge.","Not Assessed","Not Applicable","Not Applicable","The steps provide a clear and detailed path to reproduce the issue of resource pack overlays not applying on Linux/macOS, requiring only general game knowledge.","Present","Accurate","The expected behavior is clearly defined, stating that overlays should be applied correctly, which aligns with Minecraft's mechanics.","Present","Sufficient","The observed behavior is detailed, explaining the specific issues with overlays not appearing, which allows for a clear understanding of the problem.","The report effectively outlines the steps to reproduce the bug, expected behavior, and observed behavior, making it a comprehensive and actionable bug report.","valid_json","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4687","0","231","4918","0.00084165","2026-07-10T16:55:17","{
  ""issue_key"": ""MC-300649"",
  ""steps_to_reproduce"": {
    ""label"": ""Executable"",
    ""reproducibility"": ""Not Assessed"",
    ""validity"": ""Not Applicable"",
    ""failure_type"": ""Not Applicable"",
    ""reason"": ""The steps provide a clear and detailed path to reproduce the issue of resource pack overlays not applying on Linux/macOS, requiring only general game knowledge.""
  },
  ""expected_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Accurate"",
    ""reason"": ""The expected behavior is clearly defined, stating that overlays should be applied correctly, which aligns with Minecraft's mechanics.""
  },
  ""observed_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Sufficient"",
    ""reason"": ""The observed behavior is detailed, explaining the specific issues with overlays not appearing, which allows for a clear understanding of the problem.""
  },
  ""overall_reason"": ""The report effectively outlines the steps to reproduce the bug, expected behavior, and observed behavior, making it a comprehensive and actionable bug report.""
}"
"MC-300659","Executable","The steps provide a clear and actionable path to reproduce the issue of not being able to download the Minecraft Launcher after purchase.","Not Assessed","Not Applicable","Not Applicable","The steps provide a clear and actionable path to reproduce the issue of not being able to download the Minecraft Launcher after purchase.","Present","Accurate","The expected behavior clearly states that users should be able to download and install the Minecraft Launcher without issues, aligning with the intended game mechanics.","Present","Sufficient","The observed behavior is detailed and describes the specific issues encountered, allowing readers to understand the problem clearly.","The report effectively outlines the steps to reproduce the issue, expected outcomes, and observed behaviors, making it a comprehensive and actionable bug report.","valid_json","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4377","0","226","4603","0.00079215","2026-07-10T16:55:20","{
  ""issue_key"": ""MC-300659"",
  ""steps_to_reproduce"": {
    ""label"": ""Executable"",
    ""reproducibility"": ""Not Assessed"",
    ""validity"": ""Not Applicable"",
    ""failure_type"": ""Not Applicable"",
    ""reason"": ""The steps provide a clear and actionable path to reproduce the issue of not being able to download the Minecraft Launcher after purchase.""
  },
  ""expected_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Accurate"",
    ""reason"": ""The expected behavior clearly states that users should be able to download and install the Minecraft Launcher without issues, aligning with the intended game mechanics.""
  },
  ""observed_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Sufficient"",
    ""reason"": ""The observed behavior is detailed and describes the specific issues encountered, allowing readers to understand the problem clearly.""
  },
  ""overall_reason"": ""The report effectively outlines the steps to reproduce the issue, expected outcomes, and observed behaviors, making it a comprehensive and actionable bug report.""
}"
"MC-300683","Executable","The steps provide a clear and actionable path to reproduce the bug, detailing the necessary setup and actions leading to the observed crash.","Not Assessed","Not Applicable","Not Applicable","The steps provide a clear and actionable path to reproduce the bug, detailing the necessary setup and actions leading to the observed crash.","Present","Accurate","The expected behavior is clearly defined, stating that the game should allow interaction with text-bearing blocks without crashing, which aligns with Minecraft's mechanics.","Present","Sufficient","The observed behavior is well described, detailing the crash that occurs when interacting with text-bearing blocks while a UI is open, providing enough context to understand the issue.","The report effectively outlines the steps to reproduce the bug, expected behavior, and observed behavior, making it a comprehensive and actionable bug report.","valid_json","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4242","0","240","4482","0.00078030","2026-07-10T16:55:24","{
  ""issue_key"": ""MC-300683"",
  ""steps_to_reproduce"": {
    ""label"": ""Executable"",
    ""reproducibility"": ""Not Assessed"",
    ""validity"": ""Not Applicable"",
    ""failure_type"": ""Not Applicable"",
    ""reason"": ""The steps provide a clear and actionable path to reproduce the bug, detailing the necessary setup and actions leading to the observed crash.""
  },
  ""expected_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Accurate"",
    ""reason"": ""The expected behavior is clearly defined, stating that the game should allow interaction with text-bearing blocks without crashing, which aligns with Minecraft's mechanics.""
  },
  ""observed_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Sufficient"",
    ""reason"": ""The observed behavior is well described, detailing the crash that occurs when interacting with text-bearing blocks while a UI is open, providing enough context to understand the issue.""
  },
  ""overall_reason"": ""The report effectively outlines the steps to reproduce the bug, expected behavior, and observed behavior, making it a comprehensive and actionable bug report.""
}"
"MC-300715","Non-Executable","The steps do not specify how to encounter the Ender Dragon head in a way that guarantees the visual glitch, as it could be either from the dragon itself or a placed block.","Irreproducible","Not Applicable","Missing Information","The steps do not specify how to encounter the Ender Dragon head in a way that guarantees the visual glitch, as it could be either from the dragon itself or a placed block.","Present","Accurate","The expected behavior clearly states that the Ender Dragon head should render correctly without glitches, aligning with Minecraft mechanics.","Present","Sufficient","The observed behavior describes the visual glitch in detail, making it clear what the issue is.","While the expected and observed behaviors are well-defined, the steps to reproduce lack critical information on how to consistently trigger the visual glitch, making the report non-executable.","valid_json","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4273","0","242","4515","0.00078615","2026-07-10T16:55:28","{
  ""issue_key"": ""MC-300715"",
  ""steps_to_reproduce"": {
    ""label"": ""Non-Executable"",
    ""reproducibility"": ""Irreproducible"",
    ""validity"": ""Not Applicable"",
    ""failure_type"": ""Missing Information"",
    ""reason"": ""The steps do not specify how to encounter the Ender Dragon head in a way that guarantees the visual glitch, as it could be either from the dragon itself or a placed block.""
  },
  ""expected_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Accurate"",
    ""reason"": ""The expected behavior clearly states that the Ender Dragon head should render correctly without glitches, aligning with Minecraft mechanics.""
  },
  ""observed_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Sufficient"",
    ""reason"": ""The observed behavior describes the visual glitch in detail, making it clear what the issue is.""
  },
  ""overall_reason"": ""While the expected and observed behaviors are well-defined, the steps to reproduce lack critical information on how to consistently trigger the visual glitch, making the report non-executable."" 
}"
"MC-300731","Executable","The steps provide a clear and actionable path to reproduce the flashing behavior in the main menu, requiring only general game knowledge.","Not Assessed","Not Applicable","Not Applicable","The steps provide a clear and actionable path to reproduce the flashing behavior in the main menu, requiring only general game knowledge.","Present","Accurate","The expected behavior is clearly defined, stating that the main menu should remain stable and free from flashing or flickering effects.","Present","Sufficient","The observed behavior is described in detail, clearly explaining the flashing effect and its impact on user experience.","The report effectively outlines the steps to reproduce the issue, expected behavior, and observed behavior, making it a well-structured bug report.","valid_json","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4369","0","223","4592","0.00078915","2026-07-10T16:55:31","{
  ""issue_key"": ""MC-300731"",
  ""steps_to_reproduce"": {
    ""label"": ""Executable"",
    ""reproducibility"": ""Not Assessed"",
    ""validity"": ""Not Applicable"",
    ""failure_type"": ""Not Applicable"",
    ""reason"": ""The steps provide a clear and actionable path to reproduce the flashing behavior in the main menu, requiring only general game knowledge.""
  },
  ""expected_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Accurate"",
    ""reason"": ""The expected behavior is clearly defined, stating that the main menu should remain stable and free from flashing or flickering effects.""
  },
  ""observed_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Sufficient"",
    ""reason"": ""The observed behavior is described in detail, clearly explaining the flashing effect and its impact on user experience.""
  },
  ""overall_reason"": ""The report effectively outlines the steps to reproduce the issue, expected behavior, and observed behavior, making it a well-structured bug report.""
}"
"MC-300736","Executable","The steps provide a clear and actionable path to reproduce the visual glitch with the skeleton's bow.","Not Assessed","Not Applicable","Not Applicable","The steps provide a clear and actionable path to reproduce the visual glitch with the skeleton's bow.","Present","Accurate","The expected behavior is clearly defined and aligns with the mechanics of how skeletons should animate their bow when shooting.","Present","Sufficient","The observed behavior is detailed enough to understand the specific visual glitch occurring with the skeleton's bow.","The report effectively outlines the steps to reproduce the bug, the expected behavior, and the observed behavior, all of which align with the original intent of the bug report.","valid_json","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4199","0","221","4420","0.00076245","2026-07-10T16:55:35","{
  ""issue_key"": ""MC-300736"",
  ""steps_to_reproduce"": {
    ""label"": ""Executable"",
    ""reproducibility"": ""Not Assessed"",
    ""validity"": ""Not Applicable"",
    ""failure_type"": ""Not Applicable"",
    ""reason"": ""The steps provide a clear and actionable path to reproduce the visual glitch with the skeleton's bow.""
  },
  ""expected_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Accurate"",
    ""reason"": ""The expected behavior is clearly defined and aligns with the mechanics of how skeletons should animate their bow when shooting.""
  },
  ""observed_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Sufficient"",
    ""reason"": ""The observed behavior is detailed enough to understand the specific visual glitch occurring with the skeleton's bow.""
  },
  ""overall_reason"": ""The report effectively outlines the steps to reproduce the bug, the expected behavior, and the observed behavior, all of which align with the original intent of the bug report.""
}"
"MC-300737","Non-Executable","The steps to reproduce lack clarity on how to ensure that the method runs in both client and server threads simultaneously, which is critical for reproducing the bug.","Irreproducible","Not Applicable","Missing Information","The steps to reproduce lack clarity on how to ensure that the method runs in both client and server threads simultaneously, which is critical for reproducing the bug.","Present","Accurate","The expected behavior clearly states that the game should not crash and should handle concurrent modifications safely.","Present","Sufficient","The observed behavior provides a detailed explanation of the crashes occurring due to the ConcurrentModificationException, aligning with the reported issue.","While the expected and observed behaviors are well-defined, the steps to reproduce are not executable due to missing critical information on how to set up the concurrent access correctly.","valid_json","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4941","0","237","5178","0.00088335","2026-07-10T16:55:39","{
  ""issue_key"": ""MC-300737"",
  ""steps_to_reproduce"": {
    ""label"": ""Non-Executable"",
    ""reproducibility"": ""Irreproducible"",
    ""validity"": ""Not Applicable"",
    ""failure_type"": ""Missing Information"",
    ""reason"": ""The steps to reproduce lack clarity on how to ensure that the method runs in both client and server threads simultaneously, which is critical for reproducing the bug.""
  },
  ""expected_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Accurate"",
    ""reason"": ""The expected behavior clearly states that the game should not crash and should handle concurrent modifications safely.""
  },
  ""observed_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Sufficient"",
    ""reason"": ""The observed behavior provides a detailed explanation of the crashes occurring due to the ConcurrentModificationException, aligning with the reported issue.""
  },
  ""overall_reason"": ""While the expected and observed behaviors are well-defined, the steps to reproduce are not executable due to missing critical information on how to set up the concurrent access correctly.""
}"
"MC-300745","Executable","The steps provide a clear and actionable path to reproduce the bug, detailing the setup and expected behavior without requiring additional assumptions.","Not Assessed","Not Applicable","Not Applicable","The steps provide a clear and actionable path to reproduce the bug, detailing the setup and expected behavior without requiring additional assumptions.","Present","Accurate","The expected behavior is clearly defined and aligns with the mechanics of Minecraft, stating that the copper golem should navigate intelligently and avoid jumping off the platform.","Present","Sufficient","The observed behavior is described in detail, clearly explaining the unintended jumping behavior of the copper golem when positioned at the edge of the tube.","The report effectively outlines the steps to reproduce the bug, expected behavior, and observed behavior, making it a well-structured and clear bug report.","valid_json","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4351","0","239","4590","0.00079605","2026-07-10T16:55:43","{
  ""issue_key"": ""MC-300745"",
  ""steps_to_reproduce"": {
    ""label"": ""Executable"",
    ""reproducibility"": ""Not Assessed"",
    ""validity"": ""Not Applicable"",
    ""failure_type"": ""Not Applicable"",
    ""reason"": ""The steps provide a clear and actionable path to reproduce the bug, detailing the setup and expected behavior without requiring additional assumptions.""
  },
  ""expected_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Accurate"",
    ""reason"": ""The expected behavior is clearly defined and aligns with the mechanics of Minecraft, stating that the copper golem should navigate intelligently and avoid jumping off the platform.""
  },
  ""observed_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Sufficient"",
    ""reason"": ""The observed behavior is described in detail, clearly explaining the unintended jumping behavior of the copper golem when positioned at the edge of the tube.""
  },
  ""overall_reason"": ""The report effectively outlines the steps to reproduce the bug, expected behavior, and observed behavior, making it a well-structured and clear bug report.""
}"
"MC-300760","Executable","The steps provide a clear and actionable path to reproduce the issue regarding the sorting of the Realms list.","Not Assessed","Not Applicable","Not Applicable","The steps provide a clear and actionable path to reproduce the issue regarding the sorting of the Realms list.","Present","Accurate","The expected behavior is clearly defined, stating that active Realms should be at the top and inactive ones at the bottom, which aligns with the intended functionality.","Present","Sufficient","The observed behavior is detailed enough to understand that the Realms list is not sorted as expected, providing a clear description of the issue.","The report effectively outlines the steps to reproduce the bug, the expected behavior, and the observed behavior, making it a well-structured bug report.","valid_json","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4355","0","236","4591","0.00079485","2026-07-10T16:55:49","{
  ""issue_key"": ""MC-300760"",
  ""steps_to_reproduce"": {
    ""label"": ""Executable"",
    ""reproducibility"": ""Not Assessed"",
    ""validity"": ""Not Applicable"",
    ""failure_type"": ""Not Applicable"",
    ""reason"": ""The steps provide a clear and actionable path to reproduce the issue regarding the sorting of the Realms list.""
  },
  ""expected_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Accurate"",
    ""reason"": ""The expected behavior is clearly defined, stating that active Realms should be at the top and inactive ones at the bottom, which aligns with the intended functionality.""
  },
  ""observed_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Sufficient"",
    ""reason"": ""The observed behavior is detailed enough to understand that the Realms list is not sorted as expected, providing a clear description of the issue.""
  },
  ""overall_reason"": ""The report effectively outlines the steps to reproduce the bug, the expected behavior, and the observed behavior, making it a well-structured bug report.""
}"
