issue_key,s2r_label,reason,status,model,prompt_version,input_tokens,cached_input_tokens,output_tokens,total_tokens,cost_usd,timestamp,raw_response
MC-301151,Non-Executable,"The report describes a symptom of the game freezing but does not provide specific actions or conditions that trigger the issue, making it unclear how to reproduce the bug.",valid_json,gpt-4o-mini-2024-07-18,v2,670,0,61,731,0.00013710,2026-07-02T21:12:18,"{
  ""issue_key"": ""MC-301151"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report describes a symptom of the game freezing but does not provide specific actions or conditions that trigger the issue, making it unclear how to reproduce the bug.""
}"
MC-300562,Non-Executable,"The report describes the behavior of the Ender Dragon and the resulting arrow velocity but does not provide clear, concrete steps or actions that a tester can follow to reproduce the issue. Key information about the setup and specific actions needed to trigger the bug is vague or missing.",valid_json,gpt-4o-mini-2024-07-18,v2,856,0,83,939,0.00017820,2026-07-02T21:12:20,"{
  ""issue_key"": ""MC-300562"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report describes the behavior of the Ender Dragon and the resulting arrow velocity but does not provide clear, concrete steps or actions that a tester can follow to reproduce the issue. Key information about the setup and specific actions needed to trigger the bug is vague or missing.""
}"
MC-300836,Executable,"The report provides a clear action (going to sleep in the bed) and describes the observed incorrect behavior (bed being occupied) after a specific event (power outage and re-logging), allowing others to reasonably attempt to reproduce the bug.",valid_json,gpt-4o-mini-2024-07-18,v2,617,0,75,692,0.00013755,2026-07-02T21:12:23,"{
  ""issue_key"": ""MC-300836"",
  ""s2r_label"": ""Executable"",
  ""reason"": ""The report provides a clear action (going to sleep in the bed) and describes the observed incorrect behavior (bed being occupied) after a specific event (power outage and re-logging), allowing others to reasonably attempt to reproduce the bug.""
}"
MC-300033,Executable,"The report provides clear steps to reproduce the bug, including specific commands and actions that lead to the observed behavior.",valid_json,gpt-4o-mini-2024-07-18,v2,677,0,50,727,0.00013155,2026-07-02T21:12:25,"{
  ""issue_key"": ""MC-300033"",
  ""s2r_label"": ""Executable"",
  ""reason"": ""The report provides clear steps to reproduce the bug, including specific commands and actions that lead to the observed behavior.""
}"
MC-300774,Non-Executable,"The report describes a symptom of the issue (streaming in Discord) but does not provide specific actions or conditions that trigger the problem, making it unclear how to reproduce the bug.",valid_json,gpt-4o-mini-2024-07-18,v2,582,0,66,648,0.00012690,2026-07-02T21:12:28,"{
  ""issue_key"": ""MC-300774"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report describes a symptom of the issue (streaming in Discord) but does not provide specific actions or conditions that trigger the problem, making it unclear how to reproduce the bug.""
}"
MC-300409,Executable,"The report provides a concrete action of teleporting piglins to a magma block and waiting for them to die, which can be reasonably followed to reproduce the bug.",valid_json,gpt-4o-mini-2024-07-18,v2,625,0,60,685,0.00012975,2026-07-02T21:12:33,"{
  ""issue_key"": ""MC-300409"",
  ""s2r_label"": ""Executable"",
  ""reason"": ""The report provides a concrete action of teleporting piglins to a magma block and waiting for them to die, which can be reasonably followed to reproduce the bug.""
}"
MC-300891,Non-Executable,The report states a symptom without providing concrete actions or conditions to trigger the issue.,valid_json,gpt-4o-mini-2024-07-18,v2,567,0,46,613,0.00011265,2026-07-02T21:12:35,"{
  ""issue_key"": ""MC-300891"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report states a symptom without providing concrete actions or conditions to trigger the issue.""
}"
MC-300737,Executable,"The report provides a concrete action to recreate the crash by creating a random string array and using it as keys in a HashMap, along with details about the conditions under which the issue occurs.",valid_json,gpt-4o-mini-2024-07-18,v2,817,0,66,883,0.00016215,2026-07-02T21:12:37,"{
  ""issue_key"": ""MC-300737"",
  ""s2r_label"": ""Executable"",
  ""reason"": ""The report provides a concrete action to recreate the crash by creating a random string array and using it as keys in a HashMap, along with details about the conditions under which the issue occurs.""
}"
MC-301132,Non-Executable,"The report describes a symptom of not receiving items but does not provide clear steps or actions to reproduce the issue, making it vague and non-executable.",valid_json,gpt-4o-mini-2024-07-18,v2,609,0,60,669,0.00012735,2026-07-02T21:12:39,"{
  ""issue_key"": ""MC-301132"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report describes a symptom of not receiving items but does not provide clear steps or actions to reproduce the issue, making it vague and non-executable.""
}"
MC-300420,Non-Executable,The report describes the issue but does not provide clear steps or actions that a user can take to reproduce the bug. It lacks specific instructions on how to trigger the problem.,valid_json,gpt-4o-mini-2024-07-18,v2,629,0,64,693,0.00013275,2026-07-02T21:12:42,"{
  ""issue_key"": ""MC-300420"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report describes the issue but does not provide clear steps or actions that a user can take to reproduce the bug. It lacks specific instructions on how to trigger the problem.""
}"
MC-301221,Non-Executable,"The report describes the issue but does not provide specific actions or conditions to trigger the incorrect item light rendering, making it unclear how to reproduce the bug.",valid_json,gpt-4o-mini-2024-07-18,v2,621,0,60,681,0.00012915,2026-07-02T21:12:44,"{
  ""issue_key"": ""MC-301221"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report describes the issue but does not provide specific actions or conditions to trigger the incorrect item light rendering, making it unclear how to reproduce the bug.""
}"
MC-300973,Executable,"The report provides a concrete action (using the command 'tick sprint 3d') and describes the observed incorrect behavior (the copper golem is not oxidizing), allowing others to attempt to reproduce the issue.",valid_json,gpt-4o-mini-2024-07-18,v2,581,0,70,651,0.00012915,2026-07-02T21:12:46,"{
  ""issue_key"": ""MC-300973"",
  ""s2r_label"": ""Executable"",
  ""reason"": ""The report provides a concrete action (using the command 'tick sprint 3d') and describes the observed incorrect behavior (the copper golem is not oxidizing), allowing others to attempt to reproduce the issue.""
}"
MC-301125,Non-Executable,The report states symptoms of being unable to mine or place blocks but does not provide any concrete actions or conditions that trigger this issue.,valid_json,gpt-4o-mini-2024-07-18,v2,567,0,56,623,0.00011865,2026-07-02T21:12:48,"{
  ""issue_key"": ""MC-301125"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report states symptoms of being unable to mine or place blocks but does not provide any concrete actions or conditions that trigger this issue.""
}"
MC-301203,Non-Executable,"The report describes a symptom of the issue (not seeing capes and skin) but does not provide concrete steps or actions to reproduce the problem, making it unclear how to trigger the issue.",valid_json,gpt-4o-mini-2024-07-18,v2,597,0,68,665,0.00013035,2026-07-02T21:12:51,"{
  ""issue_key"": ""MC-301203"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report describes a symptom of the issue (not seeing capes and skin) but does not provide concrete steps or actions to reproduce the problem, making it unclear how to trigger the issue.""
}"
MC-300031,Non-Executable,"The report states a symptom (vindicators not spawning) without providing any concrete actions or conditions to reproduce the issue. Additionally, the edit indicates that the bug may not exist, further complicating reproducibility.",valid_json,gpt-4o-mini-2024-07-18,v2,570,0,71,641,0.00012810,2026-07-02T21:12:54,"{
  ""issue_key"": ""MC-300031"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report states a symptom (vindicators not spawning) without providing any concrete actions or conditions to reproduce the issue. Additionally, the edit indicates that the bug may not exist, further complicating reproducibility.""
}"
MC-301159,Non-Executable,"The report does not provide specific steps or actions to reproduce the issue, only stating that a rail junction fails on a redstone block without detailing how to set up or trigger the problem.",valid_json,gpt-4o-mini-2024-07-18,v2,583,0,67,650,0.00012765,2026-07-02T21:12:57,"{
  ""issue_key"": ""MC-301159"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report does not provide specific steps or actions to reproduce the issue, only stating that a rail junction fails on a redstone block without detailing how to set up or trigger the problem.""
}"
