timestamp,version,phase,row_index,total_rows,issue_key,status,prediction,reason,error_message,model,prompt_version,input_tokens,cached_input_tokens,output_tokens,total_tokens,cost_usd
2026-07-02T21:31:33,raw,full,23,139,MC-300519,valid_json,Non-Executable,"The report states a symptom (Eyes of Ender locating to a mineshaft instead of a stronghold) but does not provide specific steps, actions, or conditions to reproduce the issue, making it too vague.",,gpt-4o-mini-2024-07-18,v2,580,0,73,653,0.00013080
2026-07-02T21:31:35,raw,full,24,139,MC-300524,valid_json,Non-Executable,The report describes the symptom of hostile mobs not spawning but does not provide specific actions or conditions that a user can follow to reproduce the issue.,,gpt-4o-mini-2024-07-18,v2,597,0,58,655,0.00012435
2026-07-02T21:31:37,raw,full,25,139,MC-300526,valid_json,Non-Executable,"The report describes a symptom of fluctuating FPS after unpausing but does not provide specific actions or conditions to reproduce the issue, making it unclear how to trigger the problem.",,gpt-4o-mini-2024-07-18,v2,596,0,65,661,0.00012840
2026-07-02T21:31:40,raw,full,26,139,MC-300527,valid_json,Non-Executable,The report describes a visual issue with moon phases but does not provide any specific actions or conditions to reproduce the bug.,,gpt-4o-mini-2024-07-18,v2,584,0,53,637,0.00011940
2026-07-02T21:31:42,raw,full,27,139,MC-300529,valid_json,Non-Executable,"The report describes a symptom (a line in the middle of the screen) but does not provide specific actions or conditions to reproduce the issue, such as how to trigger the sleep or any relevant setup.",,gpt-4o-mini-2024-07-18,v2,572,0,70,642,0.00012780
2026-07-02T21:31:45,raw,full,28,139,MC-300530,valid_json,Non-Executable,"The report describes a symptom of the bug without providing clear steps or actions to reproduce it, making it difficult for others to attempt reproduction.",,gpt-4o-mini-2024-07-18,v2,598,0,57,655,0.00012390
2026-07-02T21:31:48,raw,full,29,139,MC-300535,valid_json,Executable,"The report provides specific actions and conditions that trigger the bug, such as entities freezing upon entering a specific chunk, and includes detailed examples of affected entities and their behaviors.",,gpt-4o-mini-2024-07-18,v2,891,0,61,952,0.00017025
2026-07-02T21:31:49,raw,full,30,139,MC-300539,valid_json,Executable,"The report provides clear steps to create a world and wait for night, along with a specific condition regarding sleep that triggers the issue.",,gpt-4o-mini-2024-07-18,v2,644,0,54,698,0.00012900
2026-07-02T21:31:51,raw,full,31,139,MC-300546,valid_json,Non-Executable,The report describes a symptom of pillagers being passive and dropping an item but does not provide concrete steps or actions to reproduce the spawning bug.,,gpt-4o-mini-2024-07-18,v2,568,0,58,626,0.00012000
2026-07-02T21:31:53,raw,full,32,139,MC-300562,valid_json,Non-Executable,The report describes the behavior of the Ender Dragon and the resulting arrow velocity but does not provide concrete steps or actions that a tester can follow to reproduce the issue. Key information about the setup and specific actions needed to trigger the bug is missing.,,gpt-4o-mini-2024-07-18,v2,856,0,79,935,0.00017580
2026-07-02T21:31:56,raw,full,33,139,MC-300572,valid_json,Non-Executable,"The report describes the expected and actual behavior of the Copper Golem but does not provide specific steps or actions to reproduce the issue, making it unclear how to trigger the bug.",,gpt-4o-mini-2024-07-18,v2,622,0,65,687,0.00013230
2026-07-02T21:31:58,raw,full,34,139,MC-300574,valid_json,Non-Executable,The report states a symptom (zombies standing still on a campfire) without providing specific actions or conditions to trigger the issue.,,gpt-4o-mini-2024-07-18,v2,548,0,56,604,0.00011580
2026-07-02T21:32:00,raw,full,35,139,MC-300598,valid_json,Non-Executable,The report describes a symptom related to fire animation on mobs but does not provide specific actions or conditions to reproduce the issue.,,gpt-4o-mini-2024-07-18,v2,559,0,54,613,0.00011625
2026-07-02T21:32:02,raw,full,36,139,MC-300599,valid_json,Non-Executable,"The report describes a symptom of the issue (disappearing parts and unplaceable areas) but does not provide specific actions or conditions to trigger the bug, making it unclear how to reproduce it.",,gpt-4o-mini-2024-07-18,v2,575,0,70,645,0.00012825
2026-07-02T21:32:05,raw,full,37,139,MC-300602,valid_json,Non-Executable,The report only states an observation of trees growing under water without providing specific actions or conditions to reproduce the issue.,,gpt-4o-mini-2024-07-18,v2,561,0,52,613,0.00011535
2026-07-02T21:32:07,raw,full,38,139,MC-300607,valid_json,Non-Executable,"The report describes symptoms and observations but does not provide clear, concrete steps or actions that can be taken to reproduce the issue. Key information about the setup and specific actions to trigger the bug is vague or missing.",,gpt-4o-mini-2024-07-18,v2,809,0,72,881,0.00016455
2026-07-02T21:32:09,raw,full,39,139,MC-300611,valid_json,Non-Executable,"The report describes a symptom of the issue (mass spawning of zombie piglins) but does not provide specific actions or conditions that trigger this behavior, making it impossible for another person to reproduce the bug.",,gpt-4o-mini-2024-07-18,v2,615,0,70,685,0.00013425
2026-07-02T21:32:12,raw,full,40,139,MC-300612,valid_json,Non-Executable,"The report describes the observed behavior of mobs floating instead of walking but does not provide specific actions or conditions that trigger this behavior, making it impossible for another person to reproduce the issue.",,gpt-4o-mini-2024-07-18,v2,605,0,66,671,0.00013035
2026-07-02T21:32:15,raw,full,41,139,MC-300614,valid_json,Non-Executable,The report describes the symptom of the bug (food not being consumed) but does not provide specific steps or actions that a user can take to reproduce the issue.,,gpt-4o-mini-2024-07-18,v2,613,0,62,675,0.00012915
2026-07-02T21:32:17,raw,full,42,139,MC-300618,valid_json,Non-Executable,"The report describes a symptom of the issue (durability bars appearing broken) but does not provide specific actions or conditions that trigger the glitch, making it unclear how to reproduce the problem.",,gpt-4o-mini-2024-07-18,v2,685,0,67,752,0.00014295
2026-07-02T21:32:20,raw,full,43,139,MC-300620,valid_json,Non-Executable,The report describes a symptom of the bug (the OnGround flag alternating) but does not provide specific steps or actions to reproduce the issue with the fishing bobber.,,gpt-4o-mini-2024-07-18,v2,586,0,63,649,0.00012570
2026-07-02T21:32:22,raw,full,44,139,MC-300634,valid_json,Non-Executable,"The report describes a lag issue but does not provide specific actions or conditions to reproduce the problem, making it too vague for another person to attempt reproduction.",,gpt-4o-mini-2024-07-18,v2,593,0,60,653,0.00012495
2026-07-02T21:32:24,raw,full,45,139,MC-300643,valid_json,Executable,"The report provides a specific action (using an AMD rx 7600 xt 16gb or other AMD graphics cards) that triggers the issue, along with details about the observed behavior (game running in the background but no window appears).",,gpt-4o-mini-2024-07-18,v2,828,0,76,904,0.00016980
2026-07-02T21:32:26,raw,full,46,139,MC-300647,valid_json,Non-Executable,"The report only states that the user cannot do torch without providing any concrete actions, context, or details on how to reproduce the issue.",,gpt-4o-mini-2024-07-18,v2,543,0,57,600,0.00011565
2026-07-02T21:32:29,raw,full,47,139,MC-300649,valid_json,Executable,"The report provides clear steps to create and activate a resource pack with overlays, allowing another person to reasonably attempt to reproduce the bug.",,gpt-4o-mini-2024-07-18,v2,605,0,54,659,0.00012315
2026-07-02T21:32:30,raw,full,48,139,MC-300659,valid_json,Non-Executable,The report states a symptom of being unable to download the launcher without providing any concrete actions or context to reproduce the issue.,,gpt-4o-mini-2024-07-18,v2,557,0,54,611,0.00011595
2026-07-02T21:32:33,raw,full,49,139,MC-300683,valid_json,Executable,"The report specifies the action of clicking on text-bearing blocks within any UI except the inventory, which triggers a game crash, providing enough context to reproduce the issue.",,gpt-4o-mini-2024-07-18,v2,573,0,60,633,0.00012195
2026-07-02T21:32:35,raw,full,50,139,MC-300715,valid_json,Non-Executable,"The report describes a visual issue with the ender dragon head but does not provide specific actions or conditions to reproduce the problem, making it unclear how to trigger the bug.",,gpt-4o-mini-2024-07-18,v2,563,0,64,627,0.00012285
2026-07-02T21:32:38,raw,full,51,139,MC-300731,valid_json,Non-Executable,"The report describes a symptom of flashing in the main menu but does not provide specific actions or conditions that trigger this behavior, making it impossible to reproduce the issue.",,gpt-4o-mini-2024-07-18,v2,637,0,62,699,0.00013275
2026-07-02T21:32:40,raw,full,52,139,MC-300736,valid_json,Non-Executable,"The report describes a visual glitch without providing specific actions or conditions to reproduce the issue, making it unclear how to trigger the problem.",,gpt-4o-mini-2024-07-18,v2,550,0,56,606,0.00011610
2026-07-02T21:32:42,raw,full,53,139,MC-300737,valid_json,Executable,"The report provides a concrete action to recreate the crash by creating a random string array and using it as keys in a HashMap, along with details about the conditions under which the issue occurs.",,gpt-4o-mini-2024-07-18,v2,817,0,66,883,0.00016215
2026-07-02T21:32:44,raw,full,54,139,MC-300745,valid_json,Executable,"The report provides a concrete action (copper golem at the edge of a long tube beside a platform) that triggers the issue (jumping off the platform), allowing another person to reasonably attempt to reproduce the bug.",,gpt-4o-mini-2024-07-18,v2,586,0,72,658,0.00013110
2026-07-02T21:32:46,raw,full,55,139,MC-300760,valid_json,Non-Executable,"The report describes a symptom of the issue without providing concrete steps or actions to reproduce the bug, making it unclear how to trigger the sorting problem.",,gpt-4o-mini-2024-07-18,v2,614,0,59,673,0.00012750
2026-07-02T21:32:49,raw,full,56,139,MC-300761,valid_json,Non-Executable,The report states a symptom (HDR function turning off) without providing specific actions or conditions to reproduce the issue.,,gpt-4o-mini-2024-07-18,v2,559,0,52,611,0.00011505
2026-07-02T21:32:50,raw,full,57,139,MC-300768,valid_json,Non-Executable,"The report describes a symptom of the issue (being sent 300 blocks away) but does not provide specific actions or conditions to reproduce the problem, such as how the portals were linked or the exact steps taken to trigger the issue.",,gpt-4o-mini-2024-07-18,v2,592,0,76,668,0.00013440
2026-07-02T21:32:53,raw,full,58,139,MC-300774,valid_json,Non-Executable,"The report describes a symptom of the issue (streaming in Discord) but does not provide concrete steps or actions to reproduce the problem, making it unclear how to trigger the bug.",,gpt-4o-mini-2024-07-18,v2,582,0,66,648,0.00012690
2026-07-02T21:32:55,raw,full,59,139,MC-300776,valid_json,Non-Executable,"The report describes a symptom of the issue without providing specific actions or conditions that trigger the bug, making it unclear how to reproduce the problem.",,gpt-4o-mini-2024-07-18,v2,678,0,58,736,0.00013650
2026-07-02T21:32:57,raw,full,60,139,MC-300778,valid_json,Executable,"The report provides a concrete action ('used /kill to kill an item') and describes the observed incorrect behavior (it did not trigger the calibrated sculk sensor), allowing another person to reasonably attempt to reproduce the bug.",,gpt-4o-mini-2024-07-18,v2,589,0,71,660,0.00013095
2026-07-02T21:32:59,raw,full,61,139,MC-300786,valid_json,Non-Executable,"The report describes issues with Arabic language support but does not provide specific steps or actions to reproduce the problem, making it unclear how to trigger the reported issues.",,gpt-4o-mini-2024-07-18,v2,638,0,61,699,0.00013230
2026-07-02T21:33:02,raw,full,62,139,MC-300789,valid_json,Non-Executable,"The report states a symptom of floating vines without providing specific actions or conditions to reproduce the issue, making it unclear how to trigger it.",,gpt-4o-mini-2024-07-18,v2,550,0,57,607,0.00011670
2026-07-02T21:33:04,raw,full,63,139,MC-300792,valid_json,Non-Executable,The report describes a symptom of the camera shaking but does not provide enough concrete information about the setup or the specific conditions that trigger the issue.,,gpt-4o-mini-2024-07-18,v2,566,0,58,624,0.00011970
2026-07-02T21:33:05,raw,full,64,139,MC-300793,valid_json,Non-Executable,The report states a symptom of not gaining experience after dying but does not provide specific actions or conditions that would allow another person to reproduce the issue.,,gpt-4o-mini-2024-07-18,v2,574,0,59,633,0.00012150
2026-07-02T21:33:07,raw,full,65,139,MC-300806,valid_json,Non-Executable,"The report describes a situation without providing specific actions to reproduce the issue, making it unclear how to trigger the problem.",,gpt-4o-mini-2024-07-18,v2,589,0,53,642,0.00012015
2026-07-02T21:33:10,raw,full,66,139,MC-300807,valid_json,Executable,"The report provides clear steps to reproduce the issue, including running the data generator and searching for specific block type IDs in the output.",,gpt-4o-mini-2024-07-18,v2,755,0,54,809,0.00014565
2026-07-02T21:33:11,raw,full,67,139,MC-300809,valid_json,Executable,"The report describes a specific action (putting a block in the inventory) and the observed incorrect behavior (unable to remove it unless dragging back), providing enough context for reproduction.",,gpt-4o-mini-2024-07-18,v2,606,0,63,669,0.00012870
2026-07-02T21:33:14,raw,full,68,139,MC-300815,valid_json,Non-Executable,"The report describes a symptom of the issue (the Soul Lantern not showing up) but does not provide clear steps or actions that can be taken to reproduce the problem, such as the specific crafting process or any relevant setup.",,gpt-4o-mini-2024-07-18,v2,580,0,74,654,0.00013140
2026-07-02T21:33:16,raw,full,69,139,MC-300836,valid_json,Executable,"The report provides a clear action (going to sleep in the bed) and describes the observed incorrect behavior (bed being occupied) after a specific event (power outage and re-logging), allowing others to reasonably attempt to reproduce the bug.",,gpt-4o-mini-2024-07-18,v2,617,0,75,692,0.00013755
2026-07-02T21:33:18,raw,full,70,139,MC-300843,valid_json,Non-Executable,"The report describes a symptom of the issue (locator bar glitching) but does not provide specific actions or conditions to reproduce the bug, such as how to sit beside a person on a happy ghast.",,gpt-4o-mini-2024-07-18,v2,577,0,71,648,0.00012915
2026-07-02T21:33:21,raw,full,71,139,MC-300844,valid_json,Non-Executable,The report describes a visual issue with the skeleton's bow but does not provide any specific actions or conditions to reproduce the bug.,,gpt-4o-mini-2024-07-18,v2,549,0,55,604,0.00011535
2026-07-02T21:33:23,raw,full,72,139,MC-300845,valid_json,Non-Executable,"The report states a symptom of being stuck on the loading screen but does not provide specific actions or conditions that lead to this issue, making it unclear how to reproduce the problem.",,gpt-4o-mini-2024-07-18,v2,570,0,65,635,0.00012450
2026-07-02T21:33:25,raw,full,73,139,MC-300851,valid_json,Executable,"The report provides a concrete action of leading an angry wolf with a sheep nearby and specifies the context of trying to lead the wolf to a fence post, which allows for reproduction of the bug.",,gpt-4o-mini-2024-07-18,v2,560,0,66,626,0.00012360
2026-07-02T21:33:28,raw,full,74,139,MC-300860,valid_json,Non-Executable,"The report describes a situation where the user was holding the scroll wheel and experienced unexpected behavior, but it lacks clear, concrete steps or actions that can be followed to reproduce the issue. The description is vague and does not specify the exact conditions or actions needed to trigger the bug.",,gpt-4o-mini-2024-07-18,v2,655,0,85,740,0.00014925
2026-07-02T21:33:30,raw,full,75,139,MC-300861,valid_json,Non-Executable,"The report describes a symptom of the issue (infinite blocks) but does not provide specific actions or conditions to reproduce the bug, making it unclear how to trigger the behavior.",,gpt-4o-mini-2024-07-18,v2,561,0,65,626,0.00012315
2026-07-02T21:33:33,raw,full,76,139,MC-300872,valid_json,Executable,"The report provides a concrete action (attacking another player while sprinting) and describes the observed incorrect behavior (sprint speed reduced to walking speed), allowing others to reasonably attempt to reproduce the bug.",,gpt-4o-mini-2024-07-18,v2,631,0,68,699,0.00013545
2026-07-02T21:33:35,raw,full,77,139,MC-300874,valid_json,Executable,"The report provides a concrete action (player punches a mob and has a tamed wolf) that triggers the observed behavior (mobs turning to look at the wolf), allowing another person to reasonably attempt to reproduce the bug.",,gpt-4o-mini-2024-07-18,v2,599,0,72,671,0.00013305
2026-07-02T21:33:38,raw,full,78,139,MC-300875,valid_json,Non-Executable,The report states a symptom (Piglin Brutes not aggravated) without providing specific actions or context on how to reproduce the issue.,,gpt-4o-mini-2024-07-18,v2,552,0,56,608,0.00011640
2026-07-02T21:33:39,raw,full,79,139,MC-300876,valid_json,Non-Executable,"The report describes symptoms of the issue without providing specific actions or conditions to reproduce the bug, making it unclear how to trigger the different world generation.",,gpt-4o-mini-2024-07-18,v2,605,0,59,664,0.00012615
2026-07-02T21:33:42,raw,full,80,139,MC-300877,valid_json,Non-Executable,The report states a symptom (experience not counted) without providing specific actions or context on how to reproduce the issue when mining quartz.,,gpt-4o-mini-2024-07-18,v2,559,0,56,615,0.00011745
2026-07-02T21:33:44,raw,full,81,139,MC-300881,valid_json,Non-Executable,"The report describes a symptom of the issue (the widget is no longer interactive) but does not provide specific actions or conditions to reproduce the problem, making it unclear how to trigger the bug.",,gpt-4o-mini-2024-07-18,v2,588,0,68,656,0.00012900
2026-07-02T21:33:46,raw,full,82,139,MC-300886,valid_json,Non-Executable,"The report states the symptom of not being able to fly in creative mode but does not provide specific actions or conditions that trigger the issue, making it unclear how to reproduce the problem.",,gpt-4o-mini-2024-07-18,v2,592,0,66,658,0.00012840
2026-07-02T21:33:49,raw,full,83,139,MC-300889,valid_json,Non-Executable,"The report states that a pumpkin can be carved with any object but does not provide specific steps or actions to reproduce the issue, making it unclear how to trigger the bug.",,gpt-4o-mini-2024-07-18,v2,580,0,64,644,0.00012540
2026-07-02T21:33:51,raw,full,84,139,MC-300891,valid_json,Non-Executable,The report states a symptom without providing specific actions or conditions to reproduce the issue with the music disc and jukebox.,,gpt-4o-mini-2024-07-18,v2,567,0,53,620,0.00011685
2026-07-02T21:33:53,raw,full,85,139,MC-300894,valid_json,Executable,"The report provides a clear action (equipping harness and using a command to set age) that triggers the issue, along with a description of the observed incorrect behavior.",,gpt-4o-mini-2024-07-18,v2,657,0,61,718,0.00013515
2026-07-02T21:33:55,raw,full,86,139,MC-300898,valid_json,Non-Executable,"The report states a symptom of the issue (Netherite armor appearing as Diamond) but does not provide any specific user action or context that triggers this behavior, making it impossible to reproduce.",,gpt-4o-mini-2024-07-18,v2,582,0,68,650,0.00012810
2026-07-02T21:33:57,raw,full,87,139,MC-300902,valid_json,Non-Executable,"The report describes a symptom of the issue but does not provide clear steps or actions to reproduce the bug, such as how to modify the title name or the specific conditions under which the issue occurs.",,gpt-4o-mini-2024-07-18,v2,588,0,69,657,0.00012960
2026-07-02T21:33:59,raw,full,88,139,MC-300903,valid_json,Executable,The report provides a clear context of the setup with the Copper Golem and describes specific actions taken (placing diamonds in chests) that lead to the observed incorrect behavior (golem not depositing items correctly). This allows another person to reasonably attempt to reproduce the bug.,,gpt-4o-mini-2024-07-18,v2,800,0,81,881,0.00016860
2026-07-02T21:34:02,raw,full,89,139,MC-300905,valid_json,Non-Executable,"The report does not provide concrete steps or actions to reproduce the bug, only stating that items can disappear from a hopper without explaining how to trigger the issue.",,gpt-4o-mini-2024-07-18,v2,661,0,61,722,0.00013575
2026-07-02T21:34:04,raw,full,90,139,MC-300915,valid_json,Executable,"The report provides a clear sequence of actions involving creating a Nether Portal, entering and exiting it, and describes the observed behavior of the portal unlinking, which allows another person to reasonably attempt to reproduce the bug.",,gpt-4o-mini-2024-07-18,v2,716,0,70,786,0.00014940
2026-07-02T21:34:07,raw,full,91,139,MC-300925,valid_json,Executable,"The report provides a clear action to set up an environment with a copper golem and a copper chest, and describes the user action of entering spectator mode and viewing the chest, which triggers the observed incorrect behavior.",,gpt-4o-mini-2024-07-18,v2,727,0,70,797,0.00015105
2026-07-02T21:34:09,raw,full,92,139,MC-300927,valid_json,Non-Executable,"The report describes symptoms of the issue but does not provide specific actions or conditions that trigger the problem, making it impossible for another person to reproduce the bug.",,gpt-4o-mini-2024-07-18,v2,594,0,61,655,0.00012570
2026-07-02T21:34:12,raw,full,93,139,MC-300934,valid_json,Non-Executable,"The report describes a symptom of the issue (game restart) but does not provide clear, actionable steps or context on how to reproduce the bug, such as specific actions taken before the restart.",,gpt-4o-mini-2024-07-18,v2,614,0,68,682,0.00013290
2026-07-02T21:34:14,raw,full,94,139,MC-300935,valid_json,Executable,"The report provides a concrete action of placing a redstone torch attached to a block above the thrower or launcher, which can be reasonably followed to reproduce the issue.",,gpt-4o-mini-2024-07-18,v2,614,0,61,675,0.00012870
2026-07-02T21:34:16,raw,full,95,139,MC-300937,valid_json,Non-Executable,"The report states a symptom of the achievement not unlocking but does not provide specific actions or conditions that lead to this issue, making it impossible to reproduce.",,gpt-4o-mini-2024-07-18,v2,592,0,60,652,0.00012480
2026-07-02T21:34:18,raw,full,96,139,MC-300943,valid_json,Non-Executable,"The report states a symptom without providing a clear action or context on how to trigger the issue, making it impossible to reproduce.",,gpt-4o-mini-2024-07-18,v2,567,0,55,622,0.00011805
2026-07-02T21:34:20,raw,full,97,139,MC-300953,valid_json,Non-Executable,"The report describes a performance issue but does not provide specific steps or actions to reproduce the problem, making it unclear how to trigger the fps drop.",,gpt-4o-mini-2024-07-18,v2,653,0,59,712,0.00013335
2026-07-02T21:34:22,raw,full,98,139,MC-300957,valid_json,Non-Executable,"The report states that the game is frozen and chunks are not loading, but it does not provide any specific actions or conditions that trigger this issue, making it impossible to reproduce.",,gpt-4o-mini-2024-07-18,v2,552,0,65,617,0.00012180
2026-07-02T21:34:25,raw,full,99,139,MC-300962,valid_json,Executable,"The report provides a clear action (swapping items in the inventory) and describes the specific conditions under which the bug occurs, allowing others to reproduce the issue.",,gpt-4o-mini-2024-07-18,v2,652,0,60,712,0.00013380
2026-07-02T21:34:27,raw,full,100,139,MC-300973,valid_json,Executable,"The report provides a concrete action (using the command 'tick sprint 3d') and describes the observed incorrect behavior (the copper golem is not oxidizing), allowing another person to attempt to reproduce the bug.",,gpt-4o-mini-2024-07-18,v2,581,0,71,652,0.00012975
2026-07-02T21:34:30,raw,full,101,139,MC-300980,valid_json,Non-Executable,The report states a symptom (the game toggles when set to hold sneak) without providing specific actions or context on how to reproduce the issue.,,gpt-4o-mini-2024-07-18,v2,572,0,59,631,0.00012120
2026-07-02T21:34:33,raw,full,102,139,MC-300998,valid_json,Non-Executable,"The report does not provide any concrete information about the context, user action, or observed behavior, making it impossible to reproduce the bug.",,gpt-4o-mini-2024-07-18,v2,537,0,57,594,0.00011475
2026-07-02T21:34:36,raw,full,103,139,MC-301008,valid_json,Executable,"The report provides concrete actions and code examples that demonstrate how to trigger the issue, along with the expected and observed behaviors.",,gpt-4o-mini-2024-07-18,v2,799,0,52,851,0.00015105
2026-07-02T21:34:38,raw,full,104,139,MC-301018,valid_json,Non-Executable,The report states a symptom without providing any concrete actions or conditions to trigger the issue.,,gpt-4o-mini-2024-07-18,v2,557,0,47,604,0.00011175
2026-07-02T21:34:40,raw,full,105,139,MC-301045,valid_json,Executable,"The report provides a clear action to join a java multiplayer server with resource/texture packs enabled and describes the expected observation of glitches, making it possible for others to reproduce the issue.",,gpt-4o-mini-2024-07-18,v2,746,0,64,810,0.00015030
2026-07-02T21:34:42,raw,full,106,139,MC-301046,valid_json,Non-Executable,The report only states an error message without providing any concrete steps or actions to reproduce the issue.,,gpt-4o-mini-2024-07-18,v2,656,0,49,705,0.00012780
2026-07-02T21:34:44,raw,full,107,139,MC-301052,valid_json,Non-Executable,"The report describes an issue with the festive mashup pack but does not provide specific actions or conditions to reproduce the problem, making it unclear how to trigger the observed incorrect behavior.",,gpt-4o-mini-2024-07-18,v2,585,0,65,650,0.00012675
