"Issue Key","Summary","Type","Affects Version/s","Labels","Confirmation Status","Category","Resolution","Fix Version/s","Description","Steps to Reproduce","Observed Behavior","Expected Behavior","Environment"
"MC-300539","Phantoms spawn during the first night on a world.","Bug","25w31a","None","Unconfirmed","(Unassigned)","Awaiting Response","None","Phantoms will spawn in the overworld night sky regardless of the amount of time passed in the world. n nSteps to reproduce: n n1. Create a world n n2. Wait for the game to turn to night n n n nExpected result: Phantoms spawn at night if the player has not slept for three in-game days. n nActual result: Phantoms spawn on the first night if the player hasn t slept once. n n n n n n","1. Create a new Survival world with default settings.
2. Do not sleep in a bed during the first day.
3. Collect basic resources and prepare for the night (e.g., gather wood, build a shelter).
4. Wait for the game to transition from day to night (approximately 8 minutes and 20 seconds after the world is created).
5. Remain outside or in an open area with sky access during the night.
6. Observe the night sky for the appearance of Phantoms after the night begins. 

Expected result: Phantoms should spawn at night if the player has not slept for three in-game days. 

Actual result: Phantoms spawn on the first night even if the player has not slept once.","Actual Result:**
Phantoms unexpectedly spawn on the first night after creating a new world, even if the player has not slept at all. This behavior contradicts the intended mechanics, where phantoms should only begin to spawn after the player has gone three consecutive in-game days without sleeping. Upon entering the first night, phantoms appear in the overworld night sky regardless of the player's sleep status, leading to immediate and unanticipated encounters with these hostile mobs. The spawning occurs despite the fact that the player has not yet accumulated the required time of three in-game days without sleep. This results in players being unprepared for the sudden attack of phantoms, which can cause significant damage and disrupt gameplay.","Phantoms should only begin to spawn in the overworld night sky after the player has not slept for three consecutive in-game days. This means that once the player has entered a bed at least once, the ""Time Since Last Rest"" statistic resets, preventing phantoms from spawning until the player has gone without sleep for the required duration. The intended behavior is that on the first night, if the player has not slept, no phantoms should appear, allowing players to experience the initial night without the threat of these hostile mobs. After three in-game days without sleep, phantoms will spawn in increasing numbers, following the established mechanics of their spawning conditions.","Minecraft Java Edition Version 25w31a (snapshot)"
"MC-300546","Spawning bug","Bug","1.21.8","None","Unconfirmed","(Unassigned)","Awaiting Response","None","In the first wave, pillagers spawned on an island beside the village and were completely passive, and the captain dropped an ominous bottle n n n n","1. Create a new Survival world with default settings.
2. Locate or create a village with at least one villager and one claimed bed.
3. Obtain the Bad Omen effect by killing a raid captain or drinking an Ominous Potion.
4. Enter the village while still affected by the Bad Omen effect to trigger a raid.
5. Observe the first wave of pillagers spawning near the village.
6. Note the location where the pillagers spawn; they should appear on an island adjacent to the village.
7. Check the behavior of the spawned pillagers; they should remain completely passive and not attack.
8. Identify the pillager captain among the spawned pillagers and confirm that it drops an Ominous Bottle upon defeat.","During the first wave of a raid, pillagers spawned on an island adjacent to the village instead of within the village boundaries. Notably, these pillagers exhibited passive behavior, failing to engage with the player or the villagers, which is inconsistent with their typical aggressive nature during a raid. Additionally, the raid captain among them dropped an ominous bottle upon defeat. The drop of the ominous bottle is standard behavior for a raid captain; however, the passive state of the pillagers during the raid contradicts expected mechanics, as they should actively attack players and villagers when a raid is triggered by a player with the Bad Omen effect entering the village. This discrepancy raises concerns regarding the spawning logic and behavioral triggers for pillagers in this specific scenario.","In the first wave of a raid, pillagers should spawn within the designated raid area surrounding the village, displaying their hostile behavior and actively seeking out villagers to attack. The raid captain, which is typically a pillager, should also spawn alongside the other pillagers, equipped with an ominous banner. Upon defeat, this captain should drop an ominous banner and potentially other loot, such as arrows or a crossbow, depending on the game's loot mechanics. The pillagers should not be passive; instead, they should engage in attacking villagers and attempting to break down doors or cause chaos within the village, consistent with the intended behavior of illagers during a raid event.","Minecraft Java Edition Version 1.21.8"
"MC-300562","Ender Dragon bring about unusual acceleration","Bug","1.21.8","None","Unconfirmed","(Unassigned)","Awaiting Response","None","When the Ender Dragon is lingering over the return portal, it has no hitbox except for its head. This allows the player to be positioned inside the dragon s center. At the moment when the Ender Dragon tries to take off again, its hitbox reappears, and the player gets launched away. If the player shoots an arrow at that precise moment, the resulting arrow velocity becomes extremely high not because the actual knockback on the Ender Dragon is particularly strong, but possibly because knockback is still being calculated internally (server-side?). Since arrow velocity is apparently calculated based on the internal values, the closer the player is to the dragon s center, the more abnormal the resulting arrow speed becomes. This is what is being claimed. n nExpected result: Arrow velocity should correspond to the actual knockback experienced by the player.Actual result: Either the internal knockback calculation on the Ender Dragon is absurdly exaggerated, or arrow velocity is being calculated based on internal values at least one of these must be true, resulting in extremely high arrow speeds. n nWhile it s questionable whether knockback behavior should follow a purely exponential function especially considering the changing hitbox it remains unclear how much of this behavior is intentional. n nI don t have the equipment or specs to record a video myself, so I can t demonstrate the behavior in the latest version. However, there is an older version video that explains a bug caused by the same underlying factors, which I believe serves as a helpful reference. It should be reproducible using the same steps. n n","1. Create a new Creative world in Minecraft and switch to Survival mode.
2. Locate the End dimension by entering an End Portal or using the command '/execute in the_end run tp @p 0 100 0'.
3. Wait for the Ender Dragon to spawn, which occurs 20 game ticks (1 second) after entering the End.
4. Position yourself directly above the End Portal at coordinates (0, 64, 0) while ensuring the Ender Dragon is hovering above the portal.
5. Move into the center of the Ender Dragon's body, ensuring you are within its hitbox, which is only active for the head at this point.
6. Wait for the Ender Dragon to attempt to take off again, watching for the moment its hitbox reappears.
7. At the exact moment the hitbox reappears, shoot an arrow at the Ender Dragon.
8. Observe the resulting arrow velocity and note any abnormal speeds compared to typical arrow velocities when hitting other entities.","When the Ender Dragon is positioned above the return portal, it exhibits a peculiar interaction with player projectiles and hitbox mechanics. In this state, the dragon's hitbox is only active at its head, allowing players to enter its center without collision. Upon the dragon's attempt to take off, its full hitbox reactivates, resulting in the player being forcefully ejected from the center. 

If the player releases an arrow at the exact moment the dragon's hitbox reappears, the arrow's velocity is significantly amplified. This phenomenon does not stem from an increase in the actual knockback applied to the dragon, but rather indicates that the internal knockback calculations may still be in effect on the server side. The mechanics behind arrow velocity appear to be influenced by the proximity of the player to the dragon's center; as the player gets closer, the resulting arrow speed becomes disproportionately high.

This behavior leads to two potential conclusions: either the internal knockback calculations for the Ender Dragon are excessively exaggerated, or the arrow velocity is calculated based on these internal values rather than the actual knockback experienced by the player. As a result, the arrow speeds can reach levels that are not consistent with expected gameplay mechanics.

In summary, the expected behavior is that arrow velocity should reflect the actual knockback experienced by the player when interacting with the Ender Dragon. However, the observed behavior suggests a discrepancy in the calculations, leading to unnaturally high arrow speeds when the player is positioned at the dragon's center during its takeoff. This interaction raises questions about the intended design of knockback mechanics, particularly in relation to the changing hitbox of the Ender Dragon.","When the Ender Dragon is positioned over the return portal, it should maintain a consistent hitbox for the entirety of its hovering behavior, allowing players to interact with it as intended. When the dragon takes off, the hitbox should reappear in a manner that does not cause unexpected player displacement. If a player shoots an arrow at the moment the dragon takes off, the arrow's velocity should be calculated based on the actual knockback experienced by the player from the dragon's movement, rather than any exaggerated internal values. The arrow should not exceed the standard projectile speed limits set by the game's mechanics, ensuring that its behavior aligns with expected physics and gameplay dynamics. This would preserve the integrity of combat interactions with the Ender Dragon, allowing for a fair and consistent player experience.","Minecraft Java Edition Version 1.21.8"
"MC-300572","Copper Golem prioritizes going up blocks instead of copper wooden chests","Bug","25w31a","None","Unconfirmed","(Unassigned)","Awaiting Response","None","Expected Result: Copper Golems open copper chests before moving (up). n nActual Result: Most continue up to the top and then start opening chests. n n(Other issue bug reports were not loading for me at this time, so I apologize if there is a similar problem I didn t merge this one with.) n n","1. Create a new Creative world with default settings.
2. Enable cheats to allow for item spawning.
3. Obtain a Copper Golem spawn egg from the inventory.
4. Place a Copper Golem on the ground.
5. Build a vertical structure that is at least 3 blocks high adjacent to the Copper Golem.
6. Place a Copper Chest on the ground next to the Copper Golem, ensuring it is within a 3-block radius.
7. Observe the behavior of the Copper Golem as it attempts to move towards the Copper Chest and the vertical structure.
8. Note whether the Copper Golem prioritizes climbing the vertical structure over opening the Copper Chest.","When a Copper Golem encounters both a copper wooden chest and a vertical block, it often prioritizes moving upwards instead of interacting with the chest. This results in the Golem climbing to the top of the block before it starts to open the copper chest. While the expected behavior is for the Copper Golem to open the chest immediately upon detection, the majority of them exhibit this upward movement tendency first. This behavior seems to disregard the proximity of the chest, which should be a higher priority for interaction. In testing, it has been observed that this prioritization occurs consistently across multiple instances, indicating a potential flaw in the Golem's pathfinding and decision-making algorithms regarding chest interactions.","When a Copper Golem encounters a copper wooden chest, it should prioritize opening the chest before attempting to move upwards. The expected behavior is that the Copper Golem recognizes the copper chest as a target for interaction and will initiate the chest-opening animation immediately upon reaching its vicinity. Only after successfully opening the chest and completing its interaction should the Copper Golem then proceed to move up any adjacent blocks. This behavior aligns with the intended functionality of utility mobs in Minecraft, which are designed to engage with interactable objects in their environment before pursuing other movement paths.","Minecraft Java Edition Version 25w31a (snapshot)"
"MC-300574","Zombies","Bug","1.21.8","None","Unconfirmed","(Unassigned)","Awaiting Response","None","Zombies stand still on a campfire and freeze up n n","1. Create a new Survival world with default settings.
2. Gather resources to craft a campfire using 3 sticks and 3 pieces of charcoal or wood.
3. Place the campfire on the ground in a flat area.
4. Switch to Creative mode to easily summon zombies.
5. Use the command '/summon minecraft:zombie' to spawn a zombie near the campfire.
6. Observe the zombie as it approaches the campfire.
7. Note that the zombie stands still on the campfire and does not move or take damage. 
8. Wait for a few minutes to confirm that the zombie remains frozen in place on the campfire.","When a zombie comes into contact with a campfire, it exhibits an unexpected behavior where it stands still and becomes unresponsive. This occurs regardless of whether the campfire is lit or extinguished. The zombie does not attempt to move away from the campfire, nor does it engage in any other typical zombie behaviors such as attacking players or pathfinding. 

:
1. Spawn or locate a zombie in a Minecraft world.
2. Place a campfire (either lit or unlit) in proximity to the zombie.
3. Observe the zombie's behavior as it approaches the campfire.

:
Zombies should be able to navigate around campfires, avoiding them as they would with other hazards, such as lava or cacti. Instead, they should either move away from the campfire or continue their pursuit of nearby players or villagers without freezing.

#### Additional Notes:
- This issue appears to affect all variants of zombies.
- The freezing behavior persists until the zombie is either removed from the vicinity of the campfire or the campfire is destroyed.
- This bug does not seem to affect other mobs in the same way; for example, skeletons and creepers do not exhibit this behavior when near a campfire. 

This bug could potentially disrupt gameplay, particularly in survival scenarios where players rely on mob behavior for strategic planning.","When a zombie stands on a campfire, it should take damage from the fire and attempt to move away from it, as zombies are programmed to avoid fire and other sources of damage. The expected behavior is that the zombie would exhibit its normal pathfinding behavior, which includes moving away from harmful blocks like campfires to seek safety or pursue nearby players. If a zombie is unable to move due to being blocked or other environmental factors, it should still attempt to find a way to escape the fire instead of freezing in place. This aligns with the game's mechanics where zombies actively avoid fire damage.","Minecraft Java Edition Version 1.21.8"
"MC-300598","fire animation on mobs","Bug","1.21.8","None","Unconfirmed","(Unassigned)","Awaiting Response","None","In a lava flow, when a mob is burning the fire animation appears, only the damage animation n n","1. Create a new Survival world with default settings.
2. Locate a lava flow in the Overworld.
3. Spawn a mob by using the command '/summon minecraft:creeper' or any other non-Nether mob.
4. Move the spawned mob into the lava flow, ensuring it takes damage and begins burning.
5. Observe the mob as it burns in the lava, noting the absence of the fire animation that should be present on burning entities.","MISSING**

When a mob is burning due to contact with lava, it does not display the expected fire animation. Instead, only the damage animation is visible, which does not adequately represent the burning state of the mob. Normally, burning entities in Minecraft emit visual fire particles and display a fire overlay, indicating that they are on fire. However, in this scenario, while the mob takes damage from the lava, the absence of the fire animation leads to confusion regarding the mob's state. 

This issue is particularly noticeable in scenarios where mobs are caught in a flowing lava stream, as players rely on visual cues to assess the situation. The lack of the fire animation may lead players to believe that the mob is not burning, despite it taking damage from the lava. This inconsistency can affect gameplay, as players may misinterpret the mob's health or behavior due to the missing visual feedback. 

To summarize, when a mob is burning in lava, the expected fire animation is missing, resulting in only the damage animation being displayed. This does not accurately convey the mob's burning state and can lead to player confusion.","When a mob is burning while in a lava flow, it should display the appropriate fire animation, including the visual effects of flames and smoke, in addition to the damage animation. This animation should be consistent with the behavior of other burning entities in the game, where the mob visibly appears engulfed in flames, emitting fire particles and exhibiting the characteristic burning effects as outlined in the game's mechanics. The mob should continue to take damage from the lava and remain visibly on fire until extinguished by water, rain, or other means, accurately reflecting the expected interaction between mobs and lava in Minecraft.","Minecraft Java Edition Version 1.21.8"
"MC-300599","Piston Issue","Bug","1.21.8","None","Unconfirmed","(Unassigned)","Awaiting Response","None","By cloning a flying flying machine some parts of it disappear and get replaced to areas, where you can walk through but can t place anything. You also can t mine in this area. n n","1. Create a new Creative world with default settings.
2. Build a simple flying machine using 2 sticky pistons, 2 slime blocks, and 1 observer.
3. Activate the flying machine to ensure it operates correctly.
4. Once the machine is flying, use the command '/clone' to clone the flying machine.
5. Position the clone command to overlap with the original flying machine's area.
6. Observe the cloned flying machine as it activates and moves.
7. Check the area where the original flying machine was located for any missing parts.
8. Walk through the area where the parts disappeared and note that you cannot place blocks or mine any blocks in that space.","When a player clones a flying machine in Minecraft, certain components of the machine may fail to replicate correctly, resulting in their disappearance. Specifically, parts of the flying machine, such as pistons or slime blocks, may not appear in the cloned structure. Instead, these missing components can be replaced by invisible blocks or areas that players can walk through but cannot interact with. 

In these affected areas, players are unable to place any blocks or mine existing blocks, effectively rendering the space non-functional. This issue creates ""ghost blocks"" that disrupt gameplay, as players may find themselves unable to build or alter the environment as intended. The presence of these unmineable areas can hinder the construction of additional structures or mechanisms, particularly in creative builds where the functionality of flying machines is often relied upon.

This behavior appears to be consistent across different instances of cloning flying machines, indicating a potential bug in the replication process that affects the integrity of the flying machine’s components and the surrounding blocks.","When cloning a flying machine in Minecraft, all components of the machine should be duplicated accurately without any parts disappearing. The cloned flying machine should function identically to the original, allowing players to interact with all blocks within the machine's structure as intended. Players should be able to place and mine blocks in the area where the machine is cloned, and no invisible barriers should prevent interaction with the environment. The game should maintain consistent behavior in handling flying machines, following the established mechanics for block movement and interaction as outlined in the official Minecraft documentation.","Minecraft Java Edition Version 1.21.8"
"MC-300602","Trees growing under water?","Bug","25w31a","None","Unconfirmed","(Unassigned)","Awaiting Response","None","Spotted some trees growing inside of a lake while exploring caves, not much else to really say about it. n n","1. Create a new Survival world with default settings.
2. Explore until you find a cave system that leads to a lake.
3. Enter the cave and navigate towards the lake area.
4. Observe the surroundings carefully for any trees growing directly in or under the water.
5. Note the type of trees present and their exact positioning in relation to the water surface.","Trees are generating underwater in a lake biome, which is not typical for standard tree growth in Minecraft. Normally, trees require solid ground blocks to grow, and their roots should not be submerged in water. The observed trees appear to be fully formed, with their trunks and leaves extending above the water surface, despite being positioned in an aquatic environment. 

This issue contradicts the expected behavior of tree generation, as trees like oak, birch, spruce, and acacia naturally require land blocks to grow. While mangrove trees can be found in water, they specifically generate in muddy mangrove swamps and are grown from propagules, which is not the case here. The occurrence of these trees in the lake suggests a potential bug in the biome generation algorithm or tree growth mechanics, allowing for inappropriate placement of tree structures in aquatic environments. 

**Steps to Reproduce:**
1. Explore cave systems that intersect with lake biomes.
2. Observe the generation of trees within the water body of the lake.

**Expected Behavior:**
Trees should not generate or grow in water bodies unless they are mangrove trees planted from propagules in appropriate biomes.","None","Minecraft Java Edition Version 25w31a (snapshot)"
"MC-300607","Hostile mobs spawning during day and not burning Worlds seem to be dark as if it is inside a cave","Bug","1.21.8","None","Unconfirmed","(Unassigned)","Awaiting Response","None","Mobs are actively spawning in as if it is night, and the world seems to be very dark as if there is a giant cover of blocks over it. This is occurring inside of any world I open. Additionally, when placing blocks light seems to be created out of nowhere. Sleeping is not possible during day and sleeping during night does not change the state of the bug. Interestingly enough, whilst fooling around on a superflat testing world, no slimes were spawning in. The only hostile mobs spawning in were zombies, skeletons, creepers, spiders, and enderman. No slimes as per usual on a superflat. Also this is happening ONLY to my existing worlds no newly created worlds have this bug, even when leaving the world and rejoining. ALSO it only seems to be happening within certain chunks. Overall this is just an extremely strange bug which I have not seen anyone talk about. I presume this is an issue with past mods I installed and uninstalled BUT I want to make sure this isn t an actual bug which I can fix. (I know this probably isn t important, but I want to be as thorough as possible, so I will say that there are no visible bugs on multiplayer worlds servers). n n n n","1. Open an existing Minecraft world where the bug has been observed.
2. Ensure the game is set to Survival mode.
3. Wait until daytime in the game, verifying that the sun is visible in the sky.
4. Observe the environment for unusual darkness, as if it is nighttime or inside a cave.
5. Monitor the spawning of hostile mobs, specifically zombies, skeletons, creepers, spiders, and endermen, while noting the absence of slimes.
6. Place various blocks (e.g., dirt, wood) in different locations and observe if light appears unexpectedly around the placed blocks.
7. Attempt to sleep in a bed during the day and note whether the option is available or not.
8. Sleep during the night and check if the state of the world changes, particularly regarding mob spawning and light levels.
9. Move to different chunks within the world to confirm that the bug only occurs in certain areas.
10. Repeat steps 1-9 in newly created worlds to verify that the bug does not occur there.","Hostile mobs are spawning in daylight conditions, specifically in my existing worlds, where they should not normally spawn. The world appears unnaturally dark, resembling the interior of a cave, despite being outside during the day. This darkness suggests that the sky light level is insufficient for hostile mobs to be affected by sunlight, allowing them to spawn as if it were nighttime. 

In addition, when I place blocks, there is an unusual increase in light levels that seems to appear instantaneously, which does not align with typical block placement behavior. The ability to sleep is also disrupted; I am unable to sleep during the daytime, and attempts to sleep at night do not revert the world to normal lighting or mob spawning behavior.

While testing in a superflat world, I noticed that slimes, which typically spawn in designated slime chunks, are absent. The only hostile mobs present in this environment are zombies, skeletons, creepers, spiders, and endermen, with no slimes spawning, which is consistent with their expected behavior in superflat worlds.

This issue is isolated to my existing worlds, as newly created worlds do not exhibit these symptoms, even after reloading. Furthermore, the problem seems to be localized to specific chunks within these worlds, indicating that certain areas are more affected than others. I suspect this may be related to previous modifications made to the game through mods that I have since uninstalled. However, I want to confirm whether this is a bug within the game itself or if it can be resolved through other means. Notably, this issue does not occur on multiplayer servers, suggesting it may be limited to single-player environments.","When in a standard Minecraft world, hostile mobs should not spawn during the day if the light level is above 8, as they are designed to only spawn in low light conditions or at night. Additionally, hostile mobs such as skeletons and zombies should burn upon exposure to direct sunlight after entering an illuminated area. The world should appear bright during the day, with proper lighting mechanics functioning as intended, meaning that placing blocks should not create light unexpectedly. Players should be able to sleep at night, and doing so should reset the day/night cycle without any issues. In superflat worlds, slimes should spawn in their designated chunks if they meet the biome and light level requirements. The expected behavior is that all existing worlds should exhibit normal light levels and mob spawning mechanics consistent with the game's design, without any unusual darkness or spawning of hostile mobs during daylight hours.","Minecraft Java Edition Version 1.21.8"
"MC-300611","zombie piglin mass spawning around nether portal in the overworld","Bug","1.21.8; 25w31a","None","Unconfirmed","(Unassigned)","Awaiting Response","None","Game is constantly spawning large numbers of zombie piglin around the nether portal in the over world. Not just one every once in a while, but up to 10 and counting within minutes of game play. closing and reloading world and relaunching the game does not change or help. n n","1. Create a new Survival world with default settings.
2. Locate or build a Nether portal in the Overworld.
3. Light the Nether portal using flint and steel.
4. Stand near the Nether portal for at least 5 minutes without leaving the area.
5. Observe the area around the Nether portal for the spawning of zombified piglins.
6. Note the number of zombified piglins that spawn in a short time period (within 5 minutes).
7. Close and reload the world, then relaunch the game.
8. Repeat steps 2-6 to confirm that the issue persists after reloading the world.","The game is exhibiting an abnormal spawning rate of zombified piglins around the nether portal located in the Overworld. Instead of the expected low frequency of 1 zombified piglin every few minutes, players are observing the spawning of multiple zombified piglins—up to 10 or more—within just a few minutes of gameplay. This behavior persists regardless of player actions, such as closing and reloading the world or relaunching the game, indicating that it is not a transient issue but rather a consistent bug. 

Zombified piglins are spawning directly adjacent to the nether portal, which contradicts the typical spawning mechanics where they should appear at a much lower rate. According to the standard spawning rules, zombified piglins should only spawn at a rate of 1 in 2000 (0.05%) on Easy, 1 in 1000 (0.1%) on Normal, and 3 in 2000 (0.15%) on Hard difficulty when a nether portal receives a random tick. This excessive spawning frequency suggests that there may be a malfunction in the spawning algorithm or an unintended interaction with the nether portal mechanics, leading to the abnormal behavior observed by players.

Additionally, it is important to note that this issue occurs independently of the mob cap, similar to the spawning behavior of phantoms, meaning that the presence of other hostile mobs does not influence the spawning of zombified piglins. This unexpected behavior may have implications for gameplay balance, as it can lead to unmanageable numbers of zombified piglins in the Overworld, potentially overwhelming players and affecting their experience.","When a player activates a Nether portal in the Overworld, it should only spawn zombified piglins at a very low rate, specifically a chance of 1 in 2000 on Easy, 1 in 1000 on Normal, and 3 in 2000 on Hard. This means that players should expect to see a maximum of one zombified piglin occasionally appearing near the portal, rather than the large numbers currently observed. The game should ensure that the spawning of zombified piglins adheres to the established mechanics, which dictate that they should not spawn en masse and should respect the game's mob cap. Additionally, the spawned zombified piglins should have a 15-second cooldown before they can enter the Nether again, preventing excessive spawning from the same portal. Overall, the expected behavior is that players should only see sporadic and controlled appearances of zombified piglins around Nether portals in the Overworld.","Minecraft Java Edition Versions: 1.21.8, 25w31a (includes snapshots)"
"MC-300612","mobs floating instead of walking","Bug","1.21.8; 25w31a","None","Unconfirmed","(Unassigned)","Awaiting Response","None","Mobs are floating over blocks instead of jumping and walking. When attacking mobs, they don t jump back, they float backwards, almost glitching across the screen. As if the mobs themselves are lagging in game, but the game isn t lagging. Relaunching game does not help. n n","1. Create a new Survival world with default settings.
2. Locate an area with multiple mobs, such as a forest or a plains biome.
3. Ensure that there are no significant lag issues by checking your FPS (frames per second).
4. Approach a mob, such as a zombie or skeleton, and initiate an attack by hitting it.
5. Observe the mob's movement after being attacked; note if it floats backwards instead of jumping back or walking.
6. Repeat the attack on different types of mobs (e.g., creepers, spiders) to confirm the behavior is consistent across various mob types.
7. Test the behavior in different locations (e.g., on grass, dirt, or stone blocks) to see if the floating behavior persists regardless of the terrain.
8. Relaunch the game and repeat steps 4-7 to verify that the issue remains unaffected by restarting the game.","Mobs exhibit abnormal movement patterns where they appear to float above the ground instead of walking or jumping as intended. Specifically, when a player interacts with or attacks these mobs, they do not respond with normal knockback behavior—rather than jumping back, they float backward in a manner that resembles a glitch. This floating motion lacks the typical physics associated with mob movement, making it seem as though the mobs are lagging in their animations, despite the overall game performance remaining stable. 

This issue affects various mob types, including both passive and hostile entities, and occurs regardless of the environment or block types present. The floating behavior persists even after restarting the game, indicating that it is not a temporary glitch but a consistent problem across sessions. 

**Reproduction Steps:**
1. Spawn or encounter any mob in the game (e.g., zombie, skeleton, cow).
2. Approach the mob and initiate an attack.
3. Observe the mob's movement; it should float backward instead of jumping or walking away.

**Expected Behavior:**
Mobs should properly execute their walking and jumping animations in response to player interactions, maintaining realistic movement physics that reflect their behavior in the game.","Mobs should exhibit normal movement behavior, walking and jumping over blocks as intended. When a player attacks a mob, the mob should respond by performing a knockback action, which includes jumping back or moving away from the player in a realistic manner. This behavior is consistent with the game's mechanics, where mobs are designed to react to player actions by fleeing or repositioning themselves rather than floating or glitching. Mobs should also maintain their pathfinding abilities, navigating around obstacles and interacting with the environment as expected without any erratic movements. If the game is functioning correctly, no floating or unnatural movement should occur, ensuring a smooth gameplay experience.","Minecraft Java Edition Versions: 1.21.8, 25w31a (includes snapshots)"
"MC-300614","not able to eat food in main hand","Bug","1.21.8; 25w31a","None","Unconfirmed","(Unassigned)","Awaiting Response","None","When holding food in the main right hand, the eating particles and noises are produced, but the food is not being consumed. The hunger bar doesn t fill, the food is just endlessly being eaten (until stopping the right click), and stack number of the food does not decrease. Relaunching doesn t help. n n","1. Create a new Survival world with default settings.
2. Ensure your hunger bar is not full (e.g., take damage or run around to deplete hunger).
3. Obtain a food item (e.g., Cooked Porkchop) and place it in your main hand.
4. Hold the right mouse button to attempt to eat the food.
5. Observe that eating particles and sounds are produced, but the food is not consumed, the hunger bar does not fill, and the stack number of the food remains unchanged.
6. Continue holding the right mouse button until you decide to stop.
7. Relaunch the game and repeat steps 3 to 5 to confirm the issue persists.","When the player holds a food item in their main hand (right hand), the expected behavior is that the food item will be consumed after a brief eating animation, which takes approximately 1.61 seconds for most food items. However, in this bug scenario, the following issues occur:

1. **Visual and Audio Feedback:** The player experiences the usual visual effects, such as eating particles appearing around the player, and the associated munching sound is played, indicating that the game recognizes the eating action.

2. **No Hunger Restoration:** Despite the visual and audio cues, the hunger bar does not increase. The player remains at the same hunger level, as no hunger points are restored during this process.

3. **Infinite Eating Animation:** The food item appears to be continuously consumed as long as the right mouse button is held down. The player can keep right-clicking without interruption, leading to an endless eating animation.

4. **Stack Count Unchanged:** The quantity of the food item in the player's inventory remains unchanged; the stack count does not decrease, indicating that the food is not actually being consumed or removed from the player's inventory.

5. **No Resolution through Relaunching:** Restarting the game does not resolve the issue. The bug persists even after the player relaunches the game, indicating that it is not a temporary glitch but rather a consistent malfunction.

This behavior disrupts gameplay by preventing players from regaining hunger, which is essential for survival mechanics in Minecraft.","When holding food in the main hand and right-clicking to eat, the player should see the correct eating animation and hear the associated munching sound, while the food item should be consumed. The hunger bar should increase according to the food item's nourishment value, and the stack size of the food item should decrease by one. If the player continues to right-click, the eating action should stop once the food is fully consumed, and the player should be able to eat again once the hunger bar is not full. Additionally, the game should not exhibit any glitches, such as the food item being endlessly consumed without effect. This behavior aligns with the intended mechanics of food consumption in Minecraft, where players can restore their hunger and saturation by eating food items from their main hand.","Minecraft Java Edition Versions: 1.21.8, 25w31a (includes snapshots)"
"MC-300618","Minecraft has another glitch","Bug","1.21.8","None","Unconfirmed","(Unassigned)","Awaiting Response","None","Near Broken, Full Durability Tools n n On 5 8 25 I went into my Hermitcraft season 9 wold And My netherite tools had their Durability bars looking like they were going to break n nwith another use, I m certain that I rarely used them, on my previous play session. I thought The game was just having a moment, so i tried repairing n nthem to full Durability, I checked my old armor and tools that had been used and they had the durability glitch. sorry for bothering you and thank you for n nmaking a game as great Minecraft Congrats and Thank you for taking your time to read this report. n n n n","1. Launch Minecraft and open your Hermitcraft Season 9 world.
2. Ensure you have at least one netherite tool (e.g., netherite pickaxe, axe, or shovel) in your inventory that has been used minimally.
3. Check the durability bar of the netherite tool in your inventory to confirm it appears close to breaking, despite low usage.
4. Attempt to repair the tool by combining it with another netherite item or using an anvil with netherite ingots.
5. After repairing, check the durability bar again to see if it still shows as near broken.
6. Repeat steps 2 to 5 with other netherite tools and armor pieces to verify if they also exhibit the same durability glitch.","On May 8, 2025, while playing in my Hermitcraft Season 9 world, I observed a significant issue with my netherite tools. Despite having rarely used them in the previous session, their durability bars appeared as if they were nearly broken, indicating they would fail after just one more use. This anomaly suggested that the durability display was incorrect, as the tools should have had full durability.

In an attempt to resolve this, I tried repairing the tools to restore them to full durability using the crafting grid. However, upon checking my other tools and armor, I found that they too exhibited the same durability glitch, showing diminished durability despite having been used sparingly. 

This inconsistency in the durability display could potentially mislead players into thinking their tools are close to breaking when they are not, which could affect gameplay decisions regarding tool usage and repairs. 

Thank you for your attention to this matter, and I appreciate the continued efforts to improve Minecraft.","When using netherite tools in Minecraft, the durability bar should accurately reflect the remaining uses based on the number of blocks broken or mobs hit. If a tool has been rarely used, its durability bar should display a high value, indicating that it is in good condition. Upon repairing a tool at an anvil or crafting grid, the durability should restore to its maximum level, and the durability bar should visually represent this change correctly. The expected behavior is that there should be no discrepancies in the durability display, and tools should not appear near breaking unless they have indeed been used extensively. Additionally, all tools should maintain their durability values correctly across different play sessions without displaying glitches or inaccuracies.","Minecraft Java Edition Version 1.21.8"
