"timestamp","version","phase","row_index","total_rows","issue_key","status","prediction","reason","s2r_reproducibility","s2r_validity","s2r_failure_type","expected_behavior_presence","expected_behavior_quality","observed_behavior_presence","observed_behavior_quality","error_message","model","prompt_version","seed","system_fingerprint","input_tokens","cached_input_tokens","output_tokens","total_tokens","cost_usd"
"2026-07-11T10:04:53","improved","pilot","11","26","MC-301151","valid_json","Executable","The steps provide a clear and actionable path to reproduce the graphical freeze issue, requiring only general game knowledge.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V18_PilotCandidate","210","fp_4e2e0e5f15","5047","0","229","5276","0.00089445"
"2026-07-11T10:04:56","improved","pilot","12","26","MC-300562","valid_json","Executable","The steps provide a clear and actionable path to reproduce the bug, detailing the necessary setup and actions to observe the intended behavior.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V18_PilotCandidate","210","fp_4e2e0e5f15","5619","0","230","5849","0.00098085"
"2026-07-11T10:05:00","improved","pilot","13","26","MC-300836","valid_json","Executable","The steps provide a clear and actionable path to reproduce the bug, requiring only general game knowledge.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V18_PilotCandidate","210","fp_4e2e0e5f15","4934","0","209","5143","0.00086550"
"2026-07-11T10:05:03","improved","pilot","14","26","MC-300033","valid_json","Executable","The steps provided are clear and actionable, allowing a tester to reproduce the bug as intended.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V18_PilotCandidate","210","fp_4e2e0e5f15","5117","0","204","5321","0.00088995"
"2026-07-11T10:05:07","improved","pilot","15","26","MC-300774","valid_json","Executable","The steps provide a clear and actionable path to reproduce the issue of streaming Minecraft in Discord, aligning with the original intent.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V18_PilotCandidate","210","fp_4e2e0e5f15","4862","0","237","5099","0.00087150"
"2026-07-11T10:05:11","improved","pilot","16","26","MC-300409","valid_json","Non-Executable","The report does not specify the necessary custom setup or conditions required for a Piglin to drop a command block, which is an unusual item drop.","Irreproducible","Not Applicable","Missing Information","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V18_PilotCandidate","210","fp_4e2e0e5f15","4919","0","251","5170","0.00088845"
"2026-07-11T10:05:15","improved","pilot","17","26","MC-300891","valid_json","Non-Executable","The report does not explicitly establish that the music disc 'Tears' is playing before checking the jukebox's state, which is necessary to reproduce the issue.","Irreproducible","Not Applicable","Missing Information","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V18_PilotCandidate","210","fp_4e2e0e5f15","4779","0","255","5034","0.00086985"
"2026-07-11T10:05:19","improved","pilot","18","26","MC-300737","valid_json","Executable","The steps provide a clear and actionable path to reproduce the bug, detailing the setup and actions required to trigger the ConcurrentModificationException.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V18_PilotCandidate","210","fp_4e2e0e5f15","5482","0","226","5708","0.00095790"
"2026-07-11T10:05:23","improved","pilot","19","26","MC-301132","valid_json","Executable","The steps provide a clear and actionable path to reproduce the bug, detailing the necessary setup and actions to observe the intended behavior.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V18_PilotCandidate","210","fp_4e2e0e5f15","4962","0","233","5195","0.00088410"
"2026-07-11T10:05:27","improved","pilot","20","26","MC-300420","valid_json","Executable","The steps provide a clear and actionable path to reproduce the bug, requiring only general game knowledge.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V18_PilotCandidate","210","fp_4e2e0e5f15","5015","0","211","5226","0.00087885"
"2026-07-11T10:05:30","improved","pilot","21","26","MC-301221","valid_json","Non-Executable","The steps require the use of commands in a default Survival world, which is not permitted without enabling cheats.","Irreproducible","Not Applicable","Wrong Information","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V18_PilotCandidate","210","fp_4e2e0e5f15","5008","0","211","5219","0.00087780"
"2026-07-11T10:05:34","improved","pilot","22","26","MC-300973","valid_json","Executable","The steps provide a clear and actionable path to reproduce the bug regarding the copper golem's oxidation behavior.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V18_PilotCandidate","210","fp_4e2e0e5f15","4968","0","212","5180","0.00087240"
"2026-07-11T10:05:37","improved","pilot","23","26","MC-301125","valid_json","Executable","The steps provide a clear and actionable path to reproduce the issue of being unable to mine or place blocks, aligning with the original intent.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V18_PilotCandidate","210","fp_4e2e0e5f15","4787","0","233","5020","0.00085785"
"2026-07-11T10:05:40","improved","pilot","24","26","MC-301203","valid_json","Executable","The steps provide a clear and actionable path to reproduce the issue of the skin and cape not appearing in-game after changing devices.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V18_PilotCandidate","210","fp_4e2e0e5f15","4881","0","236","5117","0.00087375"
"2026-07-11T10:05:44","improved","pilot","25","26","MC-300031","valid_json","Executable","The steps provide a clear and actionable path to reproduce the issue of vindicators not spawning during raids, requiring only general game knowledge.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V18_PilotCandidate","210","fp_4e2e0e5f15","4889","0","220","5109","0.00086535"
"2026-07-11T10:05:47","improved","pilot","26","26","MC-301159","valid_json","Non-Executable","The steps do not provide enough detail about the specific layout and power state of the rail junction and redstone block, which are critical for reproducing the bug.","Irreproducible","Not Applicable","Missing Information","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V18_PilotCandidate","210","fp_4e2e0e5f15","4788","0","243","5031","0.00086400"
