BUG-ID,S2R Label,S2R Irrep Category,Reason,OB Category,OB Label,Reason,EB Category,EB Label,Reason
MC-301135 Improved,Non-Executable,Missing Information,"There should be a step checking whether the iron golem plant is a poppy or a flower. The last steps. Iron Golems could drop the item of a flower on death as well, which is not addressed.",Present,Insufficient,It should also mention the iron golem will drop the flower on death. This ambiguity could be spesified.,Present,Accurate,
MC-301141 Improved,Non-Executable,Wrong Information,the steps are not align with the game mechanics,Present,Insufficient,LLM assumed this issue stems from only certain blocks,Present,Inaccurate,"Most transparent blocks (glass, ice, leaves) do NOT support carpet placement at all"
MC-301151 Improved,Executable,,,Present,Sufficient,,Present,Accurate,
MC-301157 Improved,Executable,,,Present,Sufficient,,Present,Accurate,
MC-301159 Improved,Non-Executable,Wrong Information,Redstone torchs are always active,Present,Sufficient,,Present,Inaccurate,rails cannot change position
MC-301170 Improved,Executable,,,Present,Sufficient,,Present,Accurate,
MC-301171 Improved,Executable,,,Present,Sufficient,,Present,Inaccurate,You cannot interact with the chest while seated.
MC-301173 Improved,Executable,,,Present,Sufficient,,Present,Accurate,
MC-301176 Improved,Executable,,"Single player mode allows LAN access to see friends, but this is a minor step regarding the bug's overall aim.",Present,Sufficient,,Present,Accurate,
MC-301183 Improved,Executable,,,Present,Sufficient,,Present,Accurate,
MC-301184 Improved,Non-Executable,Missing Information,The instructions for creating a transparent wall piston are unclear.,Present,Sufficient,,Present,Accurate,
MC-301202 Improved,Non-Executable,Wrong Information,he user's bug is about the golem's interaction with a chest's inventory. The AI's S2R is about the golem's interaction with a dropped item entity,Present,Sufficient,,Present,Accurate,
MC-301203 Improved,Executable,,,Present,Sufficient,,Present,Accurate,
MC-301205 Improved,Executable,,,Present,Sufficient,,Present,Accurate,
MC-301221 Improved,Non-Executable,Wrong Information,in survival mode /summon command not active in default settings,Present,Sufficient,,Present,Accurate,
MC-301222 Improved,Executable,,,Present,Sufficient,,Present,Accurate,
MC-301234 Improved,Non-Executable,Wrong Information,"the command is not for rotation, for teleport",Present,Sufficient,,Present,Accurate,
MC-301252 Improved,Non-Executable,Wrong Information,Step 7 is impossible because a block of diamond can not display a sword.,Present,Insufficient,I cannot distinguish which item.,Present,Accurate,
