"issue_key","s2r_label","reason","s2r_reproducibility","s2r_validity","s2r_failure_type","s2r_reason","expected_behavior_presence","expected_behavior_quality","expected_behavior_reason","observed_behavior_presence","observed_behavior_quality","observed_behavior_reason","overall_reason","status","model","prompt_version","input_tokens","cached_input_tokens","output_tokens","total_tokens","cost_usd","timestamp","raw_response"
"MC-300612","Executable","The report provides a clear description of the bug behavior involving mobs floating instead of walking, which allows for an attempt to reproduce the issue.","Not Assessed","Not Applicable","Not Applicable","The report provides a clear description of the bug behavior involving mobs floating instead of walking, which allows for an attempt to reproduce the issue.","Present","Accurate","The expected behavior of mobs walking and jumping normally is clearly implied in the description.","Present","Sufficient","The observed behavior of mobs floating and not responding correctly when attacked is clearly described.","The report effectively communicates the bug's symptoms and expected behavior, making it actionable for reproduction attempts.","valid_json","gpt-4o-mini-2024-07-18","Prompts_Raw_Final_V6_PilotApproved","1841","0","206","2047","0.00039975","2026-07-10T16:12:03","{
  ""issue_key"": ""MC-300612"",
  ""steps_to_reproduce"": {
    ""label"": ""Executable"",
    ""reproducibility"": ""Not Assessed"",
    ""validity"": ""Not Applicable"",
    ""failure_type"": ""Not Applicable"",
    ""reason"": ""The report provides a clear description of the bug behavior involving mobs floating instead of walking, which allows for an attempt to reproduce the issue.""
  },
  ""expected_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Accurate"",
    ""reason"": ""The expected behavior of mobs walking and jumping normally is clearly implied in the description.""
  },
  ""observed_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Sufficient"",
    ""reason"": ""The observed behavior of mobs floating and not responding correctly when attacked is clearly described.""
  },
  ""overall_reason"": ""The report effectively communicates the bug's symptoms and expected behavior, making it actionable for reproduction attempts.""
}"
"MC-300614","Executable","The report provides a clear description of the bug behavior when attempting to eat food, including the main action (holding food in the main hand) and the observed outcome (food not being consumed).","Not Assessed","Not Applicable","Not Applicable","The report provides a clear description of the bug behavior when attempting to eat food, including the main action (holding food in the main hand) and the observed outcome (food not being consumed).","Present","Accurate","The expected behavior of consuming food and filling the hunger bar is clearly implied in the context of the game mechanics.","Present","Sufficient","The report describes the specific issue where the food is not consumed, and the hunger bar does not fill, providing enough detail to understand the problem.","The report is actionable and provides sufficient detail to attempt to reproduce the bug, despite lacking specific reproducibility information.","valid_json","gpt-4o-mini-2024-07-18","Prompts_Raw_Final_V6_PilotApproved","1849","0","240","2089","0.00042135","2026-07-10T16:12:06","{
  ""issue_key"": ""MC-300614"",
  ""steps_to_reproduce"": {
    ""label"": ""Executable"",
    ""reproducibility"": ""Not Assessed"",
    ""validity"": ""Not Applicable"",
    ""failure_type"": ""Not Applicable"",
    ""reason"": ""The report provides a clear description of the bug behavior when attempting to eat food, including the main action (holding food in the main hand) and the observed outcome (food not being consumed).""
  },
  ""expected_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Accurate"",
    ""reason"": ""The expected behavior of consuming food and filling the hunger bar is clearly implied in the context of the game mechanics.""
  },
  ""observed_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Sufficient"",
    ""reason"": ""The report describes the specific issue where the food is not consumed, and the hunger bar does not fill, providing enough detail to understand the problem.""
  },
  ""overall_reason"": ""The report is actionable and provides sufficient detail to attempt to reproduce the bug, despite lacking specific reproducibility information.""
}"
"MC-300618","Non-Executable","The report describes a symptom of durability issues but lacks specific details on how to reproduce the problem, such as the exact actions taken before the tools showed the glitch.","Irreproducible","Not Applicable","Missing Information","The report describes a symptom of durability issues but lacks specific details on how to reproduce the problem, such as the exact actions taken before the tools showed the glitch.","Not Present","Not Applicable","The report does not explicitly state what the expected behavior should be regarding tool durability.","Present","Sufficient","The report describes the observed behavior of tools appearing to be near breaking despite minimal use, which is clear enough to understand.","The report identifies a potential bug with tool durability but lacks the necessary details to reproduce the issue, making it non-executable.","valid_json","gpt-4o-mini-2024-07-18","Prompts_Raw_Final_V6_PilotApproved","1921","0","230","2151","0.00042615","2026-07-10T16:12:10","{
  ""issue_key"": ""MC-300618"",
  ""steps_to_reproduce"": {
    ""label"": ""Non-Executable"",
    ""reproducibility"": ""Irreproducible"",
    ""validity"": ""Not Applicable"",
    ""failure_type"": ""Missing Information"",
    ""reason"": ""The report describes a symptom of durability issues but lacks specific details on how to reproduce the problem, such as the exact actions taken before the tools showed the glitch.""
  },
  ""expected_behavior"": {
    ""presence"": ""Not Present"",
    ""quality"": ""Not Applicable"",
    ""reason"": ""The report does not explicitly state what the expected behavior should be regarding tool durability.""
  },
  ""observed_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Sufficient"",
    ""reason"": ""The report describes the observed behavior of tools appearing to be near breaking despite minimal use, which is clear enough to understand.""
  },
  ""overall_reason"": ""The report identifies a potential bug with tool durability but lacks the necessary details to reproduce the issue, making it non-executable.""
}"
"MC-300620","Executable","The report provides a clear description of the bug behavior related to the fishing bobber's OnGround flag, allowing for an attempt to reproduce the issue.","Not Assessed","Not Applicable","Not Applicable","The report provides a clear description of the bug behavior related to the fishing bobber's OnGround flag, allowing for an attempt to reproduce the issue.","Not Present","Not Applicable","The report does not explicitly state what the expected behavior of the fishing bobber should be when it is on the ground.","Present","Sufficient","The report clearly describes the observed behavior of the fishing bobber's OnGround flag alternating every tick when on the ground.","The report effectively describes the bug but lacks an explicit statement of the expected behavior, making it executable but not fully detailed.","valid_json","gpt-4o-mini-2024-07-18","Prompts_Raw_Final_V6_PilotApproved","1822","0","231","2053","0.00041190","2026-07-10T16:12:16","{
  ""issue_key"": ""MC-300620"",
  ""steps_to_reproduce"": {
    ""label"": ""Executable"",
    ""reproducibility"": ""Not Assessed"",
    ""validity"": ""Not Applicable"",
    ""failure_type"": ""Not Applicable"",
    ""reason"": ""The report provides a clear description of the bug behavior related to the fishing bobber's OnGround flag, allowing for an attempt to reproduce the issue.""
  },
  ""expected_behavior"": {
    ""presence"": ""Not Present"",
    ""quality"": ""Not Applicable"",
    ""reason"": ""The report does not explicitly state what the expected behavior of the fishing bobber should be when it is on the ground.""
  },
  ""observed_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Sufficient"",
    ""reason"": ""The report clearly describes the observed behavior of the fishing bobber's OnGround flag alternating every tick when on the ground.""
  },
  ""overall_reason"": ""The report effectively describes the bug but lacks an explicit statement of the expected behavior, making it executable but not fully detailed.""
}"
"MC-300634","Non-Executable","The report describes lag or hang but lacks specific details on how to consistently reproduce the issue, such as the exact conditions or actions leading to the lag.","Irreproducible","Not Applicable","Missing Information","The report describes lag or hang but lacks specific details on how to consistently reproduce the issue, such as the exact conditions or actions leading to the lag.","Not Present","Not Applicable","The report does not specify what the expected behavior should be when near a trapdoor or climbing stairs.","Present","Sufficient","The report describes experiencing lag or hang for a few milliseconds, which is a clear observation.","The report identifies a performance issue but lacks the necessary details to reproduce the bug consistently, making it non-executable.","valid_json","gpt-4o-mini-2024-07-18","Prompts_Raw_Final_V6_PilotApproved","1829","0","224","2053","0.00040875","2026-07-10T16:12:19","{
  ""issue_key"": ""MC-300634"",
  ""steps_to_reproduce"": {
    ""label"": ""Non-Executable"",
    ""reproducibility"": ""Irreproducible"",
    ""validity"": ""Not Applicable"",
    ""failure_type"": ""Missing Information"",
    ""reason"": ""The report describes lag or hang but lacks specific details on how to consistently reproduce the issue, such as the exact conditions or actions leading to the lag.""
  },
  ""expected_behavior"": {
    ""presence"": ""Not Present"",
    ""quality"": ""Not Applicable"",
    ""reason"": ""The report does not specify what the expected behavior should be when near a trapdoor or climbing stairs.""
  },
  ""observed_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Sufficient"",
    ""reason"": ""The report describes experiencing lag or hang for a few milliseconds, which is a clear observation.""
  },
  ""overall_reason"": ""The report identifies a performance issue but lacks the necessary details to reproduce the bug consistently, making it non-executable.""
}"
"MC-300643","Executable","The report provides sufficient detail about the hardware and the issue experienced, allowing for an attempt to reproduce the problem.","Not Assessed","Not Applicable","Not Applicable","The report provides sufficient detail about the hardware and the issue experienced, allowing for an attempt to reproduce the problem.","Not Present","Not Applicable","The report does not explicitly state what the expected behavior should be when launching the game.","Present","Sufficient","The report clearly describes the observed behavior of the game running in the background without displaying a window.","The report effectively outlines the issue with launching the game on specific AMD graphics cards, but lacks a clear expected behavior statement.","valid_json","gpt-4o-mini-2024-07-18","Prompts_Raw_Final_V6_PilotApproved","2064","0","211","2275","0.00043620","2026-07-10T16:12:23","{
  ""issue_key"": ""MC-300643"",
  ""steps_to_reproduce"": {
    ""label"": ""Executable"",
    ""reproducibility"": ""Not Assessed"",
    ""validity"": ""Not Applicable"",
    ""failure_type"": ""Not Applicable"",
    ""reason"": ""The report provides sufficient detail about the hardware and the issue experienced, allowing for an attempt to reproduce the problem.""
  },
  ""expected_behavior"": {
    ""presence"": ""Not Present"",
    ""quality"": ""Not Applicable"",
    ""reason"": ""The report does not explicitly state what the expected behavior should be when launching the game.""
  },
  ""observed_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Sufficient"",
    ""reason"": ""The report clearly describes the observed behavior of the game running in the background without displaying a window.""
  },
  ""overall_reason"": ""The report effectively outlines the issue with launching the game on specific AMD graphics cards, but lacks a clear expected behavior statement.""
}"
"MC-300647","Non-Executable","The report does not specify how the action of placing a torch is attempted or what specific conditions lead to the inability to do so.","Irreproducible","Not Applicable","Missing Information","The report does not specify how the action of placing a torch is attempted or what specific conditions lead to the inability to do so.","Not Present","Not Applicable","No expected behavior is explicitly stated in the report.","Present","Insufficient","The report states that the user cannot place a torch, but does not provide enough detail on the circumstances or error messages.","The report lacks critical details on how to reproduce the issue, making it non-executable despite mentioning a specific symptom.","valid_json","gpt-4o-mini-2024-07-18","Prompts_Raw_Final_V6_PilotApproved","1779","0","216","1995","0.00039645","2026-07-10T16:12:26","{
  ""issue_key"": ""MC-300647"",
  ""steps_to_reproduce"": {
    ""label"": ""Non-Executable"",
    ""reproducibility"": ""Irreproducible"",
    ""validity"": ""Not Applicable"",
    ""failure_type"": ""Missing Information"",
    ""reason"": ""The report does not specify how the action of placing a torch is attempted or what specific conditions lead to the inability to do so.""
  },
  ""expected_behavior"": {
    ""presence"": ""Not Present"",
    ""quality"": ""Not Applicable"",
    ""reason"": ""No expected behavior is explicitly stated in the report.""
  },
  ""observed_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Insufficient"",
    ""reason"": ""The report states that the user cannot place a torch, but does not provide enough detail on the circumstances or error messages.""
  },
  ""overall_reason"": ""The report lacks critical details on how to reproduce the issue, making it non-executable despite mentioning a specific symptom.""
}"
"MC-300649","Executable","The report provides a clear path to reproduce the issue by creating and activating a resource pack with overlays, which is specific enough for another evaluator to attempt.","Not Assessed","Not Applicable","Not Applicable","The report provides a clear path to reproduce the issue by creating and activating a resource pack with overlays, which is specific enough for another evaluator to attempt.","Present","Accurate","The expected behavior is clearly stated as the resource pack overlays being applied on Linux/macOS, which aligns with the intended functionality of resource packs.","Present","Sufficient","The observed behavior is clearly described as the overlays not being applied, providing a clear contrast to the expected behavior.","The report is well-structured, providing clear steps to reproduce the issue, along with a defined expected and observed behavior, making it actionable for further investigation.","valid_json","gpt-4o-mini-2024-07-18","Prompts_Raw_Final_V6_PilotApproved","1841","0","239","2080","0.00041955","2026-07-10T16:12:30","{
  ""issue_key"": ""MC-300649"",
  ""steps_to_reproduce"": {
    ""label"": ""Executable"",
    ""reproducibility"": ""Not Assessed"",
    ""validity"": ""Not Applicable"",
    ""failure_type"": ""Not Applicable"",
    ""reason"": ""The report provides a clear path to reproduce the issue by creating and activating a resource pack with overlays, which is specific enough for another evaluator to attempt.""
  },
  ""expected_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Accurate"",
    ""reason"": ""The expected behavior is clearly stated as the resource pack overlays being applied on Linux/macOS, which aligns with the intended functionality of resource packs.""
  },
  ""observed_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Sufficient"",
    ""reason"": ""The observed behavior is clearly described as the overlays not being applied, providing a clear contrast to the expected behavior.""
  },
  ""overall_reason"": ""The report is well-structured, providing clear steps to reproduce the issue, along with a defined expected and observed behavior, making it actionable for further investigation.""
}"
"MC-300659","Non-Executable","The report does not specify how the user attempted to download the launcher or what specific actions led to the inability to do so.","Irreproducible","Not Applicable","Missing Information","The report does not specify how the user attempted to download the launcher or what specific actions led to the inability to do so.","Not Present","Not Applicable","The report does not explicitly state what the expected outcome should be when attempting to download the launcher.","Present","Sufficient","The report indicates that the user can no longer download the launcher, which is a clear observed behavior.","The report lacks critical details on how to reproduce the issue, making it non-executable despite clearly stating the observed behavior.","valid_json","gpt-4o-mini-2024-07-18","Prompts_Raw_Final_V6_PilotApproved","1793","0","221","2014","0.00040155","2026-07-10T16:12:34","{
  ""issue_key"": ""MC-300659"",
  ""steps_to_reproduce"": {
    ""label"": ""Non-Executable"",
    ""reproducibility"": ""Irreproducible"",
    ""validity"": ""Not Applicable"",
    ""failure_type"": ""Missing Information"",
    ""reason"": ""The report does not specify how the user attempted to download the launcher or what specific actions led to the inability to do so.""
  },
  ""expected_behavior"": {
    ""presence"": ""Not Present"",
    ""quality"": ""Not Applicable"",
    ""reason"": ""The report does not explicitly state what the expected outcome should be when attempting to download the launcher.""
  },
  ""observed_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Sufficient"",
    ""reason"": ""The report indicates that the user can no longer download the launcher, which is a clear observed behavior.""
  },
  ""overall_reason"": ""The report lacks critical details on how to reproduce the issue, making it non-executable despite clearly stating the observed behavior.""
}"
"MC-300683","Executable","The report provides a clear description of the action (clicking on text-bearing blocks in UIs) and the resulting behavior (game crash), allowing for an attempt to reproduce the issue.","Not Assessed","Not Applicable","Not Applicable","The report provides a clear description of the action (clicking on text-bearing blocks in UIs) and the resulting behavior (game crash), allowing for an attempt to reproduce the issue.","Not Present","Not Applicable","The report does not explicitly state what the expected behavior should be when clicking on text-bearing blocks.","Present","Sufficient","The report clearly describes the observed behavior of the game crashing when the action is performed.","The report is actionable and provides enough detail for reproduction, but lacks an explicit statement of expected behavior.","valid_json","gpt-4o-mini-2024-07-18","Prompts_Raw_Final_V6_PilotApproved","1809","0","222","2031","0.00040455","2026-07-10T16:12:40","{
  ""issue_key"": ""MC-300683"",
  ""steps_to_reproduce"": {
    ""label"": ""Executable"",
    ""reproducibility"": ""Not Assessed"",
    ""validity"": ""Not Applicable"",
    ""failure_type"": ""Not Applicable"",
    ""reason"": ""The report provides a clear description of the action (clicking on text-bearing blocks in UIs) and the resulting behavior (game crash), allowing for an attempt to reproduce the issue.""
  },
  ""expected_behavior"": {
    ""presence"": ""Not Present"",
    ""quality"": ""Not Applicable"",
    ""reason"": ""The report does not explicitly state what the expected behavior should be when clicking on text-bearing blocks.""
  },
  ""observed_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Sufficient"",
    ""reason"": ""The report clearly describes the observed behavior of the game crashing when the action is performed.""
  },
  ""overall_reason"": ""The report is actionable and provides enough detail for reproduction, but lacks an explicit statement of expected behavior.""
}"
"MC-300715","Non-Executable","The report does not provide sufficient details on how to trigger the block glitch, making it unclear how to reproduce the issue.","Irreproducible","Not Applicable","Missing Information","The report does not provide sufficient details on how to trigger the block glitch, making it unclear how to reproduce the issue.","Not Present","Not Applicable","The report does not specify what the expected behavior should be.","Present","Insufficient","The report mentions seeing the ender dragon head in a glitchy state but lacks detail on what that state is or how it deviates from normal behavior.","The report lacks critical information needed to reproduce the bug, including the specific conditions or actions that lead to the observed glitch.","valid_json","gpt-4o-mini-2024-07-18","Prompts_Raw_Final_V6_PilotApproved","1799","0","224","2023","0.00040425","2026-07-10T16:12:43","{
  ""issue_key"": ""MC-300715"",
  ""steps_to_reproduce"": {
    ""label"": ""Non-Executable"",
    ""reproducibility"": ""Irreproducible"",
    ""validity"": ""Not Applicable"",
    ""failure_type"": ""Missing Information"",
    ""reason"": ""The report does not provide sufficient details on how to trigger the block glitch, making it unclear how to reproduce the issue.""
  },
  ""expected_behavior"": {
    ""presence"": ""Not Present"",
    ""quality"": ""Not Applicable"",
    ""reason"": ""The report does not specify what the expected behavior should be.""
  },
  ""observed_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Insufficient"",
    ""reason"": ""The report mentions seeing the ender dragon head in a glitchy state but lacks detail on what that state is or how it deviates from normal behavior.""
  },
  ""overall_reason"": ""The report lacks critical information needed to reproduce the bug, including the specific conditions or actions that lead to the observed glitch.""
}"
"MC-300731","Executable","The report provides a clear description of the bug behavior and the context in which it occurs, allowing for an attempt to reproduce the issue.","Not Assessed","Not Applicable","Not Applicable","The report provides a clear description of the bug behavior and the context in which it occurs, allowing for an attempt to reproduce the issue.","Present","Accurate","The report explicitly states that the main menu should remain stable and not flash or flicker, which aligns with expected UI behavior.","Present","Sufficient","The report describes the observed behavior of the program flashing intermittently when inactive, providing enough detail to understand the issue.","The report effectively communicates the bug, including the expected and observed behaviors, making it actionable for further investigation.","valid_json","gpt-4o-mini-2024-07-18","Prompts_Raw_Final_V6_PilotApproved","1873","0","224","2097","0.00041535","2026-07-10T16:12:47","{
  ""issue_key"": ""MC-300731"",
  ""steps_to_reproduce"": {
    ""label"": ""Executable"",
    ""reproducibility"": ""Not Assessed"",
    ""validity"": ""Not Applicable"",
    ""failure_type"": ""Not Applicable"",
    ""reason"": ""The report provides a clear description of the bug behavior and the context in which it occurs, allowing for an attempt to reproduce the issue.""
  },
  ""expected_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Accurate"",
    ""reason"": ""The report explicitly states that the main menu should remain stable and not flash or flicker, which aligns with expected UI behavior.""
  },
  ""observed_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Sufficient"",
    ""reason"": ""The report describes the observed behavior of the program flashing intermittently when inactive, providing enough detail to understand the issue.""
  },
  ""overall_reason"": ""The report effectively communicates the bug, including the expected and observed behaviors, making it actionable for further investigation.""
}"
"MC-300736","Non-Executable","The report describes a visual glitch but does not provide enough detail on how to trigger or observe the issue.","Irreproducible","Not Applicable","Missing Information","The report describes a visual glitch but does not provide enough detail on how to trigger or observe the issue.","Not Present","Not Applicable","No explicit expected behavior is stated in the report.","Present","Sufficient","The report describes the observed behavior of the skeleton bow not being upright while shooting.","The report identifies a visual glitch but lacks critical details on how to reproduce the issue, making it non-executable.","valid_json","gpt-4o-mini-2024-07-18","Prompts_Raw_Final_V6_PilotApproved","1786","0","203","1989","0.00038970","2026-07-10T16:12:51","{
  ""issue_key"": ""MC-300736"",
  ""steps_to_reproduce"": {
    ""label"": ""Non-Executable"",
    ""reproducibility"": ""Irreproducible"",
    ""validity"": ""Not Applicable"",
    ""failure_type"": ""Missing Information"",
    ""reason"": ""The report describes a visual glitch but does not provide enough detail on how to trigger or observe the issue.""
  },
  ""expected_behavior"": {
    ""presence"": ""Not Present"",
    ""quality"": ""Not Applicable"",
    ""reason"": ""No explicit expected behavior is stated in the report.""
  },
  ""observed_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Sufficient"",
    ""reason"": ""The report describes the observed behavior of the skeleton bow not being upright while shooting.""
  },
  ""overall_reason"": ""The report identifies a visual glitch but lacks critical details on how to reproduce the issue, making it non-executable.""
}"
"MC-300737","Executable","The report provides a concrete attempt path by describing the conditions under which the crash occurs, including the use of a HashMap and the specific methods that trigger the exception.","Not Assessed","Not Applicable","Not Applicable","The report provides a concrete attempt path by describing the conditions under which the crash occurs, including the use of a HashMap and the specific methods that trigger the exception.","Not Present","Not Applicable","The report does not explicitly state what the expected behavior should be when the game is functioning correctly.","Present","Sufficient","The report clearly describes the observed behavior of the game crashing due to a ConcurrentModificationException.","The report effectively outlines the conditions leading to the bug, making it executable, but lacks a clear expected behavior statement.","valid_json","gpt-4o-mini-2024-07-18","Prompts_Raw_Final_V6_PilotApproved","2053","0","222","2275","0.00044115","2026-07-10T16:12:55","{
  ""issue_key"": ""MC-300737"",
  ""steps_to_reproduce"": {
    ""label"": ""Executable"",
    ""reproducibility"": ""Not Assessed"",
    ""validity"": ""Not Applicable"",
    ""failure_type"": ""Not Applicable"",
    ""reason"": ""The report provides a concrete attempt path by describing the conditions under which the crash occurs, including the use of a HashMap and the specific methods that trigger the exception.""
  },
  ""expected_behavior"": {
    ""presence"": ""Not Present"",
    ""quality"": ""Not Applicable"",
    ""reason"": ""The report does not explicitly state what the expected behavior should be when the game is functioning correctly.""
  },
  ""observed_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Sufficient"",
    ""reason"": ""The report clearly describes the observed behavior of the game crashing due to a ConcurrentModificationException.""
  },
  ""overall_reason"": ""The report effectively outlines the conditions leading to the bug, making it executable, but lacks a clear expected behavior statement.""
}"
"MC-300745","Executable","The report provides a clear description of the bug involving the copper golem's behavior at the edge of a platform, allowing for an attempt to reproduce the issue.","Not Assessed","Not Applicable","Not Applicable","The report provides a clear description of the bug involving the copper golem's behavior at the edge of a platform, allowing for an attempt to reproduce the issue.","Not Present","Not Applicable","The report does not explicitly state what the expected behavior should be when the copper golem is at the edge of the platform.","Present","Sufficient","The report describes the observed behavior of the copper golem jumping off the platform, which is clear enough to understand.","The report is executable as it describes a specific behavior of the copper golem, but it lacks an explicit statement of expected behavior.","valid_json","gpt-4o-mini-2024-07-18","Prompts_Raw_Final_V6_PilotApproved","1822","0","235","2057","0.00041430","2026-07-10T16:12:59","{
  ""issue_key"": ""MC-300745"",
  ""steps_to_reproduce"": {
    ""label"": ""Executable"",
    ""reproducibility"": ""Not Assessed"",
    ""validity"": ""Not Applicable"",
    ""failure_type"": ""Not Applicable"",
    ""reason"": ""The report provides a clear description of the bug involving the copper golem's behavior at the edge of a platform, allowing for an attempt to reproduce the issue.""
  },
  ""expected_behavior"": {
    ""presence"": ""Not Present"",
    ""quality"": ""Not Applicable"",
    ""reason"": ""The report does not explicitly state what the expected behavior should be when the copper golem is at the edge of the platform.""
  },
  ""observed_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Sufficient"",
    ""reason"": ""The report describes the observed behavior of the copper golem jumping off the platform, which is clear enough to understand.""
  },
  ""overall_reason"": ""The report is executable as it describes a specific behavior of the copper golem, but it lacks an explicit statement of expected behavior.""
}"
"MC-300760","Non-Executable","The report does not provide a clear trigger or sequence of actions that lead to the observed issue with the Realms list sorting.","Irreproducible","Not Applicable","Missing Information","The report does not provide a clear trigger or sequence of actions that lead to the observed issue with the Realms list sorting.","Not Present","Not Applicable","The report does not explicitly state what the expected behavior should be regarding the sorting of the Realms list.","Present","Sufficient","The report describes that the Realms list is not sorted as it was previously, indicating a change in behavior.","The report lacks critical details on how to reproduce the issue, making it non-executable despite describing the observed behavior.","valid_json","gpt-4o-mini-2024-07-18","Prompts_Raw_Final_V6_PilotApproved","1850","0","224","2074","0.00041190","2026-07-10T16:13:02","{
  ""issue_key"": ""MC-300760"",
  ""steps_to_reproduce"": {
    ""label"": ""Non-Executable"",
    ""reproducibility"": ""Irreproducible"",
    ""validity"": ""Not Applicable"",
    ""failure_type"": ""Missing Information"",
    ""reason"": ""The report does not provide a clear trigger or sequence of actions that lead to the observed issue with the Realms list sorting.""
  },
  ""expected_behavior"": {
    ""presence"": ""Not Present"",
    ""quality"": ""Not Applicable"",
    ""reason"": ""The report does not explicitly state what the expected behavior should be regarding the sorting of the Realms list.""
  },
  ""observed_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Sufficient"",
    ""reason"": ""The report describes that the Realms list is not sorted as it was previously, indicating a change in behavior.""
  },
  ""overall_reason"": ""The report lacks critical details on how to reproduce the issue, making it non-executable despite describing the observed behavior.""
}"
"MC-300761","Non-Executable","The report does not specify how to trigger the HDR function being turned off, making it unclear how to reproduce the issue.","Irreproducible","Not Applicable","Missing Information","The report does not specify how to trigger the HDR function being turned off, making it unclear how to reproduce the issue.","Not Present","Not Applicable","The report does not explicitly state what the expected behavior should be regarding the HDR function.","Present","Sufficient","The report describes that the HDR function is turned off when starting the game, which is a clear observation.","The report lacks critical details on how to reproduce the issue, specifically the steps or conditions under which the HDR function is affected.","valid_json","gpt-4o-mini-2024-07-18","Prompts_Raw_Final_V6_PilotApproved","1795","0","220","2015","0.00040125","2026-07-10T16:13:06","{
  ""issue_key"": ""MC-300761"",
  ""steps_to_reproduce"": {
    ""label"": ""Non-Executable"",
    ""reproducibility"": ""Irreproducible"",
    ""validity"": ""Not Applicable"",
    ""failure_type"": ""Missing Information"",
    ""reason"": ""The report does not specify how to trigger the HDR function being turned off, making it unclear how to reproduce the issue.""
  },
  ""expected_behavior"": {
    ""presence"": ""Not Present"",
    ""quality"": ""Not Applicable"",
    ""reason"": ""The report does not explicitly state what the expected behavior should be regarding the HDR function.""
  },
  ""observed_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Sufficient"",
    ""reason"": ""The report describes that the HDR function is turned off when starting the game, which is a clear observation.""
  },
  ""overall_reason"": ""The report lacks critical details on how to reproduce the issue, specifically the steps or conditions under which the HDR function is affected.""
}"
"MC-300768","Non-Executable","The report does not specify how the portals were linked or the exact steps taken to reproduce the issue, making it unclear how to trigger the bug.","Irreproducible","Not Applicable","Missing Information","The report does not specify how the portals were linked or the exact steps taken to reproduce the issue, making it unclear how to trigger the bug.","Present","Accurate","The expected behavior of returning to the original location is implied and aligns with Minecraft mechanics.","Present","Sufficient","The report clearly describes the observed outcome of being sent to an unintended location.","While the expected and observed behaviors are clear, the lack of detailed steps to reproduce the issue prevents it from being classified as executable.","valid_json","gpt-4o-mini-2024-07-18","Prompts_Raw_Final_V6_PilotApproved","1828","0","219","2047","0.00040560","2026-07-10T16:13:10","{
  ""issue_key"": ""MC-300768"",
  ""steps_to_reproduce"": {
    ""label"": ""Non-Executable"",
    ""reproducibility"": ""Irreproducible"",
    ""validity"": ""Not Applicable"",
    ""failure_type"": ""Missing Information"",
    ""reason"": ""The report does not specify how the portals were linked or the exact steps taken to reproduce the issue, making it unclear how to trigger the bug.""
  },
  ""expected_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Accurate"",
    ""reason"": ""The expected behavior of returning to the original location is implied and aligns with Minecraft mechanics.""
  },
  ""observed_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Sufficient"",
    ""reason"": ""The report clearly describes the observed outcome of being sent to an unintended location.""
  },
  ""overall_reason"": ""While the expected and observed behaviors are clear, the lack of detailed steps to reproduce the issue prevents it from being classified as executable.""
}"
"MC-300774","Non-Executable","The report does not specify how to trigger the streaming issue in Discord, making it unclear how to reproduce the problem.","Irreproducible","Not Applicable","Missing Information","The report does not specify how to trigger the streaming issue in Discord, making it unclear how to reproduce the problem.","Not Present","Not Applicable","The report does not explicitly state what the expected outcome should be when streaming the game.","Present","Sufficient","The report describes the observed behavior of only the menu bar showing and the game being laggy during streaming.","The report lacks critical details on how to reproduce the streaming issue, which prevents it from being classified as executable.","valid_json","gpt-4o-mini-2024-07-18","Prompts_Raw_Final_V6_PilotApproved","1818","0","216","2034","0.00040230","2026-07-10T16:13:15","{
  ""issue_key"": ""MC-300774"",
  ""steps_to_reproduce"": {
    ""label"": ""Non-Executable"",
    ""reproducibility"": ""Irreproducible"",
    ""validity"": ""Not Applicable"",
    ""failure_type"": ""Missing Information"",
    ""reason"": ""The report does not specify how to trigger the streaming issue in Discord, making it unclear how to reproduce the problem.""
  },
  ""expected_behavior"": {
    ""presence"": ""Not Present"",
    ""quality"": ""Not Applicable"",
    ""reason"": ""The report does not explicitly state what the expected outcome should be when streaming the game.""
  },
  ""observed_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Sufficient"",
    ""reason"": ""The report describes the observed behavior of only the menu bar showing and the game being laggy during streaming.""
  },
  ""overall_reason"": ""The report lacks critical details on how to reproduce the streaming issue, which prevents it from being classified as executable.""
}"
