"timestamp","version","phase","row_index","total_rows","issue_key","status","prediction","reason","s2r_reproducibility","s2r_validity","s2r_failure_type","expected_behavior_presence","expected_behavior_quality","observed_behavior_presence","observed_behavior_quality","error_message","model","prompt_version","input_tokens","cached_input_tokens","output_tokens","total_tokens","cost_usd"
"2026-07-10T16:12:03","raw","full","40","139","MC-300612","valid_json","Executable","The report provides a clear description of the bug behavior involving mobs floating instead of walking, which allows for an attempt to reproduce the issue.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Raw_Final_V6_PilotApproved","1841","0","206","2047","0.00039975"
"2026-07-10T16:12:06","raw","full","41","139","MC-300614","valid_json","Executable","The report provides a clear description of the bug behavior when attempting to eat food, including the main action (holding food in the main hand) and the observed outcome (food not being consumed).","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Raw_Final_V6_PilotApproved","1849","0","240","2089","0.00042135"
"2026-07-10T16:12:10","raw","full","42","139","MC-300618","valid_json","Non-Executable","The report describes a symptom of durability issues but lacks specific details on how to reproduce the problem, such as the exact actions taken before the tools showed the glitch.","Irreproducible","Not Applicable","Missing Information","Not Present","Not Applicable","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Raw_Final_V6_PilotApproved","1921","0","230","2151","0.00042615"
"2026-07-10T16:12:16","raw","full","43","139","MC-300620","valid_json","Executable","The report provides a clear description of the bug behavior related to the fishing bobber's OnGround flag, allowing for an attempt to reproduce the issue.","Not Assessed","Not Applicable","Not Applicable","Not Present","Not Applicable","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Raw_Final_V6_PilotApproved","1822","0","231","2053","0.00041190"
"2026-07-10T16:12:19","raw","full","44","139","MC-300634","valid_json","Non-Executable","The report describes lag or hang but lacks specific details on how to consistently reproduce the issue, such as the exact conditions or actions leading to the lag.","Irreproducible","Not Applicable","Missing Information","Not Present","Not Applicable","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Raw_Final_V6_PilotApproved","1829","0","224","2053","0.00040875"
"2026-07-10T16:12:23","raw","full","45","139","MC-300643","valid_json","Executable","The report provides sufficient detail about the hardware and the issue experienced, allowing for an attempt to reproduce the problem.","Not Assessed","Not Applicable","Not Applicable","Not Present","Not Applicable","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Raw_Final_V6_PilotApproved","2064","0","211","2275","0.00043620"
"2026-07-10T16:12:26","raw","full","46","139","MC-300647","valid_json","Non-Executable","The report does not specify how the action of placing a torch is attempted or what specific conditions lead to the inability to do so.","Irreproducible","Not Applicable","Missing Information","Not Present","Not Applicable","Present","Insufficient","","gpt-4o-mini-2024-07-18","Prompts_Raw_Final_V6_PilotApproved","1779","0","216","1995","0.00039645"
"2026-07-10T16:12:30","raw","full","47","139","MC-300649","valid_json","Executable","The report provides a clear path to reproduce the issue by creating and activating a resource pack with overlays, which is specific enough for another evaluator to attempt.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Raw_Final_V6_PilotApproved","1841","0","239","2080","0.00041955"
"2026-07-10T16:12:34","raw","full","48","139","MC-300659","valid_json","Non-Executable","The report does not specify how the user attempted to download the launcher or what specific actions led to the inability to do so.","Irreproducible","Not Applicable","Missing Information","Not Present","Not Applicable","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Raw_Final_V6_PilotApproved","1793","0","221","2014","0.00040155"
"2026-07-10T16:12:40","raw","full","49","139","MC-300683","valid_json","Executable","The report provides a clear description of the action (clicking on text-bearing blocks in UIs) and the resulting behavior (game crash), allowing for an attempt to reproduce the issue.","Not Assessed","Not Applicable","Not Applicable","Not Present","Not Applicable","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Raw_Final_V6_PilotApproved","1809","0","222","2031","0.00040455"
"2026-07-10T16:12:43","raw","full","50","139","MC-300715","valid_json","Non-Executable","The report does not provide sufficient details on how to trigger the block glitch, making it unclear how to reproduce the issue.","Irreproducible","Not Applicable","Missing Information","Not Present","Not Applicable","Present","Insufficient","","gpt-4o-mini-2024-07-18","Prompts_Raw_Final_V6_PilotApproved","1799","0","224","2023","0.00040425"
"2026-07-10T16:12:47","raw","full","51","139","MC-300731","valid_json","Executable","The report provides a clear description of the bug behavior and the context in which it occurs, allowing for an attempt to reproduce the issue.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Raw_Final_V6_PilotApproved","1873","0","224","2097","0.00041535"
"2026-07-10T16:12:51","raw","full","52","139","MC-300736","valid_json","Non-Executable","The report describes a visual glitch but does not provide enough detail on how to trigger or observe the issue.","Irreproducible","Not Applicable","Missing Information","Not Present","Not Applicable","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Raw_Final_V6_PilotApproved","1786","0","203","1989","0.00038970"
"2026-07-10T16:12:55","raw","full","53","139","MC-300737","valid_json","Executable","The report provides a concrete attempt path by describing the conditions under which the crash occurs, including the use of a HashMap and the specific methods that trigger the exception.","Not Assessed","Not Applicable","Not Applicable","Not Present","Not Applicable","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Raw_Final_V6_PilotApproved","2053","0","222","2275","0.00044115"
"2026-07-10T16:12:59","raw","full","54","139","MC-300745","valid_json","Executable","The report provides a clear description of the bug involving the copper golem's behavior at the edge of a platform, allowing for an attempt to reproduce the issue.","Not Assessed","Not Applicable","Not Applicable","Not Present","Not Applicable","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Raw_Final_V6_PilotApproved","1822","0","235","2057","0.00041430"
"2026-07-10T16:13:02","raw","full","55","139","MC-300760","valid_json","Non-Executable","The report does not provide a clear trigger or sequence of actions that lead to the observed issue with the Realms list sorting.","Irreproducible","Not Applicable","Missing Information","Not Present","Not Applicable","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Raw_Final_V6_PilotApproved","1850","0","224","2074","0.00041190"
"2026-07-10T16:13:06","raw","full","56","139","MC-300761","valid_json","Non-Executable","The report does not specify how to trigger the HDR function being turned off, making it unclear how to reproduce the issue.","Irreproducible","Not Applicable","Missing Information","Not Present","Not Applicable","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Raw_Final_V6_PilotApproved","1795","0","220","2015","0.00040125"
"2026-07-10T16:13:10","raw","full","57","139","MC-300768","valid_json","Non-Executable","The report does not specify how the portals were linked or the exact steps taken to reproduce the issue, making it unclear how to trigger the bug.","Irreproducible","Not Applicable","Missing Information","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Raw_Final_V6_PilotApproved","1828","0","219","2047","0.00040560"
"2026-07-10T16:13:15","raw","full","58","139","MC-300774","valid_json","Non-Executable","The report does not specify how to trigger the streaming issue in Discord, making it unclear how to reproduce the problem.","Irreproducible","Not Applicable","Missing Information","Not Present","Not Applicable","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Raw_Final_V6_PilotApproved","1818","0","216","2034","0.00040230"
"2026-07-10T16:13:20","raw","full","59","139","MC-300776","valid_json","Executable","The report provides a clear description of the intended bug behavior and the main action (flying downward with fireworks using an elytra), allowing for an attempt to reproduce the issue.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Raw_Final_V6_PilotApproved","1914","0","244","2158","0.00043350"
"2026-07-10T16:13:23","raw","full","60","139","MC-300778","valid_json","Non-Executable","The report does not specify the exact conditions or setup required for the calibrated sculk sensor to trigger, making it unclear how to reproduce the issue.","Irreproducible","Not Applicable","Missing Information","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Raw_Final_V6_PilotApproved","1825","0","233","2058","0.00041355"
"2026-07-10T16:13:27","raw","full","61","139","MC-300786","valid_json","Non-Executable","The report describes issues with Arabic language support but does not specify how to trigger or reproduce these issues in the game.","Irreproducible","Not Applicable","Missing Information","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Raw_Final_V6_PilotApproved","1874","0","220","2094","0.00041310"
"2026-07-10T16:13:31","raw","full","62","139","MC-300789","valid_json","Non-Executable","The report describes floating vines but lacks details on how to trigger or observe this behavior, such as specific locations or conditions.","Irreproducible","Not Applicable","Missing Information","Not Present","Not Applicable","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Raw_Final_V6_PilotApproved","1786","0","200","1986","0.00038790"
"2026-07-10T16:13:35","raw","full","63","139","MC-300792","valid_json","Non-Executable","The report does not specify the context or environment in which the camera behavior occurs, making it unclear how to reproduce the issue.","Irreproducible","Not Applicable","Missing Information","Not Present","Not Applicable","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Raw_Final_V6_PilotApproved","1802","0","212","2014","0.00039750"
"2026-07-10T16:13:40","raw","full","64","139","MC-300793","valid_json","Non-Executable","The report does not specify how the player died or the exact circumstances under which experience gain stopped, making it unclear how to reproduce the issue.","Irreproducible","Not Applicable","Missing Information","Not Present","Not Applicable","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Raw_Final_V6_PilotApproved","1810","0","224","2034","0.00040590"
"2026-07-10T16:13:44","raw","full","65","139","MC-300806","valid_json","Non-Executable","The report does not specify how the structure block was broken or what the expected outcome was after breaking it, making it unclear how to reproduce the issue.","Irreproducible","Not Applicable","Missing Information","Not Present","Not Applicable","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Raw_Final_V6_PilotApproved","1825","0","234","2059","0.00041415"
"2026-07-10T16:13:48","raw","full","66","139","MC-300807","valid_json","Executable","The report provides a clear description of the steps to reproduce the issue by running the data generator and searching for specific block type IDs.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Raw_Final_V6_PilotApproved","1991","0","247","2238","0.00044685"
"2026-07-10T16:13:52","raw","full","67","139","MC-300809","valid_json","Non-Executable","The report does not specify the exact conditions or actions needed to trigger the inability to remove blocks from the inventory.","Irreproducible","Not Applicable","Missing Information","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Raw_Final_V6_PilotApproved","1842","0","208","2050","0.00040110"
"2026-07-10T16:13:55","raw","full","68","139","MC-300815","valid_json","Non-Executable","The report does not specify how the green book was used in the crafting table or the exact steps taken to attempt crafting the Soul Lantern.","Irreproducible","Not Applicable","Missing Information","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Raw_Final_V6_PilotApproved","1816","0","224","2040","0.00040680"
"2026-07-10T16:13:59","raw","full","69","139","MC-300836","valid_json","Executable","The report provides a clear description of the actions taken and the resulting bug behavior, allowing for an attempt to reproduce the issue.","Not Assessed","Not Applicable","Not Applicable","Present","Accurate","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Raw_Final_V6_PilotApproved","1853","0","211","2064","0.00040455"
"2026-07-10T16:14:02","raw","full","70","139","MC-300843","valid_json","Non-Executable","The report describes a symptom of the locator bar glitching but does not provide enough detail on how to trigger this behavior or the specific conditions under which it occurs.","Irreproducible","Not Applicable","Missing Information","Not Present","Not Applicable","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Raw_Final_V6_PilotApproved","1813","0","228","2041","0.00040875"
"2026-07-10T16:14:06","raw","full","71","139","MC-300844","valid_json","Non-Executable","The report describes the symptom of the skeleton's bow floating under its hand but does not provide enough detail on how to trigger or observe this behavior.","Irreproducible","Not Applicable","Missing Information","Not Present","Not Applicable","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Raw_Final_V6_PilotApproved","1785","0","218","2003","0.00039855"
"2026-07-10T16:14:11","raw","full","72","139","MC-300845","valid_json","Non-Executable","The report does not specify how to trigger the loading screen issue, making it unclear how to reproduce the bug.","Irreproducible","Not Applicable","Missing Information","Not Present","Not Applicable","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Raw_Final_V6_PilotApproved","1806","0","216","2022","0.00040050"
"2026-07-10T16:14:14","raw","full","73","139","MC-300851","valid_json","Non-Executable","The report does not provide sufficient detail on how to trigger the duplication of angry wolves, making it unclear how to reproduce the issue.","Irreproducible","Not Applicable","Missing Information","Not Present","Not Applicable","Not Present","Not Applicable","","gpt-4o-mini-2024-07-18","Prompts_Raw_Final_V6_PilotApproved","1796","0","210","2006","0.00039540"
"2026-07-10T16:14:18","raw","full","74","139","MC-300860","valid_json","Non-Executable","The report lacks clear details on how to trigger the bug, such as specific actions or commands needed to replicate the enchantment behavior.","Irreproducible","Not Applicable","Missing Information","Not Present","Not Applicable","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Raw_Final_V6_PilotApproved","1891","0","211","2102","0.00041025"
"2026-07-10T16:14:21","raw","full","75","139","MC-300861","valid_json","Non-Executable","The report does not specify how to trigger the infinite block respawn behavior, making it unclear how to reproduce the issue.","Irreproducible","Not Applicable","Missing Information","Not Present","Not Applicable","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Raw_Final_V6_PilotApproved","1797","0","213","2010","0.00039735"
"2026-07-10T16:14:25","raw","full","76","139","MC-300872","valid_json","Non-Executable","The report lacks specific details on how to consistently trigger the bug, as it mentions the behavior occurs randomly without clear steps.","Irreproducible","Not Applicable","Missing Information","Not Present","Not Applicable","Present","Sufficient","","gpt-4o-mini-2024-07-18","Prompts_Raw_Final_V6_PilotApproved","1867","0","219","2086","0.00041145"
